id,text
54,Sala thag haruko jatha bhela vayexan lootera khane bani Jo pareko xa
55,"""मैले गो'ली हा'न्न आदेश दिएको छैन"" भन्दैमा केपी ओलीले उन्मुक्ति नपाउने"
56,रातीको १२ बजे रबी दाइको बेडरुम मा गएर अन्तिम इच्छा सोध्दा कहाँ गएको थियो मानाव अधिकार ?
57,Sansad bighathan garnu parxa bhanne yehi pradhanmantri hoina ra
58,Singha durbar aago lagauxu bhanne yehi chor hoina kasto report nikale ko yo
59,यस्ता रास्वपाका खराने साम्सदलाइ कारवाही हुनै पर्छ
60,जन्म दिनको शुभ उपलक्ष्यमा हार्दिक मंगलमय शुभकामना छ सम्धिनी ज्यूलाई
61,अनि जिबि राई खोइत ???
62,ऐस्ता अराजक लाई हाल्दे सरकार जिन्दगी भर लाइ
63,Tyo Ramesh prasai bhanni dai Nepal ma bhaye g.b Rai samatxau bhani guff dinthye ta. Yesta sano sano case ma ta red notice jari garayera samatna vyaye xan ta
64,ठ्गेको लुटेको पैसा सबै फिर्ता गर्नु पर्यो निकै डरलाग्दो आईमाई रहेछ ।
65,Thailand bata deport hunu ni achievement nai ho
66,Ladako dam dar chicne talai dam dar lagyo Sala jhole
67,जय नेपाल
68,हजुरको चित्त बुझ्दो प्रस्तुति जय नेपाल
69,शालिन भद्र नेता
70,तपाईंको कुरा सहिहो । तर नेतृत्वमा पुगेपछि गरिब सर्वसाधारण ईमानदार कार्यकर्ता लाई नेतृत्वले नोकर सम्झिन्छ । सदस्य होस जतिसुकै विमति भएपनि भोट हाल नत्र कार्वाही हुन्छ ! नेतृत्व गठबन्धन गर्छ तर कार्यकर्ता एमाले माओवादी का कार्यकर्ता संग बोल्दा समेत संका गर्ने बानी काँग्रेस लगायत सबै पार्टीमा छ । त्यसैले तपाईं नेतृत्व गर्ने गर्नुस तर कृपया नागरिक लाई सदस्य क्रियाशील सदस्य बनाएर सदस्यताको नाममा नोकर नबनाउनुस  ।
71,सान्दर्भिक र वास्तविकता
72,"तपाई घन्टेको एक नम्बर को झोले हो, हुनत तपाई सुरुमा खतरा गणतन्त्र बादी तेसपछि दुर्गा प्रसाइको भक्त राजा बादी, तेसपछि राप्रपाको होनोहार कार्यकर्ता संसद उमेद्वार, संसद उमेद्वार हुदा जमना जफत भए पछि अर्को चुनाबमा टिकट पाइन्छ की भनेर अहिले घन्टेको अन्ध भक्त, अब तपाइको कुरा कसैले पत्याउने वाला छैन ढुक्क भए हुन्छ।"
73,यो स्वागत नेपाल भन्नेपनि तलुवा चटुवा रछ।बजेटको मर्म केहो थाहा छैन अहिले सम्मको हंसिलो अर्थमन्तृ अरे।
74,Yo mujiko anuhaar dekha rish uthax achel
75,Presentation ramro tara madham barga janatako hitma chhina.
76,Terima kogle hune lai thapis nahune beroj gari lai rojgari nai khosis
77,"गरीब मारुवा बजेट, जसले गर्छ सपोर्ट त्यो नि गरीब मारुवा हो।"
78,Yo gungan gayer vayen Ali vidhyut ko bare vannu paryo
79,लुटेरा
80,उचित स्थान उचित मूल्य मिलाएर ढुङ्गा गिट्टी उत्खनन गर्नु पर्छ नत्र के ले बाटो घर संरचना बनाउने? माटो ले? यत्रो पहाड हुँदा जनता ले ढुङ्गा लाई महङ्गो हालेर किन्नु पर्ने पटक्कै मन परेको छैन मलाई
81,गजब भान्जा
82,एस्ता सङ अन्तर्बार्ता लिने पत्रकार पनि कस्तो होला
83,Ramailo xa
84,Sala haruko natak
85,Nepal ko university Lai ramro banauchu bhannu chhaina..
86,Bideshi nai lyaunu Cha.
87,"हार्दिक श्रद्धाञ्जली, छानविन समितिको प्रतिवेदन सार्वजनिक होस्।"
88,"तर , मधेशले के पायो ?"
89,Oye khate Israeli agent ta dherai bhukne karan yehi rahecha haina. Israel ko dalal
90,तलाई नेता मान्नुपर्नेअझ राई लिम्बुको त पिता नै पो
91,राइहरुले खाने भयो पुर्ब। जय किरात
92,Tata tetai ga machikne khate kukur
93,यो भुसिया कुकुरलाई निन्द्रा लाग्दैन।।। कहाँ तातातो गु खान पाइन्छ भनेर सोचिरहेको छ।।।।
94,मदिरा र श्रुतिजन्य पदार्थमा भ्याट यथावत राखेर दैनिक जीवनमा उपभोग हुने बिजुलीमा १३% भ्याट किन?
95,धुम्रपान स्वास्थ्यको लागि हानिकारक छ ।
96,Night shift मा nursing बाहेक अरु स्वस्थेकर्मी पनि छन मन्त्रि जिउ
97,Timile turunt rajina dinu parx natra pachii thik nahola hepne hamilai.
98,त्यो खरानि ग्याङ ले बनाएको हैन ! केहि गरेनन भनेर जस को घर मा आगो लगायौ देश जलायौ उनि हरुले नै बनाएका हुन होस मा आउ घण्टे
99,हामी धोका दिदैनौँ।
100,रबि लामिछाने हत्यारा हो
101,खानेपानीको धेरै जस मैले पाउनुपर्छः
102,"Private Boarding School Teacher लाई के राहत छ? बिदेशमा Toilet Cleaning गर्नेलाई पनि Pension हुन्छ, नेपालमा विद्यर्थीको भविष्य बनाउने शिक्षिक लाई किन विभेद??"
103,कर्णाली किन हेला?
104,समाचारमा र तपाईँहरूमा खासै केही फरक छैन।
105,हेर्दै जाउ तिमिहरुको राजनीतिक अवसान यति निर्मम हुनेछ त्यो कल्पना भन्दा बाहिर छ।
106,Baula ko ho sab lai tha xa
107,kahako aafnai kitab bechera aabiskar kendra bnaune khako QR lutera
108,Divide and rule garayara kasari ladauxa uniharu janajati lai yahi bata thaha hunxa
109,"Thik chaina scientists jyuu...boli sudharnus...barbara ko 1 ta samman le jindagi nachalla....23, 24 ko vanda kroor samaya vognu parcha...herdai Janu hola..."
110,महावीर पुनलाई पनि हर्केको कुरा गर्दा सारो रिस उठ्दो रहेछ मलाई जस्तै
111,राम्रो साक्षात्कार जनता सग
112,तेरिमा झोले तैले आमदानी गर्छस तिर्छस सबै तँ जस्तै कमाउने हुन्छन तँलाई हजार एक रूपे बराबर हो भनी गाउँका गरिब जनताको लागि त्यही पचिस रूपैयाँ पनि लाख बराबर हो गलत लाई गलत हो भन्न सक्दैनस
113,त पनि घन्टेग्याङको हनुमान त हस
114,Dalal le malik ko kaam ramrari gardaixa
115,जन्मदिनको धेरै-धेरै शुभकामना तिमीलाई
116,traffic lite bigreko kasaile dekhadaina... galti nahuda nahuda cheat kateko dekhadaina...
117,प्रहरी आतंक बन्द गर
118,म पदको लोभले आएको हैन
119,Nepali power
120,Yo galat bhayo yasako birudhma bolnu parchha
121,hamle ni tha payou k garnu aba...esta nalayek arthamantri bhaye pachi
122,ECD शिक्षकको माग संवोधन गर्न शिक्षा ऐनमा नै व्यवस्था गर्नुपर्छ
123,ढुङ्गा बोक्नेको औकात र हैसियत त्याहाँभन्दा माथि कसरी होस् त ?
124,jasto j bhayeni long term ma ramro nai hunxa hola
125,"dherai birodh matra garera basnu pani hunna, positive side ta tannai xan ta"
126,talai kukur jaile jhole bhayera hideko xa kam xaina ho?
127,सम्झाउनु पर्यो है अध्यक्ष लाई
128,नक्कली र सक्कली पोस्ट छुटाउन नसक्नेले pm बन्छु रे
129,esai bheda bhaneko haina kun page ho jaach buj garnu chhaina
130,Feri rai Limbu haru le Gali garlan hai
131,madhesi = indian
132,rai limbu lai desh ko 20% bechera xuttai duita desh banauna parxa
133,jaat ra dharma ko name ma desh barbad garnu hudaina
134,"sabai prakar ko manxe sangai basnu parxa, balla po nepal nepal hunxa"
135,harek manxe le dignity ko sath bachne adhikar payeko xa
136,2 karod lagani garna sakne kisan xa jasto ta malai lagdaina
137,किसान मारा रहेछ बालेन सर।
138,desh euta sundar bagaicha ho rangi changi fhool haru
139,"mechi to mahakali are all nepali, luv u all"
140,nepal is the best country i have ever been to
141,किसान र उद्योगी छुट्याउन सकेन ।
142,हाम्रो प्रधानमन्त्री जी अहिले पनि विद्यार्थी हुनुहुन्छ।
143,Great attitude
144,lau ta police daju
145,यस्तो काम गर्दा झोले भईन्छ है फेरी !!
146,harka साम्पाङको समर्थक श्रमदान गर्दा गर्दै अचानक् ढ-लेपछि तनाव
147,Kasto cute
148,yo para le desh bikash hunxa jasto xaina hai
149,ktaho sab milera yeslai chai godnai parxa
150,yesko kura sunda ta acchamma po lagxa
151,"badar marne ki aru kei solution xa ta? solution ta chaiyo ni, there are millions affected by this thing"
152,chaupadi lai end garnai parxa jasari ni
153,autism school kholne decision is one of the best
154,i love the ministers are trying at least
155,"kasto kura gareko, yo ta impossible xa ni nepal ko context ma mainly"
156,nepal ma mountaineering haru ko scope ta ekdam high xa ta kina testo bhaneko
157,idk engineering ta almost ded ho aaba
158,"nepal lai actually 2 bagh ma badhera, yo madhesi lai euta ma pardinu parxa jasto xa"
159,literally dharma ra jaat ko name ma ladnu is not okay at all
160,kp oli bhanda ni namraro decisions lirako xa balen le
161,mero kura namanne lai thankot ko dada kataidinxu
162,tero bau hawa kura nagar na tori jasto
163,kukur nai raixa yo youtuber ta
164,CM Saroj Kumar Yadav jindabad
165,bheda janata bhayesi kei hudaina
166,nepal sati le sarapeko desh ho
167,rai limbu ko jach garera mental hospital ma haldinu parxa
168,"dalit lai entry xaina yo hospital ma, yo kina gako bhitra?"
169,"nepal police ko kam nai xaina, edit banayo basyo, aru thulo case ta solve garna sakdaina"
170,boru kukur ko puchxar sida hola tara sher bahadur deuba ko kei hudaina
171,nepo baby bhanera aaile ko minister chai k?
172,"yo limbu haru ko ta aakha yitro syano hunxa, kei dekhdaina hola"
173,hat yo khate lai ta paxi kutnu parxa
174,"yesko dimag nai xaina, yeslai desh nikala garna parxa, chor nai ho yo"
175,chutiya desh ma chutiya janta
176,gang fight hanne bhaye aaija afno gang liyera indrachowk ma?
177,tero aaukaat nai k xa ra
178,tero thar bhanda ta mero jutta ramro xa
179,yo manxe lai ta kukur sanga compare garna ni mildaina hola
180,"yo hotel ma ramro khana pauxa, yei janu hajur haru"
181,video ta ramro xa comment section regulate garnu paryo
182,"content chai ekdam new and informative hai, love it"
183,"desh ettikai bigreko ta haina, yesta bikhari nathe haru le garda ho"
184,chor sala hat
185,टाढाको काम रामरो हो तारा घर र अफिसको सीमा नै हरियो जसो लग्न थलेको छ । काम सक्किए पक्सी पानी मन काम बहिरा आउना गारो हुन्सा।
186,कम्तीमा मन्त्रीज्यूले प्रयास गरेको मलाई मन पर्छ
187,आज पुरानो रेडियो चलाउँदा बचपन सम्झियो।
188,"हिन्दू र धर्म सबै बेकार छन्, तिनीहरूको लागि कोही छैन"
189,जंगलमा आधार छैन।
190,रामाइलो xa
191,muslim lai hatauna parxa.
192,राई कागतीले देश खाइरहेको छ
193,यो एप अपडेट गरेपछि ब्याट्री जान छाडो सकिना थाल्यो।
194,यो कुलमान घिसिङ को कुरा मात्र थुलो हो अहिले केटीएम मा दैनिक ५ छोटी लोडसेडिङ जसो नेट र बत्ती जंक्सा तारा सबाइले येस्लै नै नायक बनाउक्सान कसो वेद जनता हुन हमरा
195,ध्यान खोज xa खान
196,Timi le jaana jaan galat artha lagauna khojya jasto dekhinxaa
197,आज मौसम सफा भएकाले हिमाल स्पष्ट देखियो।
198,मछिकने तेरा त्यो सि अनुहर फेसबुक म नदेखा तेरा फोटो हेर्दा कुकुर ले पानी मक्सा होला कास्तो मोटी गधा देखेको के टिमी जसो लै त सीधा टोक्नु पर्ने
199,त्यसको फाइदा भाउजु र भाउजुले उठाइरहेका छन् ।
200,हिन्दू धर्म बेकार छ।
201,"Tero jasto veda dimag vako le malai sikauna pardaina sa khate kukur tero bau ko jggya haina yo fb page, tero aukaat xaina mero post ma reply garne block mji"
202,Yo restaurant ko service herda ta paisa kharcha gareko nai bekar lagyo tait
203,Delivery rider lai exact address diyeko thiye tara feri phone garirakhyo.
204,प्रत्येक व्यक्तिलाई सम्मानपूर्वक बाँच्ने अधिकार छ।
205,तँ जस्तो बेवकुफले फेरि उही गल्ती दोहोर्यायो।
206,हिजोको कार्यक्रममा स्थानीय कलाकारले निकै राम्रो प्रस्तुति दिए।
207,"नेवार जाति भन्दासी कञ्जुसी को ठुलो तौको हुन इनीहरु, जहाँ गए नी स अफ्नो कैसेन मात्र हरक्सन अरु सबाइको पैसा कसरी खाने भने सोच वाको गद्दर फोहोर जान हो"
208,यो भिडियो बनाउनेले रिसर्च नै नगरी अपलोड गरेको जस्तो लाग्यो।
209,ta damai bhayera thulo kura garxas
210,आज ट्राफिक जाममा आधा दिन लाग्यो ।
211,धेरै राम्रो विश्लेषण
212,"राई लिम्बु जात ले साधै बिदेशी मास्टर को डलर खैरा आफनो देश को संस्कृति बेचदै छन, इनिहरु को दिमाग मा नेपाली को माया ज़ैना बिदेशी दलाल हुन इनिहरु सबाई"
213,"बोरु कुकुरको योनीको मुख यस्तो छ, बहादुर केटा स्वर्गमा छ।"
214,"Aaja gym ma first day thiyo, body ta purai dukheko xa aहिले"
215,"परिक्षाको नतिजा आउनेछ, परिश्रम अनुसारको नतिजा धेरै खुसी हुनेछ।"
216,आज community cleanup campaign ramro lagyo.
217,यो जातिको मान्छे कहिल्यै सुध्रिदैन
218,"यो सरकार जनताको पक्षमा छैन, सबै युवा विदेश पलायन भइरहेका छन्"
219,Muji tero anuhar dera kukur pani bhagxa linux dherai hero naban fb m tero real face sabaiko agadi leak gariraxu cyber ma tero case haleko xu bholi thaha painxas sa
220,"पहिलो पटक गाउँमा होमस्टे बसेँ, अनुभव निकै फरक र रमाइलो रह्यो।"
221,"भाउजु तिमीले देशको रक्षा गर्नु छ, सबै कुरा ठुलो छ, तिमी त्यता जादै छौ ।"
222,क्रिश्चियन हरु ले मात्र समस्य बधाये
223,Yo party neta chor ho kora thulo bhrastachar ko raja ho yo neta
224,"गलत सूचना हटाउनुको सट्टा, तपाईंले यसलाई फैलाउनुभयो।"
225,आजको यात्रा थाकेको थियो तर दृश्य निकै सुन्दर थियो ।
226,"आज पहिलो पटक गाउँमा फाइबर इन्टरनेट जडान भयो, खुशीको कुनै सीमा छैन"
227,hindu bahek aru dharma bekar hun sanatan dharma nai yo sansar ko saba bhanda clean ra s s sanskar vako ho aru dharma ka manxe haru sabai narak ko bhagi hudaixan dhongi haru
228,तेरो त्यो फोहोरी सि फेस दादा कुकुर ले नी मुत्सा होला कमेन्ट मा आयरा धराई हिरो नबन @manche_xyz निर्दोष केटीको खातिर तल्लो तहको साइबर शाखामा बुझाउनुपर्छ ।
229,Muji tero tyo si anuhar dera kukur pani bhagxa hola comment ma aayera dherai expert naban tero reality ma bholi leak gariraxu fb ma tero ijjat chat parxu
230,chor mantri lai tatkal hataunu parxa
231,muslim jati nai yo sansar ko thulo virus ho jaha gae ni kranti ra ladai bahek kei jandainan iniharu lai nepal bata chitto nikalnu parxa natra hamro sanskar sakinx fohor virus
232,aru dharma manney haru lai yo desh ma basne adhikar xaina
233,"हिन्दू धर्मबाट मुक्त छन्, सनातन धर्म सबैले प्रयोग गर्दैनन्, तिनीहरूले पुरानो हो बिदेशी डलर म बिकेरा धर्म परिवर्तन गर्ने हरु सबाइ नरक जन्डक्सन साथी"
234,"यो यहाँ समीक्षा गर्नुहोस् होटल बुक गरको थिये, तारा कोठाको फोटो जसो नै रैनाक्स।"
235,अफिसमा आएर चिठ्ठी पढेँ ।
236,"Dalit jaat ko manxe haru mandir ma xirera hamro sanskar fohor garna thale, yiniharu ko thau tallo nai thik xa quota dyaera sarkar le sabaiko tauko mathi chadhayo"
237,तपाईंले तथ्य जाँच नगरी पोस्ट गर्नुभयो।
238,डेलिभरी राइडरले सही ठेगाना दिएको थियो तारा फेरी फोन गरिरख्यो ल्यायो।
239,internet slow xa aaja
240,"मधेसी लाइ विश्वास गर्ना सकिदैना, इनिहरु को दिल मा दुख हुंक्सा"
241,यो जवाफ देखेर रन्डीले शुल्क तिर्न बाध्य बनायो।
242,"Laptop update garepaxi jhan slow bhayo, k update ho yo ?"
243,कुकुर खाँदै।
244,dalit sanga milera kaam hudaina
245,मेरो कुरा नमन लाई धन्यवाद को दादा कटैदिन्सु
246,हिन्दु धर्म बेकर
247,भाउजुले भात हेरिन्
248,किन हरेक बहसलाई व्यक्तिगत आक्रमणमा परिणत गर्नुहुन्छ ?
249,yo neta ko sampati sab choriko
250,"सिंहदरबारमा केमिकल जलाउने प्रबन्ध, कसले प्रयोग गर्छ र कहाँबाट, 'विद्वान' इन्जिनियरहरूद्वारा
 बनाएको? यी सबै चिन्ता राष्ट्रिय मानवअधिकार प्रतिवेदनमा आउनुहोस्!"
251,"कफी लास्ट mito raixa yo new café co, ambient ni clean xa"
252,आज हजुरआमाको पुरानो फोटो भेट्टाउँदा रमाइलो लाग्यो।
253,म सबै जाति र देशको बोझ हुँ।
254,यो डकुमेन्ट्रीले नयाँ कुरा सिकाएको छ ।
255,आजा बिहान को मौसम रमाइलो भको ले दधा माथी पदयात्रा गको कास्तो ताजा प्राकृतिक हावा खाना पायो वान्या केटीएम को प्रदुषण बताता थुडा वाये नी राहत मिलो साथी प्रकृति दृश्य
256,यस पाठ्यक्रममा व्यावहारिक सामग्री धेरै उपयोगी थियो।
257,मुस्लिम लाइ देश बता हातौं परक्सा
258,यो वृत्तचित्रले गाउँको जीवनलाई राम्रोसँग देखाउँछ।
259,"खातामा तर्क सुन्नु पर्छ, उठ्नु पर्छ।"
260,"ल्यापटप अपडेट ढिलो भैयो, किन अपडेट ?"
261,तेरो त्ययो फुर मुख बन्द गर मी जथा तेरो औकत जाना मेरो स्तर को पोस्ट मा बोले रास्ता को कुकुर जसो मा आयरा वुकिराक्सस साइबर मा रिपोर्ट GRXU
262,यो त बहनबाद हो
263,"श्रमजीवी जातिका नारी यस्ता छन्, बर्बादी, थप विचार, फल, काम, जीआरडीए, मस्तिष्क, अधिक भाषा, इनिहारु थेठी, काही, माथी, औडैना, स."
264,आजा परिवार संग बसेरा पुराण एल्बम हेरियो।
265,"बिहान मौसम यस्तो हुनेछ, रामेलो वाको ले दधा माथी, गक्को कास्तो, ताजा प्राकृतिक हावा खाऔं, वाण्य केटीएम को प्रदुषण बटा ठुडा भे नि पाइन्छ ।"
266,Yo electric scooter ko mileage company le bhane bhanda adha matra raixa battery heating problem ni dherai xa so don't buy this model guys fraud marketing garya
267,यो सांसद त अपराधी नै हो।
268,तपाईंले अरू कसैको पोस्ट प्रतिलिपि गर्नुभयो र यसलाई आफ्नो रूपमा राख्नुभयो।
269,ta pagal hos kya ho ?
270,इनिहरू देशद्रोही हुन्
271,"आउनुहोस्, कृपया हामीलाई पछ्याउनुहोस्।"
272,तपाईंले सम्पूर्ण कथा नबुझेर निर्णय गर्नुभयो।
273,दलित लाइ मनदीर झिर्ना नदीनु पाप लगक्सा पक्सी प्रतिस्था घाटा
274,"musalman haru sanga business garnu hudaina, sabb dhokebaaj hun"
275,Aaja school reunion ma purana sathi bhetda ramailo lagyo.
276,Timi jasto hawa analyst le market ko ke bujhxa ra.
277,तिमीले हल्लालाई समाचार बनाएर फैलायौ।
278,तँले तथ्यभन्दा अनुमानलाई बढी महत्व दिएको छस्।
279,मुस्लिम शाखा काहिले नमिला
280,"बस २ घण्टा ढिलो आयो, तारा चालक दाई ले माफी मग्नु भयौ सो ठिकै लाग्यो ।"
281,यो ब्यान्डले धर्म प्रचार गर्न थाल्यो
282,"तिम्री भाउजुले तल्लो जातको संगत लिइन्, मेरी भाउजु तिमी के छौ, मेरी सासु, मलाई मेरो जीवनको ज्ञान दिनुभयो, तिम्रो जातले निधार जित्यो, मानौं"
283,तिमी र समाचारमा खासै फरक छैन ।
284,कस्तो हवा सामग्री बनाको यो टिकटोकर ले क्लिकबेट शीर्षक हलेर दृश्य मात्र तल गार्ना खोज्स सबाइल रिपोर्ट गररा यो च्यानल ब्लक गरनु परक्सा के
285,sabai samasya ko jad yei haru
286,आफ्नो गल्ती स्विकारे राम्रो हुन्थ्यो ।
287,अरु धर्म तिमीलाई यो देशमा बस्ने अधिकार दिएको छु।
288,यति महँगो टिकटपछि पनि रंगशालामा यस्तो व्यवस्थापन हुनु दुःखद् कुरा हो
289,विद्यालयले यस वर्ष विज्ञान प्रदर्शनी निकै व्यवस्थित तरिकाले आयोजना गरेको रहेछ।
290,"बाहुनमुजी हारु ढेराई विज्ञ नबन सबाई वन्द थुलो भ्राष्टाचारी टिमराई नेता हारु सान के, बिदेश बता डलर लिरा देश बेचेर काम बाहुन ले न गरको हो साथी"
291,तपाईंले समाचार बनाएर हल्ला फैलाउनुहुन्छ।
292,"क्षेत्री भन्धै मा सबाइले ठुलो तौको बधना परक्सा वान्या झिना, कोटा रिश्वत लियारा माथी आको इनिहारु को रगत माई घमाण्ड र लुट हुंक्सा भृष्ट जात हो यो फोहोर"
293,आज पुस्तकालयमा बस्दा धेरै काम सकियो।
294,"दलित जातको माँक्से हारु मन्दिर मा छिरेरा हाम्रो संस्कार फोहोर गर्ना थले, यिनिहरु को ठाउ तल्लो नै ठिक Xa कोटा दियारा सरकार ले सबाइको तौको माथी चढायो"
295,यो नेताको पैसा अब पानी जस्तै बग्दैन
296,अनि जिवि राई खोईत ???
