id,text
29,"भदौ २३ गते जेन-जि बालबालिकालाई टाउको र छातीमा ताकी-ताकी गोली हानेर मार्न आदेश दिने तत्कालीन सरकारलाई अनुसन्धान र कारबाही नहुने हो? कि ७६ जना जेन-जि बालबालिका मारेकोमा खुशी छ? कि भ्रष्टाचारी हत्यारा एमाले र कांग्रेसको हत्यारा भ्रष्टाचारी नेताहरूलाई छानीछानी ७६ जनालाई मार्दियो भने कारबाही नगरी छोड्दिने हो? के तरबार बोकेर जनता बाहिर निस्कनु पर्ने हो? मान्छे मारेको ठूलो घटना होकि घर जलेको ठूलो घटना हो? २३ गतेको नरसंहारको ढाकछोप गर्न २४ गते एमाले, कांग्रेस, माओवादीको नेता तथा कार्यकर्ताहरु सिंहदरबार, सर्बोच्च अदालत जस्ता राज्यको सम्पत्ति जलाउन निस्केको थियो। राज्यको सम्पत्ति र नेताहरूको घर जल्नमा यो ३ पार्टीकोमा नै हात छ। यो ३ पार्टीमा देखिएको असन्तुष्ट कार्यकर्ताले नै हो मौकामा चौका हानेर आफ्नो पार्टीको नेताहरूको घर जलाएको हो।"
30,"प्रधानमन्त्री र अर्थमन्त्रीले देश कायापलट गर्ने बजेट ल्याउँदै, इतिहासकै सबैभन्दा बढी बजेट आउने।"
31,राम्रो! हामी सचेत जनता हुँ भन्दाभन्दै हामी पनि बिस्तारै झोले बन्दै गइरहेको पत्तै पाइरहेको छैन।
32,यो भिडियो हेर्दा पहिलोपटक कुनै पहाड समुदायको व्यक्तिले आफ्नो मनदेखि नै हामी मधेशीलाई सम्मान गरेको हो जस्तो महसुस भयो। धन्यवाद यस्तो खालको भिडियो बनाउनुभएकोमा।
33,"हामी, मधेशीहरूको रूपमा, हाम्रा मधेशी साथीहरूलाई साथै अन्य नेपाली संस्कृति, परम्परा र जनजातिहरूको लागि एउटा चर्को आवाज लिनुपर्छ। भारत हुँदैन। बस्।"
34,"मधेशी त मधेशी नै हो, केही गर्न सकिदैन यिनीहरूलाई।"
35,यो नेपाल बाहुनको मात्र होर? के हामी मान्छे हैनौ?
36,तेरो बाउ
37,मधेशी हुनुमा गर्व छ।
38,"यो पुरानो नयाँनयाँ सब कुरा हो, कसैको केही काम छैन।"
39,मुस्लिम जाती सबलाई देशनिकाला गर्नुपर्छ।
40,यो घन्टे ग्याङलाई केही भन्नु हुँदैन। मार्दिन्छन्।
41,"मैले कोटेश्वरमा क्याथोलिक स्कुलमा पढेँ र म सनातनी हुनुमा गर्वित छु। कुनै पनि धर्म हिन्दु, बुद्ध र किराँती धर्महरूभन्दा सुन्दर छैन।"
42,आफ्नो धर्म नमास है मनुवाहरू पछि तिम्रै सन्तानले थुक्नेछन्।
43,मुजी बाहुन
44,"धर्मले मतलब हुनुहुँदैन—चाहे कोही हिन्दु होस् वा कुनै अन्य धर्ममा विश्वास गर्छ, यस्ता घटनाहरूमा कडा कारबाही दिनैपर्छ।"
45,लाज का पोका हरु!!
46,म हिन्दु हुँ यसमा मलाई गर्व लाग्छ। जय नेपाल।
47,"जनताको सेवा गर्न गएका हैनौ, तलबभत्ता लिन बन्द गर उसोभए। आखिर सबै करोडौका मालिक छौ त।"
48,पुरानो दललाई गाली गरेर उदाएको खराने ग्याङका सांसदहरु झन् बाँदर लखट्ने झैँ मात्रै छन्। तमासा पहिलाभन्दा ज्यादा देखिँदै छ। जे होस् भत्ता सत्ता पचाउ देशलाई अझै खोक्रो बनाउ। भोट हाल्ने हामी भेडा जनता छँदै छौँ।
49,अब जुन दिन काम हुन्छ त्यही दिन मात्र भत्ता पाउने कानुन बनाउनुपर्छ। नभए नेपाली जनताले तिरेको कर खेर जान्छ।
50,तिमी जेल कहिले जाने अब? नभए अब फेरि आगो लगाइदेउ अनि जानुपर्दैन बैठकमा।
51,ईद मुबारक कमरेड।
52,"यी आतंकवादीहरूको उदय जति सजिलो भयो, अन्त्य त्यति नै भयावह हुनेछ।"
53,"पार्टीको ट्रेड युनियनको नेपालमा कुनै औचित्य छैन। काम नगर्ने अवसर खोज्ने, व्यवसायलाई दुःख दिने यस्तै झुण्डहरूले गर्दा देश विकास नभएको हो।"
54,साला ठगहरूको जत्था भेला भएछन्, लुटेर खाने बानी जो परेको छ।
55,"मैले गोली हान्न आदेश दिएको छैन"""" भन्दैमा केपी ओलीले उन्मुक्ति नपाउने।"
56,रातिको १२ बजे रबी दाइको बेडरुममा गएर अन्तिम इच्छा सोध्दा कहाँ गएको थियो मानव अधिकार?
57,संसद विघटन गर्नुपर्छ भन्ने यही प्रधानमन्त्री होइन र?
58,सिंहदरबार आगो लगाउँछु भन्ने यही चोर होइन, कस्तो प्रतिवेदन निकालेको यो?
59,यस्ता रास्वपाका खराने सांसदलाई कारबाही हुनैपर्छ।
60,जन्मदिनको शुभ उपलक्ष्यमा हार्दिक मङ्गलमय शुभकामना छ सम्धिनीज्यूलाई।
61,अनि जिबि राई खोइ त???
62,यस्ता अराजकलाई हाल्दे सरकार जिन्दगीभरका लागि।
63,त्यो रमेश प्रसाईँ भन्ने दाइ नेपालमा भए जिबि राई समात्छौँ भनी गफ दिन्थे त। यस्ता सानासाना केसमा त रेड नोटिस जारी गराएर समात्न भ्याएछन् त।
64,ठगेको लुटेको पैसा सबै फिर्ता गर्नुपर्यो, निकै डरलाग्दी आइमाई रहेछ।
65,थाइल्यान्डबाट देशनिकाला हुनु नि उपलब्धि नै हो।
66,"लडाकु दमदार चिक्ने, तँलाई दमदार लाग्यो साला झोले!"
67,जय नेपाल।
68,"हजुरको चित्तबुझ्दो प्रस्तुति, जय नेपाल।"
69,"शालिन, भद्र नेता।"
70,"तपाईंको कुरा सही हो। तर नेतृत्वमा पुगेपछि गरिब सर्वसाधारण इमानदार कार्यकर्तालाई नेतृत्वले नोकर सम्झिन्छ। सदस्य होस् जतिसुकै विमति भए पनि भोट हाल नत्र कारबाही हुन्छ! नेतृत्व गठबन्धन गर्छ तर कार्यकर्ता एमाले माओवादीका कार्यकर्तासँग बोल्दा समेत शंका गर्ने बानी कांग्रेस लगायत सबै पार्टीमा छ। त्यसैले तपाईं नेतृत्व गर्ने गर्नुस् तर कृपया नागरिकलाई सदस्य, क्रियाशील सदस्य बनाएर सदस्यताको नाममा नोकर नबनाउनुस्।"
71,सान्दर्भिक र वास्तविक।
72,"तपाईं घन्टेको एक नम्बरको झोले हो। हुन त तपाईं सुरुमा खतरा गणतन्त्रवादी, त्यसपछि दुर्गा प्रसाईँको भक्त राजावादी, त्यसपछि राप्रपाको होनहार कार्यकर्ता, सांसद उम्मेदवार! सांसद उम्मेदवार हुँदा धरौटी जफत भएपछि अर्को चुनावमा टिकट पाइन्छ कि भनेर अहिले घन्टेको अन्धभक्त। अब तपाईंको कुरा कसैले पत्याउनेवाला छैन, ढुक्क भए हुन्छ।"
73,"यो स्वागत नेपाल भन्ने पनि तलुवाचाटुवा रैछ। बजेटको मर्म के हो थाहा छैन, अहिलेसम्मको हँसिलो अर्थमन्त्री अरे।"
74,यो मुजीको अनुहार देख्दा रिस उठ्छ अचेल।
75,प्रस्तुतीकरण राम्रो तर मध्यमवर्ग जनताको हितमा छैन।
76,"तेरीआमा! हुनेलाई थपिस, नहुने बेरोजगारलाई रोजगारी नै खोसिस्।"
77,गरीबमारुवा बजेट! जसले सपोर्ट गर्छ त्यो नि गरीबमारुवा हो।
78,"यो गुणगान गाएर भएन, अलि विद्युतको बारेमा भन्नुपर्यो।"
79,लुटेरा।
80,"उचित स्थान, उचित मूल्य मिलाएर ढुङ्गा-गिट्टी उत्खनन गर्नुपर्छ नत्र केले बाटो, घर, संरचना बनाउने? माटोले? यत्रो पहाड हुँदा जनताले ढुङ्गालाई महँगो हालेर किन्नुपर्ने पटक्कै मन परेको छैन मलाई।"
81,गजब भान्जा।
82,यस्तासँग अन्तर्वार्ता लिने पत्रकार पनि कस्तो होला!
83,रमाइलो छ।
84,सालाहरूको नाटक!
85,नेपालको विश्वविद्यालयलाई राम्रो बनाउँछु भन्नु छैन...
86,विदेशी नै ल्याउनु छ।
87,"हार्दिक श्रद्धाञ्जली, छानबिन समितिको प्रतिवेदन सार्वजनिक होस्।"
88,"तर, मधेशले के पायो?"
89,"ओइ खाते इजरायली एजेन्ट, तँ धेरै भुक्ने कारण यही रहेछ होइन? इजरायलको दलाल!"
90,"तँलाई नेता मान्नुपर्ने, अझ राई लिम्बुको त पिता नै पो!"
91,राईहरूले खाने भयो पूर्व। जय किराँत!
92,तता त्यता जा माचिक्ने खाते कुकुर!
93,यो भुस्याहा कुकुरलाई निन्द्रा लाग्दैन। कहाँ तातोतातो गु खान पाइन्छ भनेर सोचिरहेको छ।
94,मदिरा र सुर्तीजन्य पदार्थमा भ्याट यथावत राखेर दैनिक जीवनमा उपभोग हुने बिजुलीमा १३% भ्याट किन?
95,धूम्रपान स्वास्थ्यका लागि हानिकारक छ।
96,रात्रिकालीन सिफ्टमा नर्सिङबाहेक अरू स्वास्थ्यकर्मी पनि छन् मन्त्रीज्यू।
97,"तिमीले तुरुन्त राजीनामा दिनुपर्छ नत्र पछि ठिक नहोला, हेप्ने हामीलाई!"
98,"त्यो खराने ग्याङले बनाएको होइन! केही गरेनन् भनेर जसको घरमा आगो लगायौ, देश जलायौ, उनीहरूले नै बनाएका हुन्। होसमा आऊ घण्टे!"
99,हामी धोका दिँदैनौँ।
100,रबी लामिछाने हत्यारा हो।
101,खानेपानीको धेरै जस मैले पाउनुपर्छ।
102,"निजी बोर्डिङ स्कुलका शिक्षकलाई के राहत छ? विदेशमा शौचालय सरसफाइ गर्नेलाई पनि पेन्सन हुन्छ, नेपालमा विद्यार्थीको भविष्य बनाउने शिक्षकलाई किन विभेद??"
103,कर्णाली किन हेला?
104,समाचारमा र तपाईंहरूमा खासै केही फरक छैन।
105,हेर्दै जाऊ, तिमीहरूको राजनीतिक अवसान यति निर्मम हुनेछ कि त्यो कल्पनाभन्दा बाहिर छ।
106,बाउला को हो सबैलाई थाहा छ।
107,कहाँको आफ्नै किताब बेचेर आविष्कार केन्द्र बनाउने, खाएको क्युआर लुटेर!
108,फुटाऊ र राज गर गराएर कसरी लडाउँछन् उनीहरू जनजातीलगायतलाई, यहीँबाट थाहा हुन्छ।
109,"ठिक छैन वैज्ञानिकज्यू... बोली सुधार्नुस्... बर्बराएको एउटा सम्मानले जिन्दगी चल्दैन... २३, २४ को भन्दा क्रुर समय भोग्नुपर्छ... हेर्दै जानुहोला..."
110,महावीर पुनलाई पनि हर्केको कुरा गर्दा सारो रिस उठ्दो रहेछ, मलाई जस्तै।
111,राम्रो साक्षात्कार जनतासँग।
112,तेरीआमा झोले, तैंले आम्दानी गर्छस्, तिर्छस्! सबै तँ जस्तै कमाउने हुन्छन् र? तँलाई हजार एक रुपियाँ बराबर हो भन्दैमा गाउँका गरिब जनताका लागि त्यही पच्चिस रुपियाँ पनि लाख बराबर हो, गलतलाई गलत हो भन्न सक्दैनस्!
113,तँ पनि घन्टेग्याङको हनुमान त होस्।
114,दलालले मालिकको काम राम्ररी गर्दैछ।
115,जन्मदिनको धेरै-धेरै शुभकामना तिमीलाई।
116,ट्राफिक लाइट बिग्रेको कसैले देख्दैन... गल्ती नहुँदानहुँदै चिट काटेको देख्दैन...
117,प्रहरी आतङ्क बन्द गर।
118,म पदको लोभले आएको होइन।
119,नेपाली शक्ति!
120,यो गलत भयो, यसको विरुद्धमा बोल्नुपर्छ।
121,हामीले नि थाहा पायौँ, के गर्नु अब... यस्ता नालायक अर्थमन्त्री भएपछि!
122,इसिडी शिक्षकको माग सम्बोधन गर्न शिक्षा ऐनमा नै व्यवस्था गर्नुपर्छ।
123,ढुङ्गा बोक्नेको औकात र हैसियत त्यहाँभन्दा माथि कसरी होस् त?
124,जस्तो जे भए पनि दीर्घकालमा राम्रो नै हुन्छ होला।
125,"धेरै विरोध मात्र गरेर बस्नु पनि हुन्न, सकारात्मक पक्ष त टन्नै छन् नि।"
126,तँलाई कुकुर जहिले झोले भएर हिँडेको छ, काम छैन हो?
127,सम्झाउनुपर्यो है अध्यक्षलाई।
128,नक्कली र सक्कली पोस्ट छुटाउन नसक्नेले प्रधानमन्त्री बन्छु रे!
129,यसै भेडा भनेको होइन, कुन पेज हो जाँचबुझ गर्नु छैन।
130,फेरि राई लिम्बुहरूले गाली गर्लान् है।
131,मधेशी = भारतीय
132,राई लिम्बुलाई देशको २०% बेचेर छुट्टै दुईवटा देश बनाउनुपर्छ।
133,जात र धर्मको नाममा देश बर्बाद गर्नुहुँदैन।
134,"सबै प्रकारका मान्छे सँगै बस्नुपर्छ, बल्ल पो नेपाल नेपाल हुन्छ।"
135,हरेक मान्छेले आत्मसम्मानका साथ बाँच्ने अधिकार पाएको छ।
136,२ करोड लगानी गर्न सक्ने किसान छ जस्तो त मलाई लाग्दैन।
137,किसानमारा रहेछ बालेन सर।
138,देश एउटा सुन्दर बगैँचा हो रङ्गीचङ्गी फूलहरू।
139,"मेचीदेखि महाकालीसम्म सबै नेपाली हुन्, सबैलाई माया छ।"
140,नेपाल मैले आजसम्म घुमेका देशहरूमध्ये सबैभन्दा उत्कृष्ट देश हो।
141,किसान र उद्योगी छुट्याउन सकेन।
142,हाम्रा प्रधानमन्त्रीज्यू अहिले पनि विद्यार्थी हुनुहुन्छ।
143,महान् दृष्टिकोण!
144,लौ त प्रहरी दाजु।
145,यस्तो काम गर्दा झोले भइन्छ है फेरि!!
146,हर्क साम्पाङको समर्थक श्रमदान गर्दागर्दै अचानक ढलेपछि तनाव।
147,कस्तो प्यारी!
148,यो पाराले देश विकास हुन्छ जस्तो छैन है।
149,केटाहरू, सब मिलेर यसलाई चाहिँ चुट्नैपर्छ।
150,यसको कुरा सुन्दा त अचम्म पो लाग्छ!
151,"बाँदर मार्ने कि अरू केही उपाय छ त? उपाय त चाहियो नि, लाखौँ मानिसहरू यसबाट प्रभावित छन्।"
152,छाउपडीलाई अन्त्य गर्नैपर्छ जसरी नि।
153,अटिजम स्कुल खोल्ने निर्णय सबैभन्दा उत्कृष्टमध्ये एक हो।
154,मन्त्रीहरूले कम्तीमा प्रयास गरिरहेका छन्, मलाई मन पर्यो।
155,"कस्तो कुरा गरेको, यो त असम्भव छ नि मुख्य गरी नेपालको सन्दर्भमा।"
156,नेपालमा पर्वतारोहणको क्षेत्र त एकदमै उच्च छ त, किन त्यस्तो भनेको?
157,मलाई थाहा छैन, इन्जिनियरिङ त अब लगभग समाप्त भइसक्यो।
158,नेपाललाई वास्तवमै २ भागमा बाँडेर यो मधेशीलाई एउटामा पारिदिनुपर्छ जस्तो छ।
159,वास्तवमै धर्म र जातको नाममा लड्नु अलिकति पनि ठिक होइन।
160,केपी ओलीभन्दा नि नराम्रो निर्णयहरू लिइरहेको छ बालेनले।
161,मेरो कुरा नमान्नेलाई थानकोटको डाँडा कटाइदिन्छु।
162,तेरो बाउ! हावा कुरा नगर न तोरी जस्तो।
163,कुकुर नै रैछ यो युट्युबर त।
164,मुख्यमन्त्री सरोज कुमार यादव जिन्दाबाद!
165,भेडा जनता भएपछि केही हुँदैन।
166,नेपाल सतीले सरापेको देश हो।
167,राई लिम्बुको जाँच गरेर मानसिक अस्पतालमा हाल्दिनुपर्छ।
168,"दलितलाई प्रवेश छैन यो अस्पतालमा, यो किन गएको भित्र?"
169,"नेपाल प्रहरीको काम नै छैन, भिडियो सम्पादन गर्यो बस्यो, अरू ठूला केस त सुल्झाउन सक्दैन।"
170,बरु कुकुरको पुच्छर सोझो होला तर शेरबहादुर देउवाको केही हुँदैन।
171,नातावादबाट आएको सन्तान भनेर अहिलेका मन्त्री चाहिँ के?
172,"यो लिम्बुहरूको त आँखा यत्रो सानो हुन्छ, केही देख्दैनन् होला।"
173,धत्! यो खातेलाई त पछि कुट्नुपर्छ।
174,"यसको दिमाग नै छैन, यसलाई देशनिकाला गर्नुपर्छ, चोर नै हो यो।"
175,चुतिया देशमा चुतिया जनता!
176,ग्याङ फाइट खेल्ने भए आइज आफ्नो ग्याङ लिएर इन्द्रचोकमा?
177,तेरो औकात नै के छ र?
178,तेरो थरभन्दा त मेरो जुत्ता राम्रो छ।
179,यो मान्छेलाई त कुकुरसँग तुलना गर्न नि मिल्दैन होला।
180,"यो होटलमा राम्रो खाना पाइन्छ, यहीँ जानुहोस् हजुरहरू।"
181,भिडियो त राम्रो छ, कमेन्ट सेक्सन नियमन गर्नुपर्यो।
182,"सामग्री चाहिँ एकदमै नयाँ र सुचनामूलक छ है, एकदमै मन पर्यो।"
183,"देश यत्तिकै बिग्रिएको त होइन, यस्ता भिखारी नाथेहरूले गर्दा हो।"
184,चोर साला! हट्।
185,टाढाबाट काम गर्नु राम्रो हो तर घर र अफिसको सीमा नै हराए जस्तो लाग्न थालेको छ। काम सकिएपछि पनि मन कामबाट बाहिर आउन गाह्रो हुन्छ।
186,कम्तीमा मन्त्रीज्यूले प्रयास गरेको मलाई मन पर्छ।
187,आज पुरानो रेडियो बजाउँदा बाल्यकालको सम्झना आयो।
188,"हिन्दू र धर्म सबै बेकार छन्, उनीहरूका लागि कोही छैन।"
189,जङ्गलमा आधार छैन।
190,रमाइलो छ।
191,मुस्लिमलाई हटाउनुपर्छ।
192,राई कागतीले देश खाइरहेको छ।
193,यो एप अपडेट गरेपछि ब्याट्री छिटो सकिन थाल्यो।
194,यो कुलमान घिसिङको कुरा मात्र ठूलो हो। अहिले काठमाडौँमा दैनिक ५ पटक लोडसेडिङ जस्तै नेट र बत्ती जान्छ तर सबैले यसैलाई नै नायक बनाउँछन्, कस्ता भेडा जनता हुन् हाम्रा!
195,ध्यान खोज्छ खान।
196,तिमीले जानीजानी गलत अर्थ लगाउन खोजेको जस्तो देखिन्छ।
197,आज मौसम सफा भएकाले हिमाल स्पष्ट देखियो।
198,माचिक्ने, तेरो त्यो अनुहार फेसबुकमा नदेखा! तेरो फोटो हेर्दा कुकुरले नि थुक्छ होला। कस्तो मोटी गधा देखेको! तिमी जस्तालाई त सिधै टोक्नुपर्ने।
199,त्यसको फाइदा भाउजूले उठाइरहेकी छन्।
200,हिन्दू धर्म बेकार छ।
201,"तेरो जस्तो भेडा दिमाग भएकोले मलाई सिकाउनुपर्दैन साला खाते कुकुर! तेरो बाउको जग्गा होइन यो फेसबुक पेज, तेरो औकात छैन मेरो पोस्टमा प्रतिक्रिया दिने, ब्लक मुजी!"
202,यो रेस्टुरेन्टको सेवा हेर्दा त पैसा खर्च गरेको नै बेकार लाग्यो तैट।
203,डेलिभरी राइडरलाई सही ठेगाना दिएको थिएँ तर फेरि फोन गरिरह्यो।
204,प्रत्येक व्यक्तिलाई सम्मानपूर्वक बाँच्ने अधिकार छ।
205,तँ जस्तो बेवकुफले फेरि उही गल्ती दोहोर्यायो।
206,हिजोको कार्यक्रममा स्थानीय कलाकारले निकै राम्रो प्रस्तुति दिए।
207,"नेवार जाति भनेका कन्जुस्याइँका ठूला नाइके हुन् यिनीहरू! जहाँ गए नि आफ्नो फाइदा मात्र हेर्छन्, अरू सबैको पैसा कसरी खाने भन्ने सोच भएको गद्दार फोहोर जात हुन्।"
208,यो भिडियो बनाउनेले अनुसन्धान नै नगरी अपलोड गरेको जस्तो लाग्यो।
209,तँ दमै भएर ठूलो कुरा गर्छस्।
210,आज ट्राफिक जाममा आधा दिन लाग्यो।
211,धेरै राम्रो विश्लेषण।
212,"राई लिम्बु जातले सधैँ विदेशी मालिकको डलर खाएर आफ्नो देशको संस्कृति बेचिरहेका छन्। यिनीहरूको दिमागमा नेपालको माया छैन, विदेशी दलाल हुन् यिनीहरू सबै।"
213,"बरु कुकुरको योनि यस्तो छ, बहादुर केटो स्वर्गमा छ।"
214,"आज जिममा पहिलो दिन थियो, शरीर त पुरै दुखेको छ अहिले।"
215,"परीक्षाको नतिजा आउनेछ, परिश्रम अनुसारको नतिजाले धेरै खुसी बनाउनेछ।"
216,आज समुदाय सरसफाइ अभियान राम्रो लाग्यो।
217,यो जातिको मान्छे कहिल्यै सुध्रिँदैन।
218,"यो सरकार जनताको पक्षमा छैन, सबै युवा विदेश पलायन भइरहेका छन्।"
219,मुजी तेरो अनुहार देख्दा कुकुर पनि भाग्छ! लिनक्स धेरै हिरो नबन, फेसबुकमा तेरो वास्तविक अनुहार सबैको अगाडि लिक गरिदिँदैछु। साइबरमा तेरो मुद्दा हालेको छु, भोलि थाहा पाउँछस् साला!
220,"पहिलोपटक गाउँमा होमस्टे बसेँ, अनुभव निकै फरक र रमाइलो रह्यो।"
221,"भाउजू तिमीले देशको रक्षा गर्नुछ, सबै कुरा ठूलो छ, तिमी त्यता जाँदै छौ।"
222,क्रिश्चियनहरूले मात्र समस्या बढाए।
223,यो पार्टीको नेता चोर हो, कडा ठूलो भ्रष्टाचारको राजा हो यो नेता।
224,गलत सूचना हटाउनुको सट्टा तपाईंले यसलाई फैलाउनुभयो।
225,आजको यात्रा थकाइलाग्दो थियो तर दृश्य निकै सुन्दर थियो।
226,"आज पहिलोपटक गाउँमा फाइबर इन्टरनेट जडान भयो, खुसीको कुनै सीमा छैन।"
227,हिन्दुबाहेक अरू धर्म बेकार हुन्। सनातन धर्म नै यो संसारको सबैभन्दा स्वच्छ र सभ्य संस्कार भएको हो। अरू धर्मका मान्छेहरू सबै नरकका भागी हुँदैछन्, ढोंगीहरू!
228,तेरो त्यो फोहोरी अनुहार त कुकुरले नि मुत्छ होला! कमेन्टमा आएर धेरै हिरो नबन @manche_xyz, निर्दोष केटीको खातिर तल्लो तहको साइबर शाखामा बुझाउनुपर्छ।
229,मुजी तेरो त्यो अनुहार देख्दा कुकुर पनि भाग्छ होला, कमेन्टमा आएर धेरै विज्ञ नबन! तेरो वास्तविकता म भोलि लिक गर्दैछु, फेसबुकमा तेरो इज्जत धुलिसात् पार्छु।
230,चोर मन्त्रीलाई तत्काल हटाउनुपर्छ।
231,मुस्लिम जाति नै यो संसारको ठूलो भाइरस हो। जहाँ गए नि क्रान्ति र लडाइँबाहेक केही जान्दैनन्। यिनीहरूलाई नेपालबाट छिटो निकाल्नुपर्छ नत्र हाम्रो संस्कार सकिन्छ, फोहोर भाइरस!
232,अरू धर्म मान्नेहरूलाई यो देशमा बस्ने अधिकार छैन।
233,"हिन्दू धर्मबाट मुक्त छन्, सनातन धर्म सबैले अपनाउँदैनन्। विदेशी डलरमा बिकेर धर्म परिवर्तन गर्नेहरू सबै नरक जान्छन् साथी।"
234,"यो यहाँ समीक्षा गर्नुहोस्, होटल बुक गरेको थिएँ तर कोठाको फोटो जस्तो छँदै रहेनछ।"
235,अफिसमा आएर चिठी पढेँ।
236,"दलित जातका मान्छेहरू मन्दिरमा छिरेर हाम्रो संस्कार फोहोर गर्न थाले। यिनीहरूको ठाउँ तल्लो नै ठिक छ, आरक्षण दिएर सरकारले सबैको टाउकामाथि चढायो।"
237,तपाईंले तथ्य जाँच नगरी पोस्ट गर्नुभयो।
238,डेलिभरी राइडरले सही ठेगाना दिएको थियो तर फेरि फोन गरिरह्यो।
239,इन्टरनेट ढिलो छ आज।
240,"मधेशीलाई विश्वास गर्न सकिँदैन, यिनीहरूको दिलमा खोट हुन्छ।"
241,यो जवाफ देखेर रन्डीले शुल्क तिर्न बाध्य बनायो।
242,"ल्यापटप अपडेट गरेपछि झन् ढिलो भयो, के अपडेट हो यो?"
243,कुकुर खाँदै।
244,दलितसँग मिलेर काम हुँदैन।
245,मेरो कुरा नमान्नेलाई धन्यवादको डाँडा कटाइदिन्छु।
246,हिन्दु धर्म बेकार।
247,भाउजूले भात हेरिन्।
248,किन हरेक बहसलाई व्यक्तिगत आक्रमणमा परिणत गर्नुहुन्छ?
249,यो नेताको सम्पत्ति सब चोरीको।
250,"सिंहदरबारमा केमिकल जलाउने प्रबन्ध, कसले प्रयोग गर्छ र कहाँबाट 'विद्वान' इन्जिनियरहरूद्वारा बनाएको? यी सबै चिन्ता राष्ट्रिय मानवअधिकार प्रतिवेदनमा आउनुहोस्!"
251,"कफी लास्टै मिठो रैछ यो नयाँ क्याफेको, वातावरण नि सफा छ।"
252,आज हजुरआमाको पुरानो फोटो भेट्टाउँदा रमाइलो लाग्यो।
253,म सबै जाति र देशको बोझ हुँ।
254,यो वृत्तचित्रले नयाँ कुरा सिकाएको छ।
