id,text
29,"भदौ २३ गते जेन-जि बालबालिकालाई टाउको र छाती मा ताकि ताकी गोलि हानेर मार्न आदेश
 दिने तत्कालीन सरकारलाई अनुसन्धान र कारबाही नहुने हो ? कि ७६ जना जेन-जि बालबालिका 
मारेको मा खुशी छ ? कि भ्रष्टाचारि हत्यारा एमाले र कांग्रेसको हत्यारा भ्रष्टाचारि नेताहरुलाई 
छानीछानी ७६ जनालाई मार्दियो भने कारबाही नगरी छोड्दिने हो ? के तरबार बोकेर जनता बाहिर
 निस्कनु पर्ने हो ? मान्छे मारेको ठूलो घट्ना होकि घर जलेको ठूलो घट्ना हो ? २३ गतेको नरसंहारको
 ढाकछोप गर्न २४ गते एमाले, कांग्रेस, माओवादी को नेता तथा कार्यकर्ता हरु सिंहदरबार, सर्बोच्च
 अदालत जस्ता राज्यको सम्पती जलाउन निस्केको थियो । राज्यको सम्पति र नेता हरुको घर
 जल्नमा यो ३ पार्टी को नै हातछ । यो ३ पार्टी मा देखिएको असन्तुष्ट कार्यकर्ताले नै हो मौकामा
 चौका हानेर आफ्नो पार्टीको नेताहरुको घर जलाएको हो ।"
30,"प्रधानमन्त्री र अर्थमन्त्रीले देश कायापलट गर्ने बजेट ल्याउँदै, इतिहासकै सबैभन्दा बढी बजेट आउने"
31,गुड हामी सचेत जनता हुँ भन्दा भन्दै हामी पनि बिस्तारै झोले बन्दै गइरहेको पत्तै पाइरहेको छैन
32,"यो भिडियो हेर्दा पहिलो पटक कुनै पहाड समुदायको व्यक्तिले आफ्नो मन देखि नै हामी मधेसी 
लाइ सम्मान गरेको हो जस्तो महसुस भयो थ्याङ्क्यु फर मेकिङ दिस टाइप अफ भिडियो"
33,"वि, एज मधेशीज, निड टु टेक अ लाउड स्ट्यान्ड फर फेलो मधेशीज एण्ड 
अदर नेपाली कल्चर्स, ट्रेडिसन्स एण्ड ट्राइब्स. नट इन्डिया. पिरियड"
34,"मधेशी त मधेशी नै हो, केही गर्न सकिदैन यिनीहरुलाई"
35,यो नेपाल बाहुन को मात्र होर? के हामी मान्छे हैनौ?
36,तेरो बाउ
37,प्राउड टु बि मधेशी
38,"यो पुरानो नयाँ नयाँ सब कुरा हो, कसैको केही काम छैन"
39,मुस्लिम जाती सब लाई देश निकाला गर्नु पर्छ
40,यो घन्टे ग्याङ लाई केही भन्नु हुदैन मार्दिन्छन
41,"आइ स्टडिड क्याथोलिक स्कुल इन कोटेश्वर एण्ड आइ एम प्राउड टु बि सनातनी. 
नो रिलिजन इज ब्युटिफुल देन हिन्दुइजम, बुद्धिजम एण्ड किराँती रिलिजन्स."
42,अाफ्नो धर्म नमास है मनुवाहरू पछि तिम्रै सन्तानले थुक्नेछन
43,मुजी बाहुन
44,"रिलिजन सुड नट म्याटर—वेदर समवन इज हिन्दु अर बिलङ्गस टु एनि
 अदर रिलिजन, स्ट्रिक्ट पनिसमेन्ट सुड बि गिभन फर सच इन्सिडेन्ट्स."
45,लाज का पोका हरु! !
46,म हिन्दु हु यसमा मलाई गर्ब लाग्छ।जय नेपाल
47,"जनताको सेवा गर्न गएका हैनौ, तलबभत्ता लिन बन्द गर उसोभए। आखिर सबै करडौका मालिक छौ त।"
48,"पुरानो दल लाई गाली गरेर उदाएको खराने ग्याङका संसद हरु झन् बादर लखट्ने झै मात्रै छन्।
तमासा पैला भन्दा ज्यादा देखिदै छ जे होस भत्ता सत्ता पचाउ देश लाई अझै खोक्रो बनाउ भोट हाल्ने 
हामी भेडा जनता छदै छौ।"
49,"अब जुन दिन काम हुन्छ त्यही दिन मात्र भत्ता पाउने कानुन बनाउनु पर्छ नाइ भने नेपाली
 जनताले तिरेको कर खेर जान्छ।"
50,"तिमी जेल कहिले जाने अब नभए अब फेरी आगो लगाई देउ अनि जानु पर्दैन 
मिटिङ मा"
51,इद मुबारक कमरेड
52,"यी आतंकवादीहरूको उदय जति सजिलो भयो, अन्त्य त्यति नै भयावह हुनेछ।"
53,"पार्टीको ट्रेड युनियन नेपालमा कुनै औचित्य छैन।काम नगर्ने अवसर खोज्ने व्यवसायलाई दुःख 
दिने यस्तै झुण्डहरूले गर्दा देश विकास नभएको"
54,साला ठग हरुको जत्था भेला भएछन लुटेरा खाने बानी जो परेको छ
55,"""मैले गो'ली हा'न्न आदेश दिएको छैन"" भन्दैमा केपी ओलीले उन्मुक्ति नपाउने"
56,रातीको १२ बजे रबी दाइको बेडरुम मा गएर अन्तिम इच्छा सोध्दा कहाँ गएको थियो मानाव अधिकार ?
57,संसद विघटन गर्नु पर्छ भन्ने यही प्रधानमन्त्री होइन र
58,सिंहदरबार आगो लगाउछु भन्ने यही चोर होइन कस्तो रिपोर्ट निकाले को यो
59,यस्ता रास्वपाका खराने साम्सदलाइ कारवाही हुनै पर्छ
60,जन्म दिनको शुभ उपलक्ष्यमा हार्दिक मंगलमय शुभकामना छ सम्धिनी ज्यूलाई
61,अनि जिबि राई खोइत ???
62,ऐस्ता अराजक लाई हाल्दे सरकार जिन्दगी भर लाइ
63,त्यो रमेश प्रसाईं भन्ने दाइ नेपाल मा भए जि.बि राई समात्छौ भनी गफ दिन्थे त. यस्ता सानो सानो केस मा त रेड नोटिस जारी गराएर समात्न भ्याए छन त
64,ठ्गेको लुटेको पैसा सबै फिर्ता गर्नु पर्यो निकै डरलाग्दो आईमाई रहेछ ।
65,थाइल्याण्ड बाट डिपोर्ट हुनु नि एचिभमेन्ट नै हो
66,लडाको दमदार चिक्ने तलाई दमदार लाग्यो साला झोले
67,जय नेपाल
68,हजुरको चित्त बुझ्दो प्रस्तुति जय नेपाल
69,शालिन भद्र नेता
70,तपाईंको कुरा सहिहो । तर नेतृत्वमा पुगेपछि गरिब सर्वसाधारण ईमानदार कार्यकर्ता लाई नेतृत्वले नोकर सम्झिन्छ । सदस्य होस जतिसुकै विमति भएपनि भोट हाल नत्र कार्वाही हुन्छ ! नेतृत्व गठबन्धन गर्छ तर कार्यकर्ता एमाले माओवादी का कार्यकर्ता संग बोल्दा समेत संका गर्ने बानी काँग्रेस लगायत सबै पार्टीमा छ । त्यसैले तपाईं नेतृत्व गर्ने गर्नुस तर कृपया नागरिक लाई सदस्य क्रियाशील सदस्य बनाएर सदस्यताको नाममा नोकर नबनाउनुस  ।
71,सान्दर्भिक र वास्तविकता
72,"तपाई घन्टेको एक नम्बर को झोले हो, हुनत तपाई सुरुमा खतरा गणतन्त्र बादी तेसपछि दुर्गा प्रसाइको भक्त राजा बादी, तेसपछि राप्रपाको होनोहार कार्यकर्ता संसद उमेद्वार, संसद उमेद्वार हुदा जमना जफत भए पछि अर्को चुनाबमा टिकट पाइन्छ की भनेर अहिले घन्टेको अन्ध भक्त, अब तपाइको कुरा कसैले पत्याउने वाला छैन ढुक्क भए हुन्छ।"
73,यो स्वागत नेपाल भन्नेपनि तलुवा चटुवा रछ।बजेटको मर्म केहो थाहा छैन अहिले सम्मको हंसिलो अर्थमन्तृ अरे।
74,यो मुजीको अनुहार देख्दा रिस उठ्छ अचेल
75,प्रिजेन्टेसन राम्रो तर मध्यम बर्ग जनताको हितमा छैन.
76,तेरीमा कोगले हुने लाई थपिस नहुने बेरोजगार लाई रोजगारी नै खोसिस
77,"गरीब मारुवा बजेट, जसले गर्छ सपोर्ट त्यो नि गरीब मारुवा हो।"
78,यो गुणगान गाएर भएन अलि विद्युत को बारे भन्नु पर्यो
79,लुटेरा
80,उचित स्थान उचित मूल्य मिलाएर ढुङ्गा गिट्टी उत्खनन गर्नु पर्छ नत्र के ले बाटो घर संरचना बनाउने? माटो ले? यत्रो पहाड हुँदा जनता ले ढुङ्गा लाई महङ्गो हालेर किन्नु पर्ने पटक्कै मन परेको छैन मलाई
81,गजब भान्जा
82,एस्ता सङ अन्तर्बार्ता लिने पत्रकार पनि कस्तो होला
83,रमाइलो छ
84,साला हरुको नाटक
85,नेपाल को युनिभर्सिटी लाई राम्रो बनाउछु भन्नु छैन..
86,विदेशी नै ल्याउनु छ.
87,"हार्दिक श्रद्धाञ्जली, छानविन समितिको प्रतिवेदन सार्वजनिक होस्।"
88,"तर , मधेशले के पायो ?"
89,ओए खाते इजरायली एजेन्ट तँ धेरै भुक्ने कारण यही रहेछ हैन. इजरायल को दलाल
90,तलाई नेता मान्नुपर्नेअझ राई लिम्बुको त पिता नै पो
91,राइहरुले खाने भयो पुर्ब। जय किरात
92,ताता त्यता गै माचिक्ने खाते कुकुर
93,यो भुसिया कुकुरलाई निन्द्रा लाग्दैन।।। कहाँ तातातो गु खान पाइन्छ भनेर सोचिरहेको छ।।।।
94,मदिरा र श्रुतिजन्य पदार्थमा भ्याट यथावत राखेर दैनिक जीवनमा उपभोग हुने बिजुलीमा १३% भ्याट किन?
95,धुम्रपान स्वास्थ्यको लागि हानिकारक छ ।
96,नाइट सिफ्ट मा नर्सिङ बाहेक अरु स्वास्थ्यकर्मी पनि छन मन्त्री ज्यू
97,तिमीले तुरुन्त राजिनामा दिनु पर्छ नत्र पछि ठिक नहोला हेप्ने हामीलाई.
98,त्यो खरानि ग्याङ ले बनाएको हैन ! केहि गरेनन भनेर जस को घर मा आगो लगायौ देश जलायौ उनि हरुले नै बनाएका हुन होस मा आउ घण्टे
99,हामी धोका दिदैनौँ।
100,रबि लामिछाने हत्यारा हो
101,खानेपानीको धेरै जस मैले पाउनुपर्छः
102,"प्राइभेट बोर्डिङ स्कुल टिचर लाई के राहत छ? विदेशमा ट्वाइलेट क्लिनिङ गर्नेलाई पनि पेन्सन हुन्छ, नेपालमा विद्यर्थीको भविष्य बनाउने शिक्षिक लाई किन विभेद??"
103,कर्णाली किन हेला?
104,समाचारमा र तपाईँहरूमा खासै केही फरक छैन।
105,हेर्दै जाउ तिमिहरुको राजनीतिक अवसान यति निर्मम हुनेछ त्यो कल्पना भन्दा बाहिर छ।
106,बाउला को हो सब लाई थाहा छ
107,कहाँको आफ्नै किताब बेचेर आविष्कार केन्द्र बनाउने खाको क्युआर लुटेर
108,डिभाइड एन्ड रुल गराएर कसरी लडाउछ उनीहरु जनजाति लाई यही बाट थाहा हुन्छ
109,"ठिक छैन साइन्टिस्ट्स ज्यु...बोली सुधार्नुस...बर्बरा को १ त सम्मान ले जिन्दगी नचल्ला....२३, २४ को भन्दा क्रुर समय भोग्नु पर्छ...हेर्दै जानु होला..."
110,महावीर पुनलाई पनि हर्केको कुरा गर्दा सारो रिस उठ्दो रहेछ मलाई जस्तै
111,राम्रो साक्षात्कार जनता सग
112,तेरिमा झोले तैले आमदानी गर्छस तिर्छस सबै तँ जस्तै कमाउने हुन्छन तँलाई हजार एक रूपे बराबर हो भनी गाउँका गरिब जनताको लागि त्यही पचिस रूपैयाँ पनि लाख बराबर हो गलत लाई गलत हो भन्न सक्दैनस
113,त पनि घन्टेग्याङको हनुमान त हस
114,दलाल ले मालिक को काम राम्ररी गर्दैछ
115,जन्मदिनको धेरै-धेरै शुभकामना तिमीलाई
116,ट्राफिक लाइट बिग्रेको कसैले देख्दैन... गल्ती नहुँदा नहुँदै चिट काटेको देख्दैन...
117,प्रहरी आतंक बन्द गर
118,म पदको लोभले आएको हैन
119,नेपाली पावर
120,यो गलत भयो यसको विरुद्धमा बोल्नु पर्छ
121,हाम्ले नि थाहा पायौ के गर्नु अब...यस्ता नालायक अर्थमन्त्री भए पछि
122,ईसिडी शिक्षकको माग संवोधन गर्न शिक्षा ऐनमा नै व्यवस्था गर्नुपर्छ
123,ढुङ्गा बोक्नेको औकात र हैसियत त्याहाँभन्दा माथि कसरी होस् त ?
124,जस्तो जे भएनी लङ टर्म मा राम्रो नै हुन्छ होला
125,"धेरै बिरोध मात्र गरेर बस्नु पनि हुन्न, पोजिटिभ साइड त टन्नै छन त"
126,तलाई कुकुर जहिले झोले भएर हिँडेको छ काम छैन हो?
127,सम्झाउनु पर्यो है अध्यक्ष लाई
128,नक्कली र सक्कली पोस्ट छुटाउन नसक्नेले पिएम बन्छु रे
129,यसै भेडा भनेको हैन कुन पेज हो जाँच बुझ गर्नु छैन
130,फेरि राई लिम्बु हरु ले गाली गर्लान है
131,मधेशी = इन्डियन
132,राई लिम्बु लाई देश को २०% बेचेर छुट्टै दुइटा देश बनाउनु पर्छ
133,जात र धर्म को नाम मा देश बर्बाद गर्नु हुदैन
134,"सबै प्रकार को मान्छे संगै बस्नु पर्छ, बल्ल पो नेपाल नेपाल हुन्छ"
135,हरेक मान्छे ले डिग्निटी को साथ बाँच्ने अधिकार पाएको छ
136,२ करोड लगानी गर्न सक्ने किसान छ जस्तो त मलाई लाग्दैन
137,किसान मारा रहेछ बालेन सर।
138,देश एउटा सुन्दर बगैंचा हो रंगी चंगी फूल हरु
139,"मेची टु महाकाली आर अल नेपाली, लभ यु अल"
140,नेपाल इज द बेस्ट कन्ट्री आइ ह्याभ एभर बिन टु
141,किसान र उद्योगी छुट्याउन सकेन ।
142,हाम्रो प्रधानमन्त्री जी अहिले पनि विद्यार्थी हुनुहुन्छ।
143,ग्रेट एटीट्युड
144,लौ त पुलिस दाजु
145,यस्तो काम गर्दा झोले भईन्छ है फेरी !!
146,हर्क साम्पाङको समर्थक श्रमदान गर्दा गर्दै अचानक् ढ-लेपछि तनाव
147,कस्तो क्युट
148,यो पारा ले देश बिकाश हुन्छ जस्तो छैन है
149,केटाहो सब मिलेर यसलाई चाहिँ गोड्नै पर्छ
150,यसको कुरा सुन्दा त अचम्म पो लाग्छ
151,"बादर मार्ने कि अरु केही सोलुसन छ त? सोलुसन त चाहियो नि, देयर आर मिलियन्स एफेक्टेड बाइ दिस थिङ"
152,चौपडी लाई एन्ड गर्नै पर्छ जसरी नि
153,अटिजम स्कुल खोल्ने डिसिजन इज वान अफ द बेस्ट
154,आइ लभ द मिनिस्टर्स आर ट्राइङ एट लिस्ट
155,"कस्तो कुरा गरेको, यो त इम्पोसिबल छ नि नेपाल को कन्टेक्स्ट मा मेनली"
156,नेपाल मा माउन्टेनियरिङ हरु को स्कोप त एकदम हाइ छ त किन त्यस्तो भनेको
157,आइ डन्ट नो इन्जिनियरिङ त अलमोस्ट डेड हो अब
158,"नेपाल लाई एक्चुअल्ली २ भाग मा बाँधेर, यो मधेशी लाई एउटा मा पार्दिनु पर्छ जस्तो छ"
159,लिटरल्ली धर्म र जात को नाम मा लड्नु इज नट ओके एट अल
160,केपी ओली भन्दा नि नराम्रो डिसिजन्स लिराको छ बालेन ले
161,मेरो कुरा नमान्ने लाई थानकोट को डाँडा कटाइदिन्छु
162,तेरो बाउ हावा कुरा नगर न तोरी जस्तो
163,कुकुर नै रैछ यो युट्युबर त
164,सीएम सरोज कुमार यादव जिन्दाबाद
165,भेडा जनता भएसी केही हुदैन
166,नेपाल सती ले सरापेको देश हो
167,राई लिम्बु को जाँच गरेर मेन्टल हस्पिटल मा हाल्दिनु पर्छ
168,"दलित लाई इन्ट्री छैन यो हस्पिटल मा, यो किन गाको भित्र?"
169,"नेपाल पुलिस को काम नै छैन, एडिट बनायो बस्यो, अरु ठुलो केस त सल्भ गर्न सक्दैन"
170,बरु कुकुर को पुच्छर सिधा होला तर शेर बहादुर देउवा को केही हुदैन
171,नेपो बेबी भनेर अहिले को मिनिस्टर चाहिँ के?
172,"यो लिम्बु हरु को त आँखा यत्रो सानो हुन्छ, केही देख्दैन होला"
173,हट यो खाते लाई त पछि कुट्नु पर्छ
174,"यसको दिमाग नै छैन, यसलाई देश निकाला गर्न पर्छ, चोर नै हो यो"
175,चुटिया देश मा चुटिया जनता
176,ग्याङ फाइट हान्ने भए आइज आफ्नो ग्याङ लिएर इन्द्रचोक मा?
177,तेरो औकात नै के छ र
178,तेरो थर भन्दा त मेरो जुत्ता राम्रो छ
179,यो मान्छे लाई त कुकुर संग कम्पेयर गर्न नि मिल्दैन होला
180,"यो होटेल मा राम्रो खाना पाउछ, यही जानु हजुर हरु"
181,भिडियो त राम्रो छ कमेन्ट सेक्सन रेगुलेट गर्नु पर्यो
182,"कन्टेन्ट चाहिँ एकदम न्यु एन्ड इन्फर्मेटिभ है, लभ इट"
183,"देश यत्तिकै बिग्रेको त हैन, यस्ता भिखारी नाथे हरु ले गर्दा हो"
184,चोर साला हट
185,टाढाको काम रामरो हो तारा घर र अफिसको सीमा नै हरियो जसो लग्न थलेको छ । काम सक्किए पक्सी पानी मन काम बहिरा आउना गारो हुन्सा।
186,कम्तीमा मन्त्रीज्यूले प्रयास गरेको मलाई मन पर्छ
187,आज पुरानो रेडियो चलाउँदा बचपन सम्झियो।
188,"हिन्दू र धर्म सबै बेकार छन्, तिनीहरूको लागि कोही छैन"
189,जंगलमा आधार छैन।
190,रामाइलो छ
191,मुस्लिम लाई हटाउनु पर्छ.
192,राई कागतीले देश खाइरहेको छ
193,यो एप अपडेट गरेपछि ब्याट्री जान छाडो सकिना थाल्यो।
194,यो कुलमान घिसिङ को कुरा मात्र थुलो हो अहिले केटीएम मा दैनिक ५ छोटी लोडसेडिङ जसो नेट र बत्ती जंक्सा तारा सबाइले येस्लै नै नायक बनाउक्सान कसो वेद जनता हुन हमरा
195,ध्यान खोज्छ खान
196,तिमी ले जाना जान गलत अर्थ लगाउन खोज्या जस्तो देखिन्छ
197,आज मौसम सफा भएकाले हिमाल स्पष्ट देखियो।
198,मछिकने तेरा त्यो सि अनुहर फेसबुक म नदेखा तेरा फोटो हेर्दा कुकुर ले पानी मक्सा होला कास्तो मोटी गधा देखेको के टिमी जसो लै त सीधा टोक्नु पर्ने
199,त्यसको फाइदा भाउजु र भाउजुले उठाइरहेका छन् ।
200,हिन्दू धर्म बेकार छ।
201,"तेरो जस्तो भेडा दिमाग भाको ले मलाई सिकाउन पर्दैन सा खाते कुकुर तेरो बाउ को जग्गा हैन यो एफबी पेज, तेरो औकात छैन मेरो पोस्ट मा रिप्लाई गर्ने ब्लक मुजी"
202,यो रेस्टुरेन्ट को सर्भिस हेर्दा त पैसा खर्च गरेको नै बेकार लाग्यो तैट
203,डेलिभरी राइडर लाई एक्ज्याक्ट एड्रेस दिएको थिए तर फेरी फोन गरिराख्यो.
204,प्रत्येक व्यक्तिलाई सम्मानपूर्वक बाँच्ने अधिकार छ।
205,तँ जस्तो बेवकुफले फेरि उही गल्ती दोहोर्यायो।
206,हिजोको कार्यक्रममा स्थानीय कलाकारले निकै राम्रो प्रस्तुति दिए।
207,"नेवार जाति भन्दासी कञ्जुसी को ठुलो तौको हुन इनीहरु, जहाँ गए नी स अफ्नो कैसेन मात्र हरक्सन अरु सबाइको पैसा कसरी खाने भने सोच वाको गद्दर फोहोर जान हो"
208,यो भिडियो बनाउनेले रिसर्च नै नगरी अपलोड गरेको जस्तो लाग्यो।
209,तँ दमै भएर ठुलो कुरा गर्छस
210,आज ट्राफिक जाममा आधा दिन लाग्यो ।
211,धेरै राम्रो विश्लेषण
212,"राई लिम्बु जात ले साधै बिदेशी मास्टर को डलर खैरा आफनो देश को संस्कृति बेचदै छन, इनिहरु को दिमाग मा नेपाली को माया ज़ैना बिदेशी दलाल हुन इनिहरु सबाई"
213,"बोरु कुकुरको योनीको मुख यस्तो छ, बहादुर केटा स्वर्गमा छ।"
214,"आज जिम मा फर्स्ट डे थियो, बडी त पुरै दुखेको छ अहिले"
215,"परिक्षाको नतिजा आउनेछ, परिश्रम अनुसारको नतिजा धेरै खुसी हुनेछ।"
216,आज कम्युनिटी क्लिनअप क्याम्पेन राम्रो लाग्यो.
217,यो जातिको मान्छे कहिल्यै सुध्रिदैन
218,"यो सरकार जनताको पक्षमा छैन, सबै युवा विदेश पलायन भइरहेका छन्"
219,मुजी तेरो अनुहार देख्दा कुकुर पनि भाग्छ लिनक्स धेरै हिरो नबन एफबी मा तेरो रियल फेस सबैको अगाडी लिक गरिराछु साइबर मा तेरो केस हालेको छु भोली थाहा पाउछस सा
220,"पहिलो पटक गाउँमा होमस्टे बसेँ, अनुभव निकै फरक र रमाइलो रह्यो।"
221,"भाउजु तिमीले देशको रक्षा गर्नु छ, सबै कुरा ठुलो छ, तिमी त्यता जादै छौ ।"
222,क्रिश्चियन हरु ले मात्र समस्य बधाये
223,यो पार्टी नेता चोर हो कोरा ठुलो भ्रष्टाचार को राजा हो यो नेता
224,"गलत सूचना हटाउनुको सट्टा, तपाईंले यसलाई फैलाउनुभयो।"
225,आजको यात्रा थाकेको थियो तर दृश्य निकै सुन्दर थियो ।
226,"आज पहिलो पटक गाउँमा फाइबर इन्टरनेट जडान भयो, खुशीको कुनै सीमा छैन"
227,हिन्दु बाहेक अरु धर्म बेकार हुन सनातन धर्म नै यो संसार को सब भन्दा क्लिन र स स संस्कार भाको हो अरु धर्म का मान्छे हरु सबै नरक को भागी हुदैछन ढोंगी हरु
228,तेरो त्यो फोहोरी सि फेस दादा कुकुर ले नी मुत्सा होला कमेन्ट मा आयरा धराई हिरो नबन @मान्छे_एक्सवाइजेड निर्दोष केटीको खातिर तल्लो तहको साइबर शाखामा बुझाउनुपर्छ ।
229,मुजी तेरो त्यो सी अनुहार देख्दा कुकुर पनि भाग्छ होला कमेन्ट मा आएर धेरै एक्सपर्ट नबन तेरो रियालिटी म भोली लिक गरिराछु एफबी मा तेरो इज्जत च्याट पार्छु
230,चोर मन्त्री लाई तत्काल हटाउनु पर्छ
231,मुस्लिम जाती नै यो संसार को ठुलो भाइरस हो जहाँ गए नि क्रान्ति र लडाई बाहेक केही जान्दैनन् यिनीहरु लाई नेपाल बाट छिटो निकाल्नु पर्छ नत्र हाम्रो संस्कार सकिन्छ फोहोर भाइरस
232,अरु धर्म मान्ने हरु लाई यो देश मा बस्ने अधिकार छैन
233,"हिन्दू धर्मबाट मुक्त छन्, सनातन धर्म सबैले प्रयोग गर्दैनन्, तिनीहरूले पुरानो हो बिदेशी डलर म बिकेरा धर्म परिवर्तन गर्ने हरु सबाइ नरक जन्डक्सन साथी"
234,"यो यहाँ समीक्षा गर्नुहोस् होटल बुक गरको थिये, तारा कोठाको फोटो जसो नै रैनाक्स।"
235,अफिसमा आएर चिठ्ठी पढेँ ।
236,"दलित जात को मान्छे हरु मन्दिर मा छिरेर हाम्रो संस्कार फोहोर गर्न थाले, यिनीहरु को ठाउँ तल्लो नै ठिक छ कोटा दिएर सरकार ले सबैको टाउको माथि चढायो"
237,तपाईंले तथ्य जाँच नगरी पोस्ट गर्नुभयो।
238,डेलिभरी राइडरले सही ठेगाना दिएको थियो तारा फेरी फोन गरिरख्यो ल्यायो।
239,इन्टरनेट स्लो छ आज
240,"मधेसी लाइ विश्वास गर्ना सकिदैना, इनिहरु को दिल मा दुख हुंक्सा"
241,यो जवाफ देखेर रन्डीले शुल्क तिर्न बाध्य बनायो।
242,"ल्यापटप अपडेट गरेपछि झन् स्लो भयो, के अपडेट हो यो ?"
243,कुकुर खाँदै।
244,दलित संग मिलेर काम हुदैन
245,मेरो कुरा नमन लाई धन्यवाद को दादा कटैदिन्सु
246,हिन्दु धर्म बेकर
247,भाउजुले भात हेरिन्
248,किन हरेक बहसलाई व्यक्तिगत आक्रमणमा परिणत गर्नुहुन्छ ?
249,यो नेता को सम्पत्ति सब चोरीको
250,"सिंहदरबारमा केमिकल जलाउने प्रबन्ध, कसले प्रयोग गर्छ र कहाँबाट, 'विद्वान' इन्जिनियरहरूद्वारा
 बनाएको? यी सबै चिन्ता राष्ट्रिय मानवअधिकार प्रतिवेदनमा आउनुहोस्!"
251,"कफी लास्ट मिठो रैछ यो न्यु क्याफे को, एम्बियन्ट नि क्लिन छ"
252,आज हजुरआमाको पुरानो फोटो भेट्टाउँदा रमाइलो लाग्यो।
253,म सबै जाति र देशको बोझ हुँ।
254,यो डकुमेन्ट्रीले नयाँ कुरा सिकाएको छ ।
255,आजा बिहान को मौसम रमाइलो भको ले दधा माथी पदयात्रा गको कास्तो ताजा प्राकृतिक हावा खाना पायो वान्या केटीएम को प्रदुषण बताता थुडा वाये नी राहत मिलो साथी प्रकृति दृश्य
256,यस पाठ्यक्रममा व्यावहारिक सामग्री धेरै उपयोगी थियो।
257,मुस्लिम लाइ देश बता हातौं परक्सा
258,यो वृत्तचित्रले गाउँको जीवनलाई राम्रोसँग देखाउँछ।
259,"खातामा तर्क सुन्नु पर्छ, उठ्नु पर्छ।"
260,"ल्यापटप अपडेट ढिलो भैयो, किन अपडेट ?"
261,तेरो त्ययो फुर मुख बन्द गर मी जथा तेरो औकत जाना मेरो स्तर को पोस्ट मा बोले रास्ता को कुकुर जसो मा आयरा वुकिराक्सस साइबर मा रिपोर्ट गर्छु
262,यो त बहनबाद हो
263,"श्रमजीवी जातिका नारी यस्ता छन्, बर्बादी, थप विचार, फल, काम, जीआरडीए, मस्तिष्क, अधिक भाषा, इनिहारु थेठी, काही, माथी, औडैना, स."
