clip_id,annotation_id,subject,action,background_object,note,submitted_at,user_id,task_id
clip_269,annotation_269,"सुन्दर नेवारी कपडा हाकु पटासी (कालो रङको साडी जस्तो), मिसा लाँ / चोलो र शिरमा एउटा रातो फूल लगाएकी एउटी केटी",चौरमाथि बसेर क्यामेरातिर फर्केर धेरै अभिव्यक्ति दिँदै अनि नाचिरहेको,"सुरु र अन्तिमको शटमा पृष्ठभूमि एकदम धमिलो देखिन्छ भने बीचको शटमा पुरै पहाडी भू-भाग, जहाँ खुला हरियो चौर र पछाडिपट्टि हरियो डाँडा देख्न सकिन्छ।",,2026-06-12 07:52:32.992759,5,3716ca99b4834d8e9e3280e48f3f2851
clip_270,annotation_270,क्यामेरा,केटीले क्यामेरा समातेको,"पानी, घाँस, रूख",,2026-05-30 05:11:18.296445,7,4e25feb682b242848d0845ed827426e1
clip_271,annotation_271,टेबलमाथि बसेको एउटा कुकुर,"पसलअगाडि कालो चिया खाइरहेको एउटा केटा, ध्यान दिएर हेर्दै",शहरको बाटो जहाँ धेरै पसल अनि होटलहरू छन्,,2026-06-04 18:08:23.254829,5,ec479b1f5b8e4d6cb97d251daba66813
clip_272,annotation_272,केटा र केटी,केटा र केटी नाचिरहेका छन्।,डोको छ,,2026-06-04 12:43:07.690440,7,7bf62cc10d824e3c91e15e058bfed528
clip_273,annotation_273,एउटी महिला र एउटा नीलो जिन्स र सेतो शर्ट लगाएको पुरुष,"महिला अगाडि हिँड्दै वा नाच्दै गरेकी, पुरुषले हात उठाउँदै उनलाई इसारा गरेको","काठको खम्बाहरू भएको ढाकिएको गल्ली, इट्टाको भित्ता र ढलानको भुइँ",,2026-06-12 10:30:11.018598,4,e11702c9ef18438aa77a05af001c5a0b
clip_274,annotation_274,"पहेंलो रङको शर्ट, कालो प्यान्ट र खैरो टोपी लगाएका एक युवा पुरुष भुइँमा बसिरहेको र छेउमा रातो र कालो रङको आधुनिक पोसाक लगाएकी एक युवा महिला बसिरहेकी छिन्।",ती महिलाले हाँस्दै आफ्नो हात हावामा उठाएर हाउभाउ गरिरहेकी छिन् भने भुइँमा बसेका पुरुषले उनीतिर हेर्दै कुरा गर्न खोजिरहेको जस्तो देखिन्छ।,ठूला हरिया कमलका पातहरू तैरिरहेको एउटा सानो पोखरीको किनार र रातो छानो भएको प्यागोडा बनोटको मन्दिर र आधुनिक भवन,,2026-06-12 10:06:23.433035,6,f0d37437b5ed4354afa8864963865fba
clip_275,annotation_275,केटीले आकाशी नीलो आधुनिक पोसाकमा हरियो पानी हाल्ने भाँडो समातेर उभिएकी छिन्। चारैतिर रङ्गीचङ्गी फूलहरू छन्।,केटीले फूलहरूलाई पानी दिइरहेको बेला केटा हेरेर उभिएको छ।,पछाडिको पहाडमा हल्का हरियाली अनि मानिसहरूको बस्ती देखिन्छ।,,2026-06-12 12:55:55.191082,5,3a314e7eb7de4833be14ab6e39560d23
clip_276,annotation_276,केटा र केटी,केटा र केटी सँगै हिँडिरहेका छन्।,जङ्गल छ,,2026-06-03 18:04:30.836809,7,739c661b0a7349cf982b73aa76f9c6f0
clip_277,annotation_277,केटा र केटी,केटाले केटीको हात समातिरहेको छ।,पहाड,,2026-06-04 12:08:40.694713,7,3b11768e9bd1499690d7ad5ff5bde397
clip_278,annotation_278,च्यातिएको लुगा लगाएको एक मान्छे,फोहोर टिप्दै,"ढुङ्गा भएको बाटो, पुलमुनिको क्षेत्र, झाडीबुटी, फोहोर",,2026-06-05 09:56:47.916995,4,a96a74e5aa7c469da2d579768fe9755e
clip_279,annotation_279,पोखरीको छेउमा केटी उभिएकी,केटीले क्यामेराबाट फोटो खिचेको,हरियो घाँसको नजिक एउटा पोखरी,,2026-05-29 08:51:12.240291,5,115da308778342078b92e33cd83791cf
clip_280,annotation_280,मोटो लुगा लगाएका गाउँ घरका मानिसहरू,मानिसहरू गाउँ घरका ठूला बडालाई नमस्ते गर्दै अगाडि हिँडेको,सानो पुरानो घरको अगाडि स्टिलले बनेको र डेक्ची र आगो बाल्न राखेको सुकेको दाउरा,,2026-06-04 17:53:11.342455,5,4b50d33cde8a4c12bd7337b56633d0c2
clip_281,annotation_281,केटा,केटा नाचिरहेको छ अनि केटीलाई देखाइरहेको छ।,नर्तकहरू,,2026-06-03 17:58:15.739371,7,218627668f4e4cebb69dc71fcb2dca44
clip_282,annotation_282,मगर पोसाक लगाएका केटाहरू,हातमा डम्फु लिँदै गाउँदै गरेको,घरको आँगन,,2026-06-04 12:28:10.268799,5,c185f749ee534b2181bf37214359320b
clip_283,annotation_283,कौसीको भुइँमा परम्परागत माटोले बनेका भाँडाहरू छन्,नेपाली पोसाक लगाएकी एउटी केटीलाई एउटा केटाले पछ्याउँदै रमाइलो गरिरहेको,परम्परागत काठ र ढुङ्गाको ढाँचा जहाँ पराल अनि फर्सी झुण्ड्याएको छ,,2026-05-29 18:12:09.512067,5,92c12f7319d240e0b8cbaab72860401d
clip_284,annotation_284,काठको घरमाथि एउटा मोटो खैरो रङको कोट लगाएको एउटा मान्छे,एउटा मान्छे काठको घरमाथि किला ठोक्दैछ। किला ठोक्दा ठोक्दै उसको ध्यान एउटी सुन्दर केटीतर्फ गएर उसले हथौडाले आफ्नै हातमा हान्यो।,एकदमै चिसो भएर हुस्सु लागेको देखिन्छ,,2026-05-29 19:17:59.812272,5,752795ae36e94e56bee77050b4b8e2c4
clip_285,annotation_285,कोही मानिसहरू घरको पेटीमा बसिरहेका छन् भने कोही उभिएका छन्,एक जना केटा र केटी छातीमा हात राखेर नाच्दै,ठूलो आँगनको वरिपरि घरको भित्तामा मकै र टुकी झुण्ड्याएको,,2026-05-29 10:29:58.231441,5,ce37b6ce3a604fdb9aecac2875096b68
clip_286,annotation_286,मान्छे,मानिसहरू छन्।,घरहरू छन्,,2026-06-04 12:47:03.412126,7,b6a8b58064a04d069fc239f658697a10
clip_287,annotation_287,नेवारी पहिरन लगाएको एक पुरुष रातो गलबन्दी लगाएको,गाउँदै र नाच्दै,"नेवारी पहिरन लगाएकी महिलाहरू, ढाका टोपी लगाएका पुरुष सारङ्गी र मादल बजाउँदै, परालको मुठो",,2026-06-12 11:13:39.223896,4,b5c1d0fa3503442f87517e8446a68db2
clip_288,annotation_288,एउटी छोटो लुगा लगाएकी आधुनिक केटी,क्यामेरामा फर्केर नाचिरहेको,माथि रातो इट्टाले छाएको अनि त्यसलाई सपोर्ट गर्न सेतो रङको धेरै पिल्लरहरू,,2026-06-12 10:05:42.102747,5,75896b418e624dae9bad51b2df5b1f6e
clip_289,annotation_289,केटा र केटी,केटा र केटीले हात समातेर नाचेको,डोको अनि ब्याकग्राउन्ड डान्सरहरू छन्,,2026-06-03 17:59:18.925621,7,138d029c3fe147ad9dc6f144364d1a0c
clip_290,annotation_290,"नीलो फूलको बुट्टा (फूलबुट्टे) भएको चोलो, हातमा हरियो चुरा, शिरमा शिरबन्दी अनि घाटीमा कण्ठ लगाएकी एउटी सुन्दर केटी",नायिका क्यामेराको अगाडि बसेर गीतको ठीक भावना अनुसार अभिनय गरिरहेकी छिन्।,"यो भिडियो एउटा इन्डोर स्टुडियो सेटभित्र खिचिएको छ, जहाँ पछाडिपट्टि एकदम चम्किलो र सादा नीलो रङको भित्ता छ।",,2026-06-12 07:26:12.030853,5,54bec2e16f624de98db02140ab79ccde
clip_291,annotation_291,"पुरानो (ढुङ्गा, माटो, काठ र टिनले छाएको) घरहरू",खादा लगाएर बिदाइ गरिरहेको,ठूला हिउँ परेका हिमाल अनि अग्ला पहाडहरू,,2026-06-04 17:57:36.750179,5,03b07804aa584acb974b194fc20f2fdd
clip_292,annotation_292,तल नीलो जिन्स र सेतो फुल बाहुला भएको सर्ट लगाएको एउटा केटो पहाडको भीरमा उभिइरहेको,सुन्दर दृश्य देखेर केटाले हात फैलाउँदै टाउकोमा राखेको,सुन्दर अग्ला हरियाली भएको पहाडलाई कुहिरोले ढाकेको देखिन्छ,,2026-06-12 20:39:11.631672,5,c49755f06bf144afa6ea60653f53122c
clip_293,annotation_293,एउटा भर्खरको युवा,एक पेग रक्सी घ्याम्प्याएर केटोले मुख बिगार्दै,सानो ठाउँ भएको भट्टी,,2026-06-04 18:25:36.470990,5,aaa38871ba824ede99223bb004f020ed
clip_294,annotation_294,एक नेपाली युवक र महिला,"शिरमा फूल लगाउँदै, हाँस्दै","झाडी, आकाश",,2026-06-05 10:19:32.850678,4,015b9206d0f740f7b67b3ebc0885178f
clip_295,annotation_295,मानिसहरू जम्मा भएका छन् कुनै महोत्सवको तयारी,मानिसहरू गोलो घेरा बनाएर नाचिरहेको देखिन्छ।,चौरमा हरियो घाँस देखिएको,,2026-06-02 15:35:34.849838,5,21509ef0339a4e0a874bac7cd08e8312
clip_296,annotation_296,किताब,केटाले किताबको पाना पल्टाएको छ।,भित्ता,,2026-05-30 05:20:51.815773,7,b591be5633954056922a7cb5e48bb346
clip_297,annotation_297,केटा,केटा हिँडिरहेको छ।,हिउँ,,2026-06-04 12:12:12.254441,7,ecd2eacfea3545779f55e9dfba8a084a
clip_298,annotation_298,अग्ला पहाडहरू,दृश्य परिवर्तन भइरहेको छ।,हिमालको माथि बादलहरू,,2026-06-04 17:55:11.175011,5,cc2db378a1034e72b189d1e91af4a763
clip_299,annotation_299,नीलो सर्ट र भित्र सेतो सर्ट लगाएको एउटा युवक जसले टाउकोमा रुमाल बाँधेको,नीलो रङको पुतली उडेर युवकको हातमा बस्छ अनि युवकले मुखबाट सानो सुस्केरा फालेर पुतली उडाउँछ।,कुनै अग्लो ठाउँबाट खिचिएको दृश्य। पछाडि अग्लो पहाड अनि पहाडमा केही मानिसको बस्ती (घरहरू) देखिन्छ।,,2026-06-12 12:48:27.293903,5,559f396f34014cab8563db2e0cb32577
clip_300,annotation_300,स्तूपको अगाडि एउटा इट्टाले बनेको प्लेटफर्ममा खाली खुट्टामा एउटी आधुनिक केटी,नाचिरहेको,पछाडि एउटा स्तूप छ। स्तूपको माथि र बीचमा सुनौलो रङको मूर्ति अनि गजुर छ। स्तूप चढ्नका लागि धेरै सिँढीहरू छन्।,,2026-06-12 10:09:29.157360,5,3f3ebc3638b142f2a6f782ff39b7de52
clip_301,annotation_301,फरक रङको पोसाक लगाएका केटा र केटीहरू।,केटा र केटीहरू हात हल्लाउँदै नाचिरहेका छन्।,पछाडि घरको थामलाई पहेंलो फूलले सजाइएको।,,2026-06-02 08:03:25.835580,5,f3a9a61cde034e16b8ce37caf4ab9a3b
clip_302,annotation_302,हरियो रङको साडी लगाएकी केटी साह्रै राम्री देखिएकी,"केटीले केटाको हात समातेर, तानेर दुवै जना नाचिरहेको देखिन्छ।",पछाडि तिहारको जस्तो सयपत्री माला झुण्ड्याएको अनि पहेंलो बत्ती बलिरहेको,,2026-06-02 07:53:15.614201,5,be34aac1f81c4db5bcfed6ec5c7e5058
clip_303,annotation_303,एउटा टेबलमाथि राखिएको वर्गाकार टिभी र त्यसभित्र एउटी केटी,एउटी केटी त्यो टिभीभित्र बसेर जेन-जी आन्दोलनको बारेमा भन्दै,एउटा कालो भित्ता,,2026-06-14 15:20:47.523304,1,0920ff34ef0d4c678c868571dd789b13
clip_304,annotation_304,केटीले हरियो रङको स्लिभलेस टप र रङ्गीन स्कर्ट जस्तो क्याजुअल आधुनिक पोसाक लगाएकी छिन्। उनले गेडागुडी भएको सांस्कृतिक माला पनि लगाएकी छिन्।,"केटी त्यो बारको छेउमा उभिएर, क्यामेरातिर हेरेर रमाइलोसँग हाँस्दै, आफ्नो कपाल मिलाउने र लाज मान्दै गीतको तालमा झुमिरहेकी देखिन्छिन्।",पूरै रातीको बेला अगाडि र पछाडिपट्टि धेरैजसो सेतो रङका गोलाकार पेपर ल्यान्टर्नहरू बलिरहेका देखिन्छन्।,,2026-06-12 13:04:44.544259,5,a9af1737a18b451dacd255eedbcc1f41
clip_305,annotation_305,"नेपाली परम्परागत पोसाक (दौरा सुरुवाल, इस्टकोट, ढाका टोपी, र गुन्यू-चोलो) लगाएका धेरै मानिसहरू","मानिसहरू डोको बोक्दै, सुपो हम्काउँदै र पराल मिलाउँदै गरेको देखिन्छ।","गाउँको परम्परागत झ्याल र ढुङ्गा-माटोले बनेको घर, कौसीमा डोको र मकै झुण्ड्याएको, र माथिल्लो भागमा हरियाली डाँडा र मकैबारी देखिन्छ।",,2026-05-29 16:25:57.153986,5,ece87d1bc4584417a8e7f2f48848afd0
clip_306,annotation_306,"एउटा ह्यान्डसम केटा जसले चम्किलो नीलो रङको चुबा, कालो प्यान्ट, चस्मा, र कम्मरमा किपट (परम्परागत पेटी) बाँधेको छ।",उर्जावान रूपमा लिप-सिङ्क र नृत्य गर्दै आफ्नो हातले छातीमा छुने र पहाडतिर इसारा गर्दै,"दृश्यमा ढुङ्गा र माटोले बनेको पुरानो घर र त्यसको भत्किएको छत देखिन्छ, जहाँ थोरै बुद्ध धर्मको झण्डा पनि बाँधिएको छ। पछाडिपट्टि नाङ्गो पहाड र सेतो बादल भएको खुला आकाश छ।",,2026-06-12 16:18:48.523553,5,ebcecae8cca04c98af0bda562777066d
clip_307,annotation_307,"तीन जना युवाहरू, जसमध्ये अगाडिको एक जना युवाले चुरोट समातेको छ","एक जना युवा चुरोट तान्दै छ, अरू युवाहरू उसको छेउमा उभिएर तलतिर हेर्दै छन्।",ईट्टाको भित्ता र रङ्गीन बत्ती भएको भित्रको पार्टी जस्तो ठाउँ,,2026-07-11 05:10:56.296659,4,b4b018af507c45af8ed954951c671ab8
clip_308,annotation_308,एक जना युवक,खाँदै,"ढोका, झाडी",,2026-06-05 10:05:16.368539,4,f205d27f004f44488383dbb460ac4934
clip_309,annotation_309,एक जना युवक र दुईवटा कुकुरहरू,कुकुरसँग बसेको,"सडक, घर, कुकुर",,2026-06-05 10:25:23.256387,4,1ce641cef5f74030bc6116ae3ef81ba4
clip_310,annotation_310,"कालो र सुनौलो संयोजन भएको चोलो, रङ्गीन छिटको गुन्यू, कम्मरमा पहेंलो पटुका, र काँधदेखि झुण्डिएको नीलो रातो सल लगाएका धेरैजना केटीहरूको समूह छ।","गीतको रमाइलो तालसँगै सबै केटीहरूले आफ्नो दुई हात माथि उठाउँदै, सहज रूपमा कम्मर मर्काउँदै समूहमा गरिरहेका छन्।",पृष्ठभूमिमा केही मानिसहरू उभिएको देख्न सकिन्छ।,,2026-06-12 08:32:20.983321,5,9fe54b1c20c340b99273b529eb544aa5
clip_311,annotation_311,केटाहरूले नीलो र रातो पोसाक लगाएका छन् भने केटीहरूले रङ्गीचङ्गी परम्परागत गुन्यू-चोलो लगाएका छन्।,उनीहरू सबै सिँढीको माथिल्लो भागमा लाइन लागेर केटा नर्तकहरूले आफ्नो जोडी केटी कलाकारलाई बोकिरहेका।,ठूलो ढुङ्गाको सिँढीको माथि ठूला परम्परागत गाउँले ढाँचाका घरहरू र बीचमा एउटै आकारको पाटी/मन्दिर देखिन्छ।,,2026-05-29 17:35:37.569105,5,909b80f5f6a24254870fa8d240d2c89b
clip_312,annotation_312,केटा र केटी,केटा र केटीले अँगालो हालेका छन्।,समुद्र छ,,2026-06-04 12:06:32.802458,7,7d341e08553a4d668d8aa10243da5387
clip_313,annotation_313,नेपाली पोसाक लगाएका धेरै मानिसहरू,दायाँ र बायाँतिरका केटी र केटाले मुसल उठाएर ओखलीमा धान कुट्ने र बीचका दुई जना जिस्किँदै छन्।,गाउँको परम्परागत घरको खम्बामा डोको झुण्ड्याएको देखिन्छ।,,2026-05-29 16:33:54.422600,5,83cbf4185d8a44c6bef2c392e28c727d
clip_314,annotation_314,"खैरो मोटो कपडा, घाटीमा गलबन्दी बेरेको र लामो कपाल भएको केटा",केटीले केटालाई केही भन्दै गर्दा केटाले टाउको हल्लाएर 'नाइँ' भनेर इसारा दियो।,ठूलो लेउ लागेको ढुङ्गा,,2026-06-01 10:57:59.181652,5,b1f2b780aedb42b7bbd0a26b120f41d0
clip_315,annotation_315,केटीले रातो साडी र ब्लाउज अनि केटाले कोट प्यान्ट लगाएको,तोरी बारीको बीच दुई जना रोमान्टिक पोज दिँदै सुटिङ गरेको,चारैतिर पहेंलो तोरीको फूलहरू फुलेको भएर दृश्य एकदम लोभलाग्दो छ।,,2026-06-12 07:16:53.211031,5,df7ab18d65194eedb6011fbbb0f2464e
clip_316,annotation_316,आधुनिक पोसाक लगाएकी एक जना युवा महिला सिँढीको माथिल्लो भागमा उभिएकी देखिन्छिन्।,आफ्नो हात फैलाएर नाचिरहेकी छिन्।,गुम्बा जस्तो देखिने कलात्मक भवनको खुला परिसर छ जहाँ एउटा सिंहको मूर्ति र रेलिङसहितको सेतो सङ्गमर्मरको सिँढी देखिन्छ।,,2026-06-12 10:19:49.062137,6,ba29b2c191b24be2809a455d2b9c7827
clip_317,annotation_317,एक नेपाली युवक र युवती,"उभिँदै, हेर्दै","मकैको बोटहरू, पिपलको रूख, आकाश, नदी",,2026-06-05 10:15:53.566844,4,1e608179ef9f49288a5c3b58706359d5
clip_318,annotation_318,"रातो टीका, कानमा झुम्का, आँखामा गाजल, रातो चोलो अनि कपाल बाटेकी एउटी सुन्दर केटी।",हातमा लालीगुराँस समातेर निकै दुःखी अभिव्यक्ति दिँदै,पृष्ठभूमि धमिलो भएको कारण पछाडि खासै केही नदेखिए पनि एउटा पहाडको बीचमा सवारी साधन गुड्ने बाटो देखिन्छ।,,2026-06-12 08:09:19.040622,5,fc56054b98014c9fa61625e39a8e8d35
clip_319,annotation_319,डोको,हात टाउकोमा राखेर नाचेको,"घर, मानिसहरू बसिरहेका",,2026-05-30 05:15:32.858460,7,6785e7a43c3d44b0a713edaa3280b0e6
clip_320,annotation_320,एउटी महिला र एउटा पुरुष,नाचिरहेका छन्,"घर, नीलो बादल लागेको आकाश",,2026-06-12 10:41:50.399737,4,9556bb7b962c41b0a6fb986b4f9acd55
clip_321,annotation_321,होटलभित्र केही मानिसहरू,होटलको साहुजीसँग एक ग्लास लोकल मगाउँदै गरेको,"एउटा सानो होटल जहाँ टेबल, फ्रिज देख्न सकिन्छ",,2026-06-04 18:20:28.937807,5,339ce26468804678a1148851adc57ac3
clip_322,annotation_322,खुला कालो कपाल र आधुनिक पोसाक लगाएकी एक महिला,नाचिरहेकी छिन्,लुम्बिनीको विश्व शान्ति स्तूपको सेतो संरचना र ठीक पछाडि बौद्ध लिपि कुँदिएको सुनौलो रङको उभिएको बुद्धको मूर्ति सजिएको,,2026-06-12 10:13:50.704754,6,fbebf9e86d884102a5b1c79b1ea18adc
clip_323,annotation_323,मान्छे,केटाले केटीलाई हेरेर हाँसिरहेको छ।,डोकोहरू छन्।,,2026-06-03 17:57:25.086977,7,2ccd2a57d0304bc3b29fadcee9e5028c
clip_324,annotation_324,एक जना युवक,"उफ्रिँदै, भाग्दै","जुन लागिरहेको, बादल लागेको आकाश, रातिको समय, झरी",,2026-06-05 10:23:20.274325,4,b9f867f35f89472f9817093c5b150c1d
clip_325,annotation_325,एउटा रातो साडी अनि कानमा ठूलो झुम्का लगाएकी सुन्दर केटी,सुन्दर केटीलाई देखेर केटा गायक खुसी हुँदैछ।,"तिहारमा जस्तो, पछाडि पहेंलो बत्ती बलिरहेको छ।",,2026-06-02 07:43:39.997981,5,dc68860759c94412afd807ca911f491c
clip_326,annotation_326,एक जना युवक,खाँदै र जरा समात्दै,ढोका र रूखको जरा,,2026-06-05 10:06:02.660841,4,7b00d3d656584c35ac169d9eaf7dcaf6
clip_327,annotation_327,केही मानिसहरू घरको आँगनमा बसिरहेका र एउटा केटा र एउटी केटी बाटोमा देखिएका,रातो इस्टकोट लगाउने केटाले खामो हल्लाउँदैछ भने नीलो ब्लाउज र रातो साडी लगाएकी केटीले कपाल मिलाउँदै,रातो माटोको घरको ढोका बन्द छ।,,2026-05-29 09:58:23.389104,5,558f951ab73c4557a428512cf20b6514
clip_328,annotation_328,रातो साडी लगाएकी केटी अनि नीलो कपाल र कानमा सूर्यमुखी फूल लगाएको एउटा केटो,केटो डम्फु बजाउँदै,तोरी बारीमा तोरी फुलेको,,2026-06-04 12:20:15.567323,5,44e562c9a5d143ad8368ca4af17e3272
clip_329,annotation_329,"नीलो हाफ ज्याकेट, फुल बाहुला भएको सर्ट, प्यान्ट अनि जुत्ता लगाएको एउटा केटो",अरूको बाल मतलब नगरी मस्त आफ्नो सुरमा रमाएर नाचिरहेको,इँट्टाले बनेको घर जहाँ धेरै काठको झ्यालहरू छन्,,2026-06-04 18:17:54.954970,5,ecd8f42bb2f041978df6c5e52c314a22
clip_330,annotation_330,"सानो स्कुटर, सेतो कुकुर अनि एउटा युवा केटा",स्कुटरको टोकरीमा कुकुर राखेर साह्रै रमाएर स्कुटर चलाइरहेको,शहरको एउटा सानो गल्ली,,2026-06-04 18:28:56.316849,5,d5db109f91b8431393bf57c2b67f6f88
clip_331,annotation_331,केटा र केटी,केटा र केटीहरू नाचिरहेका छन्।,पृष्ठभूमि नर्तकहरू,,2026-06-04 12:42:24.480576,7,718c94e093b6442d8af952e8f583bc85
clip_332,annotation_332,बाक्लो लुगा अनि पहेंलो छालाको मोटो बुट लगाएका मानिसहरू तालको किनारमा।,एउटा केटा र केटी दाउरा बोकी तालको किनार नजिक हिँडिरहेका अनि दाउरा राखेर केटीले तालमा हात धोएको देखिन्छ।,ठूला हरिया रूखहरूको अगाडि एउटा ताल,,2026-06-01 11:04:51.921678,5,dbb3b56b7ed64023ad5e6df92e6503dd
clip_333,annotation_333,फ्रेममा अभिनेता र अभिनेत्रीलाई क्याजुअल आधुनिक लुकमा देखाइएको छ।,अभिनेत्री परेवा उडिरहेको देखेर रमाइरहेकी छिन् अनि अभिनेता पछाडिबाट हिँड्दै आइरहेको छ।,"पछाडिको दृश्य कुनै ठूलो बजारको जस्तो देखिन्छ, जहाँ कपडाहरू बेच्न राखिएको छ।",,2026-06-12 08:03:55.187696,5,3a921fe18ce24c5cb6c3e4a22fc0ee00
clip_334,annotation_334,"लामो कपाल, रातो रङको सर्ट अनि तल नीलो जिन्स लगाएको एउटा युवा।","ठूलो ढुङ्गामा अडेस लागेको एक युवक तल गाउँतिर हेरेर, भावुक हुँदै गीत गाइरहेको",चारैतिर अग्ला हरियाली पहाड अनि फेदमा एउटा सानो गाउँ जस्तो घरहरू देखिएको।,,2026-06-12 20:44:28.027794,5,cc4130450f7147d8a679219c2862fb65
clip_335,annotation_335,सुकेको घाँसको चौरमा एउटा खैरो रङको कुर्सी राखिएको,कुर्ता सुरुवाल लगाएकी केटी हिँडिरहेकी,रूखको चारैतिर रङ्गीचङ्गी पताकाहरू झुण्ड्याएको,,2026-06-04 12:22:29.296873,5,2ec9b3257f62401bb79417944cb80e40
clip_336,annotation_336,चम्किलो पश्चिमी पोसाक लगाएको,एउटी सुन्दर केटी कपाल उडाउँदै पछाडि फर्केकी,नीलो रङको पर्दा अगाडि एउटा गाडी,,2026-06-04 12:44:48.555932,5,f282c35ef161461a855c1a31834e83e1
