clip_id,annotation_id,subject_nepali,action_nepali,background_object_nepali,note_nepali,submitted_at,user_id,task_id
clip_11,annotation_11,एक जना युवक,आँखा चिम्लेर भित्तामा अडिएको,"भित्ता, बाहिरी वातावरण",,2026-06-05 10:00:37.980933,4,cc11193ca09c45ec98dfc964256ef43e
clip_12,annotation_12,बीचमा मुख्य जोडी एकैसाथ बसेका छन्,मुख्य जोडी एक-अर्काको छेउमा बसेर एक-अर्कालाई हेर्दै प्रेमिल (रोमान्टिक) गफ गरिरहेको जस्तो अभिनय गर्दै छन्,"छेउछेउमा इँटाले बनेका ठाउँहरू छन्, जहाँ रमाइला र रंगीचंगी तकियाहरू राखिएका छन्",,2026-06-02 07:57:51.072556,5,903c3d5484dd4561a28f418de2161d13
clip_13,annotation_13,"सुन्दर नेवारी कपडा हाकुपटासी (कालो रङको सारीजस्तो), मिसा लाँ / चोलो र शिरमा एउटा रातो फूल लगाएकी एउटी केटी",चौरमाथि बसेर क्यामेरातिर फर्केर धेरै अभिव्यक्ति दिँदै र नाच्दै गरेको,"सुरु र अन्त्यको सटमा पृष्ठभूमि एकदम धमिलो देखिन्छ भने बीचको सटमा पूरै पहाडी भू-भाग देखिन्छ, जहाँ खुला हरियो चौर र पछाडि हरियो डाँडा देख्न सकिन्छ",,2026-06-12 07:52:32.992759,5,3716ca99b4834d8e9e3280e48f3f2851
clip_14,annotation_14,क्यामेरा,महिलाले उभिएर आफ्नो हातमा क्यामेरा समातेकी छिन्,घाँस रूख र विरुवा,,2026-05-30 05:11:18.296445,7,4e25feb682b242848d0845ed827426e1
clip_15,annotation_15,टेबलमाथि बसेको एउटा कुकुर,पसल अगाडि कालो चिया खाइरहेको एउटा केटो ध्यान दिएर सुन्दै,धेरै पसल र होटल भएको सहरको बाटो,,2026-06-04 18:08:23.254829,5,ec479b1f5b8e4d6cb97d251daba66813
clip_16,annotation_16,केटा र केटी,केटा र केटी नाचिरहेका छन्,डोको छ,,2026-06-04 12:43:07.690440,7,7bf62cc10d824e3c91e15e058bfed528
clip_17,annotation_17,एउटी महिला र एउटा निलो जिन्स र सेतो सर्ट लगाएको पुरुष,महिला अगाडि हिँड्दै वा नाच्दै गरेकी पुरुषले हात उठाउँदै उनलाई इशारा गरेको,काठका खाम्भाहरू भएको ढाकिएको गल्छी इटाको भित्ता र ढलको भुई,,2026-06-12 10:30:11.018598,4,e11702c9ef18438aa77a05af001c5a0b
clip_18,annotation_18,पहेलो रंगको सर्ट कालो प्यान्ट र खैरो टोपी लगाएका एक युवा पुरुष भुईमा बसिरहेको र छेउमा रातो र कालो रंगको आधुनिक पोशाक लगाएकी एक युवा महिला बसिरहेकी छन्,ती महिलाले हाँस्दै आफ्नो हात हावामा उठाएर हाउभाउ गरिरहेकी छन् भने भुईमा बसेका पुरुषले उनि तिर हेर्दै कुरा गर्न खोजिरहेको जस्तो देखिन्छ,ठूला हरिया कमलका पातहरू तैरिरहेको एउटा सानो पोखरीको किनार र रातो छाना भएको प्यागोडा बनोटको मन्दिर र आधुनिक भवन,,2026-06-12 10:06:23.433035,6,f0d37437b5ed4354afa8864963865fba
clip_19,annotation_19,केटीले आकाशी निलो आधुनिक ड्रेसमा हरियो वाटरिङ क्यान समाएर उभिएकी छिन् चारैतिर रंगीचंगी फूलहरू छन्,केटीले फूलहरूलाई पानी दिँदै गरेको बेला केटा हेरेर उभिएको छ,पछाडिको पहाडमा हल्का हरियाली अनि मानिसहरूको बस्ती देखिन्छ,,2026-06-12 12:55:55.191082,5,3a314e7eb7de4833be14ab6e39560d23
clip_20,annotation_20,केटा र केटी,केटा र केटी सँगै हिँडिरहेका छन्,जंगल छ,,2026-06-03 18:04:30.836809,7,739c661b0a7349cf982b73aa76f9c6f0
clip_21,annotation_21,केटा र केटी,केटाले केटीको हात समातिरहेको छ,पहाड,,2026-06-04 12:08:40.694713,7,3b11768e9bd1499690d7ad5ff5bde397
clip_22,annotation_22,च्यात्तिएको लुगा लगाएको एक मान्छे,फोहर टिप्दै,ढुङ्गा भएको बाटो पुलमुनिको क्षेत्र झाडीबुटी फोहर,,2026-06-05 09:56:47.916995,4,a96a74e5aa7c469da2d579768fe9755e
clip_23,annotation_23,पोखरीको छेउमा केटी उभिएको,केटीले क्यामेराबाट फोटो खिचेको,हरियो घाँसको नजिक एउटा पोखरी,,2026-05-29 08:51:12.240291,5,115da308778342078b92e33cd83791cf
clip_24,annotation_24,मोटो लुगा लगाको गाउँ घरका मान्छेहरू,मान्छेहरू गाउँ घरका ठूला बडालाई नमस्ते गर्दै अगाडि हिँडेको,सानो पुरानो घरको अगाडि स्टिलले बनेको र डिप्ची र आगो बाल्न राखेको सुकेको दाउरा,,2026-06-04 17:53:11.342455,5,4b50d33cde8a4c12bd7337b56633d0c2
clip_25,annotation_25,केटा,केटा नाचिरहेको छ अनि केटीलाई देखिरहेको छ,डान्सरहरू,,2026-06-03 17:58:15.739371,7,218627668f4e4cebb69dc71fcb2dca44
clip_26,annotation_26,मगर पोशाक लगाएका केटाहरू,हातमा दम्फु लिँदै गाउँदै गरेको,घरको आँगन,,2026-06-04 12:28:10.268799,5,c185f749ee534b2181bf37214359320b
clip_27,annotation_27,कौसीको भुइँमा परम्परागत माटोले बनाएका भाँडाहरू छन्,नेपाली पोसाक लगाएकी एक केटीलाई एउटा केटाले पछ्याउँदै रमाइलो गरिरहेको,परम्परागत काठ र ढुङ्गाको धाचा जना पराल अनि फर्सी झुन्डेको छ,,2026-05-29 18:12:09.512067,5,92c12f7319d240e0b8cbaab72860401d
clip_28,annotation_28,काठको घर माथि एउटा मोटो खैरो रङको कोट लगाएको एउटा मान्छे,एउटा मान्छे काठको घर माथि किला ठोक्दै छ। किला ठोक्दै गर्दा उसको ध्यान एउटा सुन्दर केटीतर्फ गएर उसले हातौडाले आफ्नो हातमा हान्यो,एकदमै चिसो भएर हुस्सु लागेर देखिन्छ,,2026-05-29 19:17:59.812272,5,752795ae36e94e56bee77050b4b8e2c4
clip_29,annotation_29,कोही मान्छेहरू घरको पेटीमा बसिरहेको र कोही उभिएको,एक जना केटा र केटी छातीमा हात राखेर नाच्दै,ठूलो आँगनको वरिपरि घरको भित्तामा मकै र तुकी झुन्डेको,,2026-05-29 10:29:58.231441,5,ce37b6ce3a604fdb9aecac2875096b68
clip_30,annotation_30,मान्छे,मान्छेहरू खान,घरहरू छ,,2026-06-04 12:47:03.412126,7,b6a8b58064a04d069fc239f658697a10
clip_31,annotation_31,नेवारी पहिरन लगाएको एक पुरुष रातो गलबन्दी लगाएको,गाउँदै र नाच्दै,"नेवारी पहिरन लगाएकी महिलाहरू, ढाका टोपी लगाएका पुरुष सारंगी र मादल बजाउँदै, परालको मुट्ठी",,2026-06-12 11:13:39.223896,4,b5c1d0fa3503442f87517e8446a68db2
clip_32,annotation_32,एउटा छोटो लुगा लगाएको मोडर्न केटी,क्यामेरातिर फर्केर नाच्दै गरेको,माथि रातो इँटाले छाएको अनि त्यसलाई सपोर्ट गर्न सेतो रङको धेरै पिल्लरहरू,,2026-06-12 10:05:42.102747,5,75896b418e624dae9bad51b2df5b1f6e
clip_33,annotation_33,केटा र केटी,केटा र केटीले हात समातेर नाचेको,डोको अनि ब्याकग्राउन्ड डान्सरहरू छन्,,2026-06-03 17:59:18.925621,7,138d029c3fe147ad9dc6f144364d1a0c
clip_34,annotation_34,"नीलो फूलको बुट्टा (फुलबुट्टे) भएको चोलो, हातमा हरियो चुरा, शिरमा सिरबन्दी अनि घाँटीमा कन्था लगाएकी एउटी सुन्दर केटी",नायिका क्यामेराको अगाडि बसेर गीतको ठिक भावना अनुसार अभिनय गर्दै छिन्,"यो भिडियो एउटा इन्डोर स्टुडियो सेटभित्र खिचिएको छ, जहाँ पछाडिपट्टि एकदम चम्किलो र प्लेन निलो रङको भित्ता छ।",,2026-06-12 07:26:12.030853,5,54bec2e16f624de98db02140ab79ccde
clip_35,annotation_35,"पुरानो (ढुङ्गा, माटो, काठ र टिनले छाएको) घरहरू",खादा लगाएर बिदाइ गरिरहेको,ठूला हिउँ परेका हिमाल अनि अग्ला पहाडहरू,,2026-06-04 17:57:36.750179,5,03b07804aa584acb974b194fc20f2fdd
clip_36,annotation_36,तल निलो जिन्स र सेतो फुल स्लिभ्स लगाएको एउटा केटो पहाडको भिरमा उभिँदै,सुन्दर दृश्य देखेर केटोले हात फैलाउँदै टाउकोमा राखेको,सुन्दर अग्ला हरियाली भएको पहाडलाई कुहिरोले ढाकेको देखिन्छ,,2026-06-12 20:39:11.631672,5,c49755f06bf144afa6ea60653f53122c
clip_37,annotation_37,एउटा भर्खरको युवा,एक प्याक रक्सी घाँटी हालेर केटो मुख बिगार्दै,सानो ठाउँ भएको भट्टी,,2026-06-04 18:25:36.470990,5,aaa38871ba824ede99223bb004f020ed
clip_38,annotation_38,एक नेपाली युवक र महिला,"फूल शिरमा लगाउँदै, हाँस्दै","झरी, आकाश",,2026-06-05 10:19:32.850678,4,015b9206d0f740f7b67b3ebc0885178f
clip_39,annotation_39,मान्छेहरू वेला वेला कुनै महोत्सवको तयारी,मान्छेहरू गोलो घेरा बनाएर नाचिरहेको देखिन्छ,चौरमा हरियो घाँस देखेको,,2026-06-02 15:35:34.849838,5,21509ef0339a4e0a874bac7cd08e8312
clip_40,annotation_40,किताब,केटाले किताबको पाना पल्टाएको छ,भित्ता,,2026-05-30 05:20:51.815773,7,b591be5633954056922a7cb5e48bb346
clip_41,annotation_41,केटा,केटा हिँडिरहेको छ,हिउँ,,2026-06-04 12:12:12.254441,7,ecd2eacfea3545779f55e9dfba8a084a
clip_42,annotation_42,अग्ला पहाडहरू,दृश्य परिवर्तन भइरहेको छ,हिमालको माथि बादलहरू,,2026-06-04 17:55:11.175011,5,cc2db378a1034e72b189d1e91af4a763
clip_43,annotation_43,"निलो शर्ट लगाएर भित्र सेतो शर्ट लगाएको एक युवक, जसले टाउकोमा रुमाल बाँधेको छ","निलो रङको पुतली उडेर युवकको हातमा बस्छ, अनि युवकले मुखबाट सानो सुस्केरा फालेर पुतली उडाउँछ",कुनै अग्लो ठाउँबाट खिचेको दृश्य। पछाडि अग्ला पहाड र पहाडमा केही मान्छेको बस्ती (घरहरू) देखिन्छ,,2026-06-12 12:48:27.293903,5,559f396f34014cab8563db2e0cb32577
clip_44,annotation_44,स्तूपको अगाडि इट्टाले बनेको प्लेटफर्ममा खाली खुट्टामा एक आधुनिक केटी,नाच्दै गरेको,पछाडि एक सेतो स्तूप छ। स्तूपको माथि र बीचमा सुनौला रङको मूर्ति र गजुर छ। स्तूप चढ्नको लागि धेरै सिँढीहरू छन्।,,2026-06-12 10:09:29.157360,5,3f3ebc3638b142f2a6f782ff39b7de52
clip_45,annotation_45,फरक रङको पोशाक लगाएका केटा र केटीहरू,केटा र केटीहरू हात हल्लाउँदै नाच्दै छन्,पछाडि घरको थामलाई पहेँलो फूलले सजाइएको,,2026-06-02 08:03:25.835580,5,f3a9a61cde034e16b8ce37caf4ab9a3b
clip_46,annotation_46,हरियो फेका रङको साडी लगाएको केटी साह्रै राम्री देखिएकी,केटीले केटाको हात समातेर तानेर दुवै जना नाच्दै गरेको देखिन्छ,पछाडि तिहारको जस्तो सयपत्री माला झुण्डाएको र पहेँलो बत्ती बलिरहेको,,2026-06-02 07:53:15.614201,5,be34aac1f81c4db5bcfed6ec5c7e5058
clip_47,annotation_47,टेबलमाथि राखेको वर्ग आकारको टिभी र त्यसको अगाडि एउटा केटी,एउटा केटी त्यो टिभीको अगाडि बसेर जेन-जी आन्दोलनको बारेमा भन्दै,एउटा कालो भित्ता,,2026-06-14 15:20:47.523304,1,0920ff34ef0d4c678c868571dd789b13
clip_48,annotation_48,केटीले हरियो रङको स्लिभलेस टप र रङ्गिन स्कर्टजस्तो क्याजुअल आधुनिक पोशाक लगाएकी छे। उनले गेडा-गेडा भएको सांस्कृतिक नेकलेस (माला) पनि लगाएकी छे।,"केटीले त्यो बारा (फेन्स) को छेउमा उभिएर, क्यामेरा पट्टि हेरेर, रमाइलोसँग हाँस्दै, आफ्नो कपाल मिलाउने र लाज मान्दै गीतको तालमा झुमिरहेकी देखिन्छिन्",रातिको बेला अगाडि र पछाडि पट्टि धेरैजसो सेतो रङका गोलाकार कागजका लालटिनहरू बलिरहेका देखिन्छन्।,,2026-06-12 13:04:44.544259,5,a9af1737a18b451dacd255eedbcc1f41
clip_49,annotation_49,"नेपाली परम्परागत पोशाक (दौरा सुरुवाल, इस्कोट, ढाका टोपी, र गुन्यू-चोलो) लगाएका धेरै मानिसहरू","मानिसहरू डोको बोक्दै, सुपो हम्काउँदै र पराल मिलाउँदै देखिन्छन्","गाउँको परम्परागत झलक र ढुङ्गा-माटोले बनेको घर, कौसीमा डोको र मकै झुन्डाएको, र माथिल्लो भागमा हरियाली डाँडा र मकै बारी देखिन्छ",,2026-05-29 16:25:57.153986,5,ece87d1bc4584417a8e7f2f48848afd0
clip_50,annotation_50,"एक ह्यान्डसम केटा जसले चम्किलो निलो रङको चुबा, कालो प्यान्ट, चश्मा, र कम्मरमा किपट (परम्परागत बेल्ट) बाँधेको छ",ऊर्जावान रूपमा लिप-सिंकिङ र डान्स गर्दै आफ्नो हातले छातीमा छुने र पहाड पट्टि इशारा गर्दै,"दृश्यमा ढुङ्गा र माटोले बनेको पुरानो घर र त्यसको भत्किएको छत देखिन्छ, जहाँ थोरै बुद्धिज्मका झन्डा पनि बाँधिएका छन्। पछाडि पट्टि नाङ्गो पहाड र सेतो बादल भएको खुला आकाश छ।",,2026-06-12 16:18:48.523553,5,ebcecae8cca04c98af0bda562777066d
clip_51,annotation_51,"तीन जना युवाहरू, जसमध्ये अगाडिको एक जना युवाले चुरोट समातेको छ","एक जना युवा चुरोट तान्दै छ, अरू युवाहरू उसको छेउमा उभिएर तलतिर हेरिरहेका छन्",इट्टाको भित्ता र रङ्गिन बत्ती भएको भित्रको पार्टीजस्तो ठाउँ,,2026-07-11 05:10:56.296659,4,b4b018af507c45af8ed954951c671ab8
clip_52,annotation_52,एक जना युवक,खाँदै,"ढोका, झरी",,2026-06-05 10:05:16.368539,4,f205d27f004f44488383dbb460ac4934
clip_53,annotation_53,एक जना युवक र दुईवटा कुकुर,कुकुरसँग बसेको,"सडक, घर, कुकुर",,2026-06-05 10:25:23.256387,4,1ce641cef5f74030bc6116ae3ef81ba4
clip_54,annotation_54,"कालो र सुनौलो कम्बिनेसन भएको चोलो, रङ्गीन छिटको गुन्यू, कम्मरमा पहेँलो पटुका र काँधबाट झुन्डिएको निलो रातो शल लगाएका धेरैजना केटीहरूको समूह छ।","गीतको रमाइलो तालसँगै सबै केटीहरूले आफ्ना दुई हात माथि उठाउँदै, सहज तरिकाले कम्मर मर्काउँदै समूहमा नाचिरहेका छन्।",पृष्ठभूमिमा केही मानिसहरू उभिएको देख्न सकिन्छ,,2026-06-12 08:32:20.983321,5,9fe54b1c20c340b99273b529eb544aa5
clip_55,annotation_55,केटाहरूले निलो र रातो पोशाक लगाएका छन् भने केटीहरूले रङ्गी चङ्गी परम्परागत गुन्यू–चोलो लगाएका छन्,उनीहरू सबै स्टेजको माथिल्लो भागमा लाइन लागेर केटा डान्सरहरूले आफ्नो जोडी केटी कलाकारलाई बोकिरहेका छन्,ठूलो ढुङ्गाको स्टेजको माथि ठूला परम्परागत गौँले धानका घरहरू र बीचमा एउटै आकारको पौवा मन्दिर देखिन्छ,,2026-05-29 17:35:37.569105,5,909b80f5f6a24254870fa8d240d2c89b
clip_56,annotation_56,केटा र केटी,केटा र केटीले हग गरिरहेका छन्,समुन्द्र छ,,2026-06-04 12:06:32.802458,7,7d341e08553a4d668d8aa10243da5387
clip_57,annotation_57,नेपाली पोशाक लगाएको धेरै मानिसहरू,दायाँ र बायाँतिरका केटी र केटाहरूले मुसल उठाएर ओखलीमा धान कुटिरहेका छन् र बीचका दुई जना जिस्किँदै छन्,गाउँको परम्परागत घरको खाममा डोको झुन्डाएको देखिन्छ,,2026-05-29 16:33:54.422600,5,83cbf4185d8a44c6bef2c392e28c727d
clip_58,annotation_58,"खैरो मोटो कपडा, घाँटीमा गलबन्दी बेरेको र लामो कपाल भएको केटा",केटीले केटालाई केही भनिरहँदा केटाले टाउको हल्लाइनँ भनेर इशारा दियो।,ठूलो लेउ लागेको ढुङ्गा,,2026-06-01 10:57:59.181652,5,b1f2b780aedb42b7bbd0a26b120f41d0
clip_59,annotation_59,केटीले रातो साडी र ब्लाउज लगाएकी छे अनि केटाले कोट प्यान्ट लगाएको छ,तोरी बारीको बीचमा दुई जना रोमान्टिक पोज दिँदै शुटिङ गरेको,चारैतिर पहेंलो तोरीका फूलहरू फुलेकोले दृश्य एकदम लोभ लाग्दो छ,,2026-06-12 07:16:53.211031,5,df7ab18d65194eedb6011fbbb0f2464e
clip_60,annotation_60,आधुनिक पोशाक लगाएकी एक जना युवा महिला सिँढीको माथिल्लो भागमा उभिएकी देखिन्छिन्,आफ्नो हात फैलाएर नाचिरहेकी छिन्,गुम्बाजस्तो देखिने कलात्मक भवनको खुला परिसर छ जहाँ एउटा सिंहको मूर्ति र रेलिङसहितको सेतो सङ्गमरमर सिँढी देखिन्छ,,2026-06-12 10:19:49.062137,6,ba29b2c191b24be2809a455d2b9c7827
clip_61,annotation_61,एक नेपाली युवक र युवती,"उभिँदै, हेर्दै","मकैका बोटहरू, पीपलको रूख, आकाश, नदी",,2026-06-05 10:15:53.566844,4,1e608179ef9f49288a5c3b58706359d5
clip_62,annotation_62,"निधारमा रातो टिका, कानमा घुम्का, आँखामा गाजल, रातो चोलो र कपाल बाटेकी एक सुन्दर केटी।",हातमा लालीगुराँस थामेर निकै दुखी अभिव्यक्ति दिइरहेकी,पृष्ठभूमि धमिलो भएको कारण पछाडि खासै केही नदेखिए पनि एउटा पहाडको बीचमा सवारी साधन गुड्ने बाटो देखिन्छ,,2026-06-12 08:09:19.040622,5,fc56054b98014c9fa61625e39a8e8d35
clip_63,annotation_63,डोको,हात टाउकोमा राखेर नाचेको,घरका मान्छेहरू बसेको,,2026-05-30 05:15:32.858460,7,6785e7a43c3d44b0a713edaa3280b0e6
clip_64,annotation_64,एउटी महिला र एउटा पुरुष,नाच्दै छन्,"घर, निलो बादल लागेको आकाश",,2026-06-12 10:41:50.399737,4,9556bb7b962c41b0a6fb986b4f9acd55
clip_65,annotation_65,होटलभित्र केही मानिसहरू,होटलको साउजीलाई एउटा गिलास स्थानीय मागिरहेको,"एउटा सानो होटल जहाँ टेबल, फ्रिज देख्न सकिन्छ",,2026-06-04 18:20:28.937807,5,339ce26468804678a1148851adc57ac3
clip_66,annotation_66,खुकुला कालो कपाल र आधुनिक पोसाक लगाएकी एक महिला,मुस्कुराउँदै नाचिरहेकी,लुम्बिनीको विश्व शान्ति स्तूपको सेतो सरङ्ग्रचना र ठीक पछाडि बौद्ध लिपि कुँदिएको सुनौलो रङको उभिएको बुद्धको मूर्ति सजिएको,,2026-06-12 10:13:50.704754,6,fbebf9e86d884102a5b1c79b1ea18adc
clip_67,annotation_67,मानिसहरू,केटाले केटीलाई हेरेर हाँसिरहेको छ,डोकोहरू छन्,,2026-06-03 17:57:25.086977,7,2ccd2a57d0304bc3b29fadcee9e5028c
clip_68,annotation_68,एक जना युवक,उफ्रिंदै भाग्दै,जून लागिरहेको बादल लागेको आकाश रातिको समय झरी,,2026-06-05 10:23:20.274325,4,b9f867f35f89472f9817093c5b150c1d
clip_69,annotation_69,एउटा रातो साडी र कानमा ठूला झुम्का लगाएकी सुन्दर केटी,सुन्दर केटीलाई देखेर केटा खुसी हुँदै छ,तिहारमा जस्तो पछाडि पहेंलो बत्ती बलिरहेको छ,,2026-06-02 07:43:39.997981,5,dc68860759c94412afd807ca911f491c
clip_70,annotation_70,एक जना युवक,खाँदै जरा समात्दै,ढोका रूखको जरा,,2026-06-05 10:06:02.660841,4,7b00d3d656584c35ac169d9eaf7dcaf6
clip_71,annotation_71,केही मानिसहरू घरको आँगामा बसिरहेका र एउटा केटा र एउटी केटी बाटोमा देखिएको,रातो इस्टकोट लाउने केटाले खाम हल्लाउँदै छ भने निलो ब्लाउज र रातो साडी लगाएकी केटीले कपाल मिलाउँदै,रातो माटोको घरको ढोका बन्द छ,,2026-05-29 09:58:23.389104,5,558f951ab73c4557a428512cf20b6514
clip_72,annotation_72,रातो सारी लगाएकी केटी र निलो कपाल र कानमा सूर्यमुखी फूल लगाएको एउटा केटो,केटो दम्फु बजाउँदै,तोरी बारीमा तोरी फुलेको,,2026-06-04 12:20:15.567323,5,44e562c9a5d143ad8368ca4af17e3272
clip_73,annotation_73,निलो हाफ ज्याकेट फूल स्लिभ्स पान्ट र जुत्ता लगाएको एउटा केटो,अरूको बाल मतलब नगरी मस्त आफ्नै सुरमा रमाएर नाँच्दै,इँटाले बनाएको घर जहाँ धेरै काठका ज्यालहरू,,2026-06-04 18:17:54.954970,5,ecd8f42bb2f041978df6c5e52c314a22
clip_74,annotation_74,सानो स्कुटर सेतो कुकुर र एउटा युवा केटा,स्कुटरको टोकरीमा कुकुर राखेर साह्रै रमाएर स्कुटर चलाइरहेको,सहरको एउटा सानो गल्ली,,2026-06-04 18:28:56.316849,5,d5db109f91b8431393bf57c2b67f6f88
clip_75,annotation_75,केटा र केटी,केटा र केटीहरू नाचिरहेका छन्,ब्याकग्राउन्ड नर्तक,,2026-06-04 12:42:24.480576,7,718c94e093b6442d8af952e8f583bc85
clip_76,annotation_76,बाक्लो लुगा र पुरानो लगाएको मोटो बुट लगाएका मानिसहरू तालको किनारमा,एउटा केटा र केटी दाउरा बोकेर तालको किनार नजिक हिंडिरहेको र दाउरा राखेर केटीले तालमा हात धुनुपरेको देखिन्छ,ठूला ठूला हरिया रूखहरूको अगाडि एउटा ताल,,2026-06-01 11:04:51.921678,5,dbb3b56b7ed64023ad5e6df92e6503dd
clip_77,annotation_77,फ्रेममा अभिनेता र अभिनेत्रीलाई क्याजुअल आधुनिक लुकमा देखाइएको छ,अभिनेत्री परेवा उडिरहेको देखेर रमाइरहेकी र अभिनेता पछाडिबाट हिंड्दै आइरहेको,पछाडिको दृश्य कुनै ठूलो बजारको जस्तो देखिन्छ जहाँ कपडाहरू बेच्न राखेको,,2026-06-12 08:03:55.187696,5,3a921fe18ce24c5cb6c3e4a22fc0ee00
clip_78,annotation_78,लामो कपाल रातो रङको सर्ट र तल निलो जिन्स लगाएको एउटा युवा,ठूलो ढुङ्गामा ध्यान लगाएको एउटा युवक तल गाउँतिर हेरेर भावुक हुँदै गीत गाइरहेको,चारैतिर अग्ला हरियाली पहाड र फेदमा एउटा सानो गाउँ जस्तो घरहरू देखिएको,,2026-06-12 20:44:28.027794,5,cc4130450f7147d8a679219c2862fb65
clip_79,annotation_79,सुकेको घाँसको चौरमा एउटा खैरो रंगको कुर्ची राखेको,कुर्ता सुरुवाल लगाएकी केटी हिँड्दै,रुखको वरिपरि रंगीचंगी पताकाहरू झुण्ड्याएको,,2026-06-04 12:22:29.296873,5,2ec9b3257f62401bb79417944cb80e40
clip_80,annotation_80,चम्किलो वेस्टर्न पोशाक लगाएको,एउटा सुन्दर केटी कपाल उडाउँदै पछाडि फर्केको,नीलो रंगको पर्दा अगाडि एउटा गाडी,,2026-06-04 12:44:48.555932,5,f282c35ef161461a855c1a31834e83e1
clip_81,annotation_81,एउटा महिला र एउटा पुरुष,नाच्दै छन्,"रातो रंगको घर, निलो आकाश",,2026-06-12 10:42:39.876429,4,2aef93b517184554b0d3464d16bcec7f
clip_82,annotation_82,च्यातिएको लुगा लगाएको नेपाली युवक,सुत्दै,कट्टु लगाएको एउटा सानो केटा सरसफाइ गर्दै,,2026-06-05 09:52:16.252067,4,7521076996534aaaa3e12a55244ef4d4
