clip_id,start_time,end_time,duration,scene_index,annotation_count,is_active,clip_created_at,source_video_id,youtube_url,youtube_video_id,title,status,source_created_at,processed_at
clip_11,44.375,47.917,3.542,9,1,1,2026-05-29 09:27:40.203733,0ad31694a712418a834f4b7f760061be,https://youtu.be/zsTjVCaOWw8?si=68kRjEzaXQnOX7B3,zsTjVCaOWw8,Bhagyamaani - The Hulaki | Official Music Video |  भाग्यमानी,done,2026-05-29 09:25:42.493333,2026-05-29 09:27:40.212021
clip_12,131.72,140.48,8.76,49,1,1,2026-05-29 08:44:04.087424,de79efe7d9734056b1305ea7cf253771,https://youtu.be/HAcLoqZO-Z0?si=gJN6bPj55VOf03x6,HAcLoqZO-Z0,Sushant KC - Bardali ft. Indrakala Rai (Official Music Video),done,2026-05-29 08:40:50.888193,2026-05-29 08:44:04.097547
clip_13,112.375,115.708,3.333,57,1,1,2026-05-29 10:10:42.650632,1c604be1b72948b0962a1362b627cbaa,https://youtu.be/XVCf-FI3-kE?si=n3uXxsuHyggxshjZ,XVCf-FI3-kE,"""मन साईली"" Man Saili - Prashant Tamang | Keki Adhikari | Official Music Video | Nepali Song",done,2026-05-29 10:09:53.799448,2026-05-29 10:10:42.657546
clip_14,106.167,110.208,4.042,44,1,1,2026-05-29 06:57:23.795773,c1de4cfe6dc444bf9cddf68587d07eff,https://youtu.be/a7SrELch4_I?si=2BVtTBRBTeaWMQf2,a7SrELch4_I,Ekdev Limbu - Chameli [Official Music Video],done,2026-05-29 06:55:12.860827,2026-05-29 06:57:23.813093
clip_15,115.6,120.52,4.92,41,1,1,2026-05-29 09:02:36.398179,5f0a8b344e87489ca96671a3dd5d261f,https://youtu.be/-Rzp19Fpmuc?si=IgZa5B5wozjP-uWT,-Rzp19Fpmuc,Budho Bhaiyo - The Firantee | Nepali Song | Official Music Video 2025,done,2026-05-29 09:00:46.698706,2026-05-29 09:02:36.404148
clip_16,92.72,101.64,8.92,47,1,1,2026-05-29 09:01:36.247043,df1eae5bd6314ec6ae6370f004030270,https://youtu.be/kJTgA-aBwZA?si=3pLRs5uuf41bpAec,kJTgA-aBwZA,Wangden Sherpa & @Sushant_Ghimire  - Jun Na Heri [Official Video] ft. Roneeshma Shrestha,done,2026-05-29 08:59:02.838366,2026-05-29 09:01:36.254631
clip_17,171.254,176.927,5.672,85,1,1,2026-05-29 10:14:56.927022,29a14be8303c43f7b3066519f4c3ea68,https://youtu.be/90F3yetBUbo?si=QNSy647NAYBVFD0Z,90F3yetBUbo,"Simple Simple Kanchhi Ko | ANDAJ Nepali Movie Official Song | Rekha Thapa, Jiban Luitel | Dipak",done,2026-05-29 10:12:45.846745,2026-05-29 10:14:56.935688
clip_18,42.918,48.215,5.297,27,1,1,2026-05-29 10:14:56.927022,29a14be8303c43f7b3066519f4c3ea68,https://youtu.be/90F3yetBUbo?si=QNSy647NAYBVFD0Z,90F3yetBUbo,"Simple Simple Kanchhi Ko | ANDAJ Nepali Movie Official Song | Rekha Thapa, Jiban Luitel | Dipak",done,2026-05-29 10:12:45.846745,2026-05-29 10:14:56.935688
clip_19,98.875,108.875,10.0,16,1,1,2026-05-29 10:16:17.687713,566424dd77e840919b0bd4df8e1b70fc,https://youtu.be/eGPJjtvXAiM?si=o3xaQIQ95Nh2avXt,eGPJjtvXAiM,"Kehi Kadam - Full Video Song | Nepali Movie BATO MUNIKO PHOOL 2 Song | Yash Kumar, Jaljala Pariyar",done,2026-05-29 10:14:28.430664,2026-05-29 10:16:17.693539
clip_20,96.667,106.667,10.0,9,1,1,2026-05-29 08:43:25.361223,6d92a53026f34a778c5b9c734a72d2d6,https://youtu.be/JqZ7Owwt2Cw?si=3I1hY2iO4oZdrEHi,JqZ7Owwt2Cw,Kafle [काफ्ले] Movie Song [ऊनको स्वीटर] Jhuma Limbu | Sujan Chapagain | In Cinemas Baisakh 26/May 09,done,2026-05-29 08:41:14.025993,2026-05-29 08:43:25.373321
clip_21,96.5,100.292,3.792,34,1,1,2026-05-29 08:49:11.851664,6528b3303a544ff78a48dd18700c3110,https://youtu.be/49l3WFQe0Q4?si=cVRJAnQ4WykDH7x0,49l3WFQe0Q4,"PHOOL HOINA - ""ROSE"" Movie Song || Pradeep Khadka, Miruna Magar || Pratap Das, Prabisha Adhikari",done,2026-05-29 08:45:55.072146,2026-05-29 08:49:11.862036
clip_22,33.208,36.375,3.167,6,1,1,2026-05-29 09:27:40.203733,0ad31694a712418a834f4b7f760061be,https://youtu.be/zsTjVCaOWw8?si=68kRjEzaXQnOX7B3,zsTjVCaOWw8,Bhagyamaani - The Hulaki | Official Music Video |  भाग्यमानी,done,2026-05-29 09:25:42.493333,2026-05-29 09:27:40.212021
clip_23,98.0,101.375,3.375,40,1,1,2026-05-29 06:57:23.795773,c1de4cfe6dc444bf9cddf68587d07eff,https://youtu.be/a7SrELch4_I?si=2BVtTBRBTeaWMQf2,a7SrELch4_I,Ekdev Limbu - Chameli [Official Music Video],done,2026-05-29 06:55:12.860827,2026-05-29 06:57:23.813093
clip_24,200.117,205.414,5.297,77,1,1,2026-05-29 09:01:52.668731,f5245afc38514c1aaa51a75833b7b84d,https://youtu.be/2mjx95RGtxQ?si=yWggcqBAner5PUc-,2mjx95RGtxQ,"Kehar Sing Limbu - Sarara Sarara Official Music Video ft.Nimesh Thapa, Losina Shakya | Kehar& Lunga",done,2026-05-29 08:59:46.046935,2026-05-29 09:01:52.675391
clip_25,89.625,97.625,8.0,25,1,1,2026-05-29 06:58:03.063561,3975d5e40caa4ec781024cc2f8974f48,https://youtu.be/jWOsgaebblE?si=1Ik9cjilLT1RUba8,jWOsgaebblE,"Nyauli Banaima || BARISTHA BALARAM || Movie Official Song 2025 || Bijay Baral, Samriddhi Aryal",done,2026-05-29 06:55:39.728272,2026-05-29 06:58:03.070002
clip_26,46.5,50.208,3.708,16,1,1,2026-05-29 08:49:49.913356,1d131081f3894ac2abe84ef9fdbb3fc0,https://youtu.be/xIZISD1JqoQ?si=5kODx8JowIw-JVIp,xIZISD1JqoQ,Sailo Ma Charghare『Official Music Video』- Bishwo Dong || Ft. Alisha Rai | Bijay Dong | Sushil Waiba,done,2026-05-29 08:45:36.372401,2026-05-29 08:49:49.919132
clip_27,250.375,259.833,9.458,69,1,1,2026-05-29 06:58:03.064109,3975d5e40caa4ec781024cc2f8974f48,https://youtu.be/jWOsgaebblE?si=1Ik9cjilLT1RUba8,jWOsgaebblE,"Nyauli Banaima || BARISTHA BALARAM || Movie Official Song 2025 || Bijay Baral, Samriddhi Aryal",done,2026-05-29 06:55:39.728272,2026-05-29 06:58:03.070002
clip_28,71.042,74.875,3.833,5,1,1,2026-05-29 08:43:25.361223,6d92a53026f34a778c5b9c734a72d2d6,https://youtu.be/JqZ7Owwt2Cw?si=3I1hY2iO4oZdrEHi,JqZ7Owwt2Cw,Kafle [काफ्ले] Movie Song [ऊनको स्वीटर] Jhuma Limbu | Sujan Chapagain | In Cinemas Baisakh 26/May 09,done,2026-05-29 08:41:14.025993,2026-05-29 08:43:25.373321
clip_29,104.042,110.542,6.5,30,1,1,2026-05-29 06:57:49.097964,cb6b6e644578411aa9d553d2f3a8f28d,https://youtu.be/EApB0e646Nk?si=mPyPNZHTRZxuc6ox,EApB0e646Nk,"DOKO BUNNE (Official Song) | KUMARI Movie | Keher Limbu | Abishek Khadka, Aakriti Rajbhandari",done,2026-05-29 06:55:58.881431,2026-05-29 06:57:49.107040
clip_30,45.462,50.634,5.172,17,1,1,2026-05-29 09:01:52.661556,f5245afc38514c1aaa51a75833b7b84d,https://youtu.be/2mjx95RGtxQ?si=yWggcqBAner5PUc-,2mjx95RGtxQ,"Kehar Sing Limbu - Sarara Sarara Official Music Video ft.Nimesh Thapa, Losina Shakya | Kehar& Lunga",done,2026-05-29 08:59:46.046935,2026-05-29 09:01:52.675391
clip_31,66.44,74.64,8.2,54,1,1,2026-05-29 10:15:23.402670,d3d0acae17f044f1a996b044c4029ed1,https://youtu.be/A0GOxBvHNNg?si=K9CfqGAJ315ICyWo,A0GOxBvHNNg,Man Magan – Deepak Bajracharya | New Nepali Song | Official Music Video,done,2026-05-29 10:12:25.806959,2026-05-29 10:15:23.407966
clip_32,48.215,52.886,4.671,28,1,1,2026-05-29 10:14:56.927022,29a14be8303c43f7b3066519f4c3ea68,https://youtu.be/90F3yetBUbo?si=QNSy647NAYBVFD0Z,90F3yetBUbo,"Simple Simple Kanchhi Ko | ANDAJ Nepali Movie Official Song | Rekha Thapa, Jiban Luitel | Dipak",done,2026-05-29 10:12:45.846745,2026-05-29 10:14:56.935688
clip_33,156.042,163.667,7.625,46,1,1,2026-05-29 06:58:03.064109,3975d5e40caa4ec781024cc2f8974f48,https://youtu.be/jWOsgaebblE?si=1Ik9cjilLT1RUba8,jWOsgaebblE,"Nyauli Banaima || BARISTHA BALARAM || Movie Official Song 2025 || Bijay Baral, Samriddhi Aryal",done,2026-05-29 06:55:39.728272,2026-05-29 06:58:03.070002
clip_34,38.917,42.042,3.125,17,1,1,2026-05-29 10:10:42.650632,1c604be1b72948b0962a1362b627cbaa,https://youtu.be/XVCf-FI3-kE?si=n3uXxsuHyggxshjZ,XVCf-FI3-kE,"""मन साईली"" Man Saili - Prashant Tamang | Keki Adhikari | Official Music Video | Nepali Song",done,2026-05-29 10:09:53.799448,2026-05-29 10:10:42.657546
clip_35,235.902,245.902,10.0,93,1,1,2026-05-29 09:01:52.668731,f5245afc38514c1aaa51a75833b7b84d,https://youtu.be/2mjx95RGtxQ?si=yWggcqBAner5PUc-,2mjx95RGtxQ,"Kehar Sing Limbu - Sarara Sarara Official Music Video ft.Nimesh Thapa, Losina Shakya | Kehar& Lunga",done,2026-05-29 08:59:46.046935,2026-05-29 09:01:52.675391
clip_36,0.0,10.0,10.0,0,1,1,2026-05-29 10:19:12.829202,25fe750a1bb849a0b6d928387418f5aa,https://youtu.be/cCxjAMIB0-k?si=JIx-gx4Y9BvmLqVT,cCxjAMIB0-k,Parkhaima - Raju Lama (Mongolian Heart) | Official Video | Iconic Nepali Pop Song | Music Nepal,done,2026-05-29 10:16:09.590108,2026-05-29 10:19:12.836263
clip_37,204.28,211.24,6.96,62,1,1,2026-05-29 09:02:36.398179,5f0a8b344e87489ca96671a3dd5d261f,https://youtu.be/-Rzp19Fpmuc?si=IgZa5B5wozjP-uWT,-Rzp19Fpmuc,Budho Bhaiyo - The Firantee | Nepali Song | Official Music Video 2025,done,2026-05-29 09:00:46.698706,2026-05-29 09:02:36.404148
clip_38,109.208,115.167,5.958,28,1,1,2026-05-29 09:27:40.203733,0ad31694a712418a834f4b7f760061be,https://youtu.be/zsTjVCaOWw8?si=68kRjEzaXQnOX7B3,zsTjVCaOWw8,Bhagyamaani - The Hulaki | Official Music Video |  भाग्यमानी,done,2026-05-29 09:25:42.493333,2026-05-29 09:27:40.212021
clip_39,37.75,42.042,4.292,9,1,1,2026-05-29 08:48:04.633695,5aa8d52aaa864b1db52372343f8de3ce,https://youtu.be/p7wDS1VV3n4?si=2nH1sAIu8tzbl1Yv,p7wDS1VV3n4,"RUKUM MAIKOT - New Nepali Movie khusma Song 2024 | Ft. Dhiraj Magar, Upasana Singh Thakuri",done,2026-05-29 08:42:48.330387,2026-05-29 08:48:04.649851
clip_40,118.167,122.375,4.208,33,1,1,2026-05-29 06:57:49.097964,cb6b6e644578411aa9d553d2f3a8f28d,https://youtu.be/EApB0e646Nk?si=mPyPNZHTRZxuc6ox,EApB0e646Nk,"DOKO BUNNE (Official Song) | KUMARI Movie | Keher Limbu | Abishek Khadka, Aakriti Rajbhandari",done,2026-05-29 06:55:58.881431,2026-05-29 06:57:49.107040
clip_41,202.625,205.875,3.25,74,1,1,2026-05-29 08:49:11.852194,6528b3303a544ff78a48dd18700c3110,https://youtu.be/49l3WFQe0Q4?si=cVRJAnQ4WykDH7x0,49l3WFQe0Q4,"PHOOL HOINA - ""ROSE"" Movie Song || Pradeep Khadka, Miruna Magar || Pratap Das, Prabisha Adhikari",done,2026-05-29 08:45:55.072146,2026-05-29 08:49:11.862036
clip_42,225.142,228.812,3.67,89,1,1,2026-05-29 09:01:52.668731,f5245afc38514c1aaa51a75833b7b84d,https://youtu.be/2mjx95RGtxQ?si=yWggcqBAner5PUc-,2mjx95RGtxQ,"Kehar Sing Limbu - Sarara Sarara Official Music Video ft.Nimesh Thapa, Losina Shakya | Kehar& Lunga",done,2026-05-29 08:59:46.046935,2026-05-29 09:01:52.675391
clip_43,74.167,80.542,6.375,10,1,1,2026-05-29 10:16:17.687713,566424dd77e840919b0bd4df8e1b70fc,https://youtu.be/eGPJjtvXAiM?si=o3xaQIQ95Nh2avXt,eGPJjtvXAiM,"Kehi Kadam - Full Video Song | Nepali Movie BATO MUNIKO PHOOL 2 Song | Yash Kumar, Jaljala Pariyar",done,2026-05-29 10:14:28.430664,2026-05-29 10:16:17.693539
clip_44,107.024,113.447,6.423,63,1,1,2026-05-29 10:14:56.927022,29a14be8303c43f7b3066519f4c3ea68,https://youtu.be/90F3yetBUbo?si=QNSy647NAYBVFD0Z,90F3yetBUbo,"Simple Simple Kanchhi Ko | ANDAJ Nepali Movie Official Song | Rekha Thapa, Jiban Luitel | Dipak",done,2026-05-29 10:12:45.846745,2026-05-29 10:14:56.935688
clip_45,162.08,165.12,3.04,62,1,1,2026-05-29 08:44:04.087424,de79efe7d9734056b1305ea7cf253771,https://youtu.be/HAcLoqZO-Z0?si=gJN6bPj55VOf03x6,HAcLoqZO-Z0,Sushant KC - Bardali ft. Indrakala Rai (Official Music Video),done,2026-05-29 08:40:50.888193,2026-05-29 08:44:04.097547
clip_46,99.32,107.04,7.72,38,1,1,2026-05-29 08:44:04.087424,de79efe7d9734056b1305ea7cf253771,https://youtu.be/HAcLoqZO-Z0?si=gJN6bPj55VOf03x6,HAcLoqZO-Z0,Sushant KC - Bardali ft. Indrakala Rai (Official Music Video),done,2026-05-29 08:40:50.888193,2026-05-29 08:44:04.097547
clip_47,12.917,22.917,10.0,1,1,1,2026-05-29 10:19:55.508307,5e7eeee8c77747c09605771e55076128,https://youtu.be/5_PvN3RHFb8?si=lC__nt8WBxhzT1Es,5_PvN3RHFb8,SARAK SARAK - D1 ft @Shadowgmusic-Thachani x NAMUNA x PIRTAM | Prod - @iczbeats OFFICIAL M/V,done,2026-05-29 10:16:22.350957,2026-05-29 10:19:55.513195
clip_48,182.125,188.292,6.167,20,1,1,2026-05-29 10:16:17.688229,566424dd77e840919b0bd4df8e1b70fc,https://youtu.be/eGPJjtvXAiM?si=o3xaQIQ95Nh2avXt,eGPJjtvXAiM,"Kehi Kadam - Full Video Song | Nepali Movie BATO MUNIKO PHOOL 2 Song | Yash Kumar, Jaljala Pariyar",done,2026-05-29 10:14:28.430664,2026-05-29 10:16:17.693539
clip_49,17.5,21.0,3.5,8,1,1,2026-05-29 06:58:03.063561,3975d5e40caa4ec781024cc2f8974f48,https://youtu.be/jWOsgaebblE?si=1Ik9cjilLT1RUba8,jWOsgaebblE,"Nyauli Banaima || BARISTHA BALARAM || Movie Official Song 2025 || Bijay Baral, Samriddhi Aryal",done,2026-05-29 06:55:39.728272,2026-05-29 06:58:03.070002
clip_50,107.88,111.92,4.04,59,1,1,2026-05-29 10:19:03.523608,5c59b3cb33d14cdb9ca87fd1b3dcdb66,https://youtu.be/0DHzlmoixtM?si=L4qah35V9Dtn7sHH,0DHzlmoixtM,B-8EIGHT - Maichyang (Official Music Video) Prod by Roman Bajracharya,done,2026-05-29 10:15:53.995422,2026-05-29 10:19:03.534504
clip_51,259.125,262.917,3.792,160,1,1,2026-05-29 10:19:55.508307,5e7eeee8c77747c09605771e55076128,https://youtu.be/5_PvN3RHFb8?si=lC__nt8WBxhzT1Es,5_PvN3RHFb8,SARAK SARAK - D1 ft @Shadowgmusic-Thachani x NAMUNA x PIRTAM | Prod - @iczbeats OFFICIAL M/V,done,2026-05-29 10:16:22.350957,2026-05-29 10:19:55.513195
clip_52,62.083,67.042,4.958,14,1,1,2026-05-29 09:27:40.203733,0ad31694a712418a834f4b7f760061be,https://youtu.be/zsTjVCaOWw8?si=68kRjEzaXQnOX7B3,zsTjVCaOWw8,Bhagyamaani - The Hulaki | Official Music Video |  भाग्यमानी,done,2026-05-29 09:25:42.493333,2026-05-29 09:27:40.212021
clip_53,143.667,146.875,3.208,38,1,1,2026-05-29 09:27:40.203733,0ad31694a712418a834f4b7f760061be,https://youtu.be/zsTjVCaOWw8?si=68kRjEzaXQnOX7B3,zsTjVCaOWw8,Bhagyamaani - The Hulaki | Official Music Video |  भाग्यमानी,done,2026-05-29 09:25:42.493333,2026-05-29 09:27:40.212021
clip_54,30.625,36.292,5.667,11,1,1,2026-05-29 10:12:54.758361,fab4b0ef729943609f60470721f6e5bd,https://youtu.be/EhLOksRnCU0?si=TZgxmsKDLw7CMZVZ,EhLOksRnCU0,"Phool Pati Bhakera || Superhit Song || Nepali Movie BHAROSA Song || Shree Krishna, Dilip, Arunima",done,2026-05-29 10:10:43.244964,2026-05-29 10:12:54.763171
clip_55,130.208,134.75,4.542,39,1,1,2026-05-29 06:58:03.064109,3975d5e40caa4ec781024cc2f8974f48,https://youtu.be/jWOsgaebblE?si=1Ik9cjilLT1RUba8,jWOsgaebblE,"Nyauli Banaima || BARISTHA BALARAM || Movie Official Song 2025 || Bijay Baral, Samriddhi Aryal",done,2026-05-29 06:55:39.728272,2026-05-29 06:58:03.070002
clip_56,41.0,44.083,3.083,11,1,1,2026-05-29 08:49:11.851664,6528b3303a544ff78a48dd18700c3110,https://youtu.be/49l3WFQe0Q4?si=cVRJAnQ4WykDH7x0,49l3WFQe0Q4,"PHOOL HOINA - ""ROSE"" Movie Song || Pradeep Khadka, Miruna Magar || Pratap Das, Prabisha Adhikari",done,2026-05-29 08:45:55.072146,2026-05-29 08:49:11.862036
clip_57,36.792,40.208,3.417,14,1,1,2026-05-29 06:58:03.063561,3975d5e40caa4ec781024cc2f8974f48,https://youtu.be/jWOsgaebblE?si=1Ik9cjilLT1RUba8,jWOsgaebblE,"Nyauli Banaima || BARISTHA BALARAM || Movie Official Song 2025 || Bijay Baral, Samriddhi Aryal",done,2026-05-29 06:55:39.728272,2026-05-29 06:58:03.070002
clip_58,133.583,141.125,7.542,14,1,1,2026-05-29 08:43:25.361223,6d92a53026f34a778c5b9c734a72d2d6,https://youtu.be/JqZ7Owwt2Cw?si=3I1hY2iO4oZdrEHi,JqZ7Owwt2Cw,Kafle [काफ्ले] Movie Song [ऊनको स्वीटर] Jhuma Limbu | Sujan Chapagain | In Cinemas Baisakh 26/May 09,done,2026-05-29 08:41:14.025993,2026-05-29 08:43:25.373321
clip_59,309.042,312.792,3.75,88,1,1,2026-05-29 10:10:06.718973,1d01140843214331abf02b8313e7c460,https://youtu.be/1Iyc2wNHpLs?si=WUCsWJvYwhYZXUnQ,1Iyc2wNHpLs,"Chari Ko Ghar Gudaima Bhaye (HD) - Nepali Movie HAMI TEEN BHAI Song || Rajesh Hamal, Rekha Thapa",done,2026-05-29 10:03:17.472258,2026-05-29 10:10:06.725432
clip_60,147.814,157.814,10.0,77,1,1,2026-05-29 10:14:56.927022,29a14be8303c43f7b3066519f4c3ea68,https://youtu.be/90F3yetBUbo?si=QNSy647NAYBVFD0Z,90F3yetBUbo,"Simple Simple Kanchhi Ko | ANDAJ Nepali Movie Official Song | Rekha Thapa, Jiban Luitel | Dipak",done,2026-05-29 10:12:45.846745,2026-05-29 10:14:56.935688
clip_61,97.292,100.583,3.292,25,1,1,2026-05-29 09:27:40.203733,0ad31694a712418a834f4b7f760061be,https://youtu.be/zsTjVCaOWw8?si=68kRjEzaXQnOX7B3,zsTjVCaOWw8,Bhagyamaani - The Hulaki | Official Music Video |  भाग्यमानी,done,2026-05-29 09:25:42.493333,2026-05-29 09:27:40.212021
clip_62,139.792,144.25,4.458,65,1,1,2026-05-29 10:10:42.650632,1c604be1b72948b0962a1362b627cbaa,https://youtu.be/XVCf-FI3-kE?si=n3uXxsuHyggxshjZ,XVCf-FI3-kE,"""मन साईली"" Man Saili - Prashant Tamang | Keki Adhikari | Official Music Video | Nepali Song",done,2026-05-29 10:09:53.799448,2026-05-29 10:10:42.657546
clip_63,44.708,49.667,4.958,12,1,1,2026-05-29 06:57:49.097436,cb6b6e644578411aa9d553d2f3a8f28d,https://youtu.be/EApB0e646Nk?si=mPyPNZHTRZxuc6ox,EApB0e646Nk,"DOKO BUNNE (Official Song) | KUMARI Movie | Keher Limbu | Abishek Khadka, Aakriti Rajbhandari",done,2026-05-29 06:55:58.881431,2026-05-29 06:57:49.107040
clip_64,138.513,143.56,5.047,72,1,1,2026-05-29 10:14:56.927022,29a14be8303c43f7b3066519f4c3ea68,https://youtu.be/90F3yetBUbo?si=QNSy647NAYBVFD0Z,90F3yetBUbo,"Simple Simple Kanchhi Ko | ANDAJ Nepali Movie Official Song | Rekha Thapa, Jiban Luitel | Dipak",done,2026-05-29 10:12:45.846745,2026-05-29 10:14:56.935688
clip_65,185.2,193.32,8.12,58,1,1,2026-05-29 09:02:36.398179,5f0a8b344e87489ca96671a3dd5d261f,https://youtu.be/-Rzp19Fpmuc?si=IgZa5B5wozjP-uWT,-Rzp19Fpmuc,Budho Bhaiyo - The Firantee | Nepali Song | Official Music Video 2025,done,2026-05-29 09:00:46.698706,2026-05-29 09:02:36.404148
clip_66,117.909,123.457,5.547,67,1,1,2026-05-29 10:14:56.927022,29a14be8303c43f7b3066519f4c3ea68,https://youtu.be/90F3yetBUbo?si=QNSy647NAYBVFD0Z,90F3yetBUbo,"Simple Simple Kanchhi Ko | ANDAJ Nepali Movie Official Song | Rekha Thapa, Jiban Luitel | Dipak",done,2026-05-29 10:12:45.846745,2026-05-29 10:14:56.935688
clip_67,23.25,26.292,3.042,10,1,1,2026-05-29 06:58:03.063561,3975d5e40caa4ec781024cc2f8974f48,https://youtu.be/jWOsgaebblE?si=1Ik9cjilLT1RUba8,jWOsgaebblE,"Nyauli Banaima || BARISTHA BALARAM || Movie Official Song 2025 || Bijay Baral, Samriddhi Aryal",done,2026-05-29 06:55:39.728272,2026-05-29 06:58:03.070002
clip_68,126.958,130.458,3.5,32,1,1,2026-05-29 09:27:40.203733,0ad31694a712418a834f4b7f760061be,https://youtu.be/zsTjVCaOWw8?si=68kRjEzaXQnOX7B3,zsTjVCaOWw8,Bhagyamaani - The Hulaki | Official Music Video |  भाग्यमानी,done,2026-05-29 09:25:42.493333,2026-05-29 09:27:40.212021
clip_69,42.6,45.76,3.16,14,1,1,2026-05-29 08:44:04.087424,de79efe7d9734056b1305ea7cf253771,https://youtu.be/HAcLoqZO-Z0?si=gJN6bPj55VOf03x6,HAcLoqZO-Z0,Sushant KC - Bardali ft. Indrakala Rai (Official Music Video),done,2026-05-29 08:40:50.888193,2026-05-29 08:44:04.097547
clip_70,67.042,70.542,3.5,15,1,1,2026-05-29 09:27:40.203733,0ad31694a712418a834f4b7f760061be,https://youtu.be/zsTjVCaOWw8?si=68kRjEzaXQnOX7B3,zsTjVCaOWw8,Bhagyamaani - The Hulaki | Official Music Video |  भाग्यमानी,done,2026-05-29 09:25:42.493333,2026-05-29 09:27:40.212021
clip_71,27.208,34.958,7.75,8,1,1,2026-05-29 06:57:49.097436,cb6b6e644578411aa9d553d2f3a8f28d,https://youtu.be/EApB0e646Nk?si=mPyPNZHTRZxuc6ox,EApB0e646Nk,"DOKO BUNNE (Official Song) | KUMARI Movie | Keher Limbu | Abishek Khadka, Aakriti Rajbhandari",done,2026-05-29 06:55:58.881431,2026-05-29 06:57:49.107040
