clip_id,annotation_id,subject,action,background_object,note,submitted_at,user_id,task_id
clip_20,annotation_20,Kta ra kt,Kta ra kt sangai hidiraxan,Jungle cha,,2026-06-03 18:04:30.836809,7,739c661b0a7349cf982b73aa76f9c6f0
clip_21,annotation_21,Kta ra kt,Kta le kt ko haat samatiraxa,Pahad,,2026-06-04 12:08:40.694713,7,3b11768e9bd1499690d7ad5ff5bde397
clip_22,annotation_22,chyatteko luga lagayeko ek manchhe,fohor tipdai,"dhunga vayeko bato, pulmuni ko xetra, jhadibuti, fohor",,2026-06-05 09:56:47.916995,4,a96a74e5aa7c469da2d579768fe9755e
clip_23,annotation_23,pokhari ko cheu ma keti ubiyeko,keti ley camera bata photo khicheko,hari ghas ko najik eauta pokhari,,2026-05-29 08:51:12.240291,5,115da308778342078b92e33cd83791cf
clip_24,annotation_24,Moto luga lagako gau ghar ka manxey haru,Manxey haru ghau ghar ka thula bada lai namaste gardai aagadi hideko,Sano purano ghar ko aagadi steel ley baneko ra depchi ra aago balna rakheko sukeko daura,,2026-06-04 17:53:11.342455,5,4b50d33cde8a4c12bd7337b56633d0c2
clip_25,annotation_25,Kta,Kta nachiraxa ani kt lai dekhairaxa,Dancer haru,,2026-06-03 17:58:15.739371,7,218627668f4e4cebb69dc71fcb2dca44
clip_26,annotation_26,Magar posak lagayeka kta haru,Hath ma damphu lidai gaudai gareko,Ghar ko aagan,,2026-06-04 12:28:10.268799,5,c185f749ee534b2181bf37214359320b
clip_27,annotation_27,Kausi ko bhui ma paramparagat mato ley banako bhada haru chhan,Neplai posak layeko eauta kt laii euata kta ley pacchaudai ramailo gari raheko,Paramparagat Kath ra dhunga ko dhacha jana paral ani farsi jhundako chha,,2026-05-29 18:12:09.512067,5,92c12f7319d240e0b8cbaab72860401d
clip_28,annotation_28,Kath ko ghar mathi eauta moto khaiyo rang ko coat lagako eauta manxey,Eauta manxey kath ko ghar mathi killa thokdai chha. Killa thokdai garda usko dhayan eauta sundar keti tarfa gayera usle hatauda ley aafno hath ma hanyo,Eakdamai chiso vayera hussu lagera dekhincha,,2026-05-29 19:17:59.812272,5,752795ae36e94e56bee77050b4b8e2c4
clip_29,annotation_29,koi manxey haru ghar ko peti ma basi raheko ra koi vane ubiyeko,ek jana kta ra keti chati ma hath rakhera nachdai,thulo aagan ko ori pari ghar ko bhittama makai ra tuki jhundako,,2026-05-29 10:29:58.231441,5,ce37b6ce3a604fdb9aecac2875096b68
clip_30,annotation_30,Manche,Manche haru xaan,Ghar haru cha,,2026-06-04 12:47:03.412126,7,b6a8b58064a04d069fc239f658697a10
clip_31,annotation_31,newari pahiran lagayeko ek purush rato galbandi lagayeko,gaudai ra nachdai,"newari pahiran lagayeki mahila haru, dhaka topi lagayeka purush sarangi ra madal bajaudai, paral ko muthio",,2026-06-12 11:13:39.223896,4,b5c1d0fa3503442f87517e8446a68db2
clip_32,annotation_32,Eauto choto luga lagayeko modern keti,Camera ma farkera nachdaii garekoo,Mathi rato itta ley chayeko ani teshlai support garna seto rang ko dherai pillar haru,,2026-06-12 10:05:42.102747,5,75896b418e624dae9bad51b2df5b1f6e
clip_33,annotation_33,Kta ra kt,Kta ra kt le haat samatera nacheko,Doko ani background dancer har chan,,2026-06-03 17:59:18.925621,7,138d029c3fe147ad9dc6f144364d1a0c
clip_34,annotation_34,"Nilo phool ko butta (fulbutte) vayeko cholo, hath ma hariyo chura, sir ma sirbandi ani ghati ma kantha lagayeki eauti sundar keti",Nayika camera ko agadi basera geet ko thik bhavana anusar acting gardai chhin,"Yo video euta indoor studio set bhitra khichiyeko chha, jahan pachadi patti ekdam chamkilo ra plain nilo rangako bhitta chha.",,2026-06-12 07:26:12.030853,5,54bec2e16f624de98db02140ab79ccde
clip_35,annotation_35,"Purano (dhunga, mato, kath and tin ley chayeko) ghar haru",Khada lagayera bidai gari raheko,Thula heu pareka himal ani agla pahadh haru,,2026-06-04 17:57:36.750179,5,03b07804aa584acb974b194fc20f2fdd
clip_36,annotation_36,Tala nelo jeans and seto full sleeves lagayeko eauta keto pahadh ko bhir ma ubidaii,Sundar drishya dekhera keto ley hath failaudai tauko ma rakheko,Saundr aagla hariyali vayeko pahadh lai kuhiro ley dhakeko dekhinchha,,2026-06-12 20:39:11.631672,5,c49755f06bf144afa6ea60653f53122c
clip_37,annotation_37,Eauta varkhar ko yuba,Ek pack raksi ghampye hanera keto mukh bigardai,Sano thau vayeko bhatti,,2026-06-04 18:25:36.470990,5,aaa38871ba824ede99223bb004f020ed
clip_38,annotation_38,ek nepali yuwak ra mahila,"phul shir ma lagaudai, hasdai","jhari, aakash",,2026-06-05 10:19:32.850678,4,015b9206d0f740f7b67b3ebc0885178f
clip_39,annotation_39,Manxey haru vela vaxan kunai mohatsab ko tayari,Manxey haru golo ghera banayera nachi raheko dekhinchha,Chaur ma hariyo ghas dekheko,,2026-06-02 15:35:34.849838,5,21509ef0339a4e0a874bac7cd08e8312
clip_40,annotation_40,Book,Kta le book ko pana paltako cha,Bhitta,,2026-05-30 05:20:51.815773,7,b591be5633954056922a7cb5e48bb346
clip_41,annotation_41,Kta,Kta hidiraxa,Snow,,2026-06-04 12:12:12.254441,7,ecd2eacfea3545779f55e9dfba8a084a
clip_42,annotation_42,Agla pahadh haru,The scene is chnaging,Himal ko mathi badal haru,,2026-06-04 17:55:11.175011,5,cc2db378a1034e72b189d1e91af4a763
clip_43,annotation_43,Nilo shirt and bhitra seto shirt lagakeo eauta yubak jasley tauko ma rumal badheko,Nilo rangko putali udera yubak ko hath ma bashxa ani yubak ley mukh bata sano suskera falera putali udhxa,Kunai aglo thau bata khicheko view. Pachhadi aglo phadh ani pahadh ma kei manxey ko basti (ghar haru) dekhinchha,,2026-06-12 12:48:27.293903,5,559f396f34014cab8563db2e0cb32577
clip_44,annotation_44,Stupa ko aagadi eauta itta ley baneko platform ma khali khutta ma eauta modern keti,Nachdai gareko,Pacchhdi eauta seto stupa chha. Stupa ko mathi ra bich ma sunaula rang ko murti ani gajur chaa. Stupa chadhna ko lagi dherai sidhi haru chhan.,,2026-06-12 10:09:29.157360,5,3f3ebc3638b142f2a6f782ff39b7de52
clip_45,annotation_45,Farak rangg ko posak lagako kta ra keti haru.,Kta ra keti haru hath hallaudai nachdai chhan.,Paxadi ghar to tham lai paheko phool ley sajayeko.,,2026-06-02 08:03:25.835580,5,f3a9a61cde034e16b8ce37caf4ab9a3b
clip_46,annotation_46,Hari feka ranko sarre lagako keti sarai ramri dekheko,"Keti ley keta ko hath samatera, tanera dubai jana nachdai gareko dekhinchhA",Paxadi tihar ko jasto sayapatri mala jhundako ani paheko batti boli raheko,,2026-06-02 07:53:15.614201,5,be34aac1f81c4db5bcfed6ec5c7e5058
clip_47,annotation_47,aauta table mathi rakha ko Varga aakar ko  tv ra tes bitra aauta kt,aauta kt tyo tv bitra basara gen-z aandholan ko bara ma vandai,aauta kalo bittha,,2026-06-14 15:20:47.523304,1,0920ff34ef0d4c678c868571dd789b13
clip_48,annotation_48,Keti ley haryo rangako sleeveless top ra rangeen skirt jasto casual modern dress lagayeki chin. Unile geda-geda bhayeko saanskritik necklace (mala) pani lagayeki chin.,"Keti ley tyo baara (fence) ko cheuma ubhiyeraw, camera patti herera ramilo sanga hasdai, afno kapaal milaune ra laaj mandai geetko taal ma jhumraheki dekhinchhin.",Purai rati ko bela aagadi ra pachadi patti dherai jaso seto rangaka golakar paper lanterns haru baliraheka dekhinchhan.,,2026-06-12 13:04:44.544259,5,a9af1737a18b451dacd255eedbcc1f41
clip_49,annotation_49,"Nepali parampargat posak (daura surwal, iskot, dhaka topi, ra guniu-cholo) lagayeka dherai manis haru","Manis haru doko bokdai, supo hamkaudai ra paral milaudai dekhinchha","Gaunko parampagat jhayal ra dhunga-mato ley banako ghar, kausima doko ra makai jhundako, ra mathillo bhaag ma haryali danda ra makai bari dekhincha",,2026-05-29 16:25:57.153986,5,ece87d1bc4584417a8e7f2f48848afd0
clip_50,annotation_50,"Eauta handsome keta jasle chamkilo nilo rangako chuba, kaalo pant, chasma, ra kmar ma Kipat (traditional belt) badheko chhan.",Energetic rupa ma lip-syncing ra dance gardai aafno haatle chhathi ma chhune ra pahaad patti isara gardai,"Drishya ma dhunga ra matole baneko purano ghar ra tesko bhatkieko chhat dekhinchha, jahan thora buddhism ko jhanda pani badhiyeko chha. Pachadi patti nanga pahaad ra saeto badal bhayeko khulla aakash chha.",,2026-06-12 16:18:48.523553,5,ebcecae8cca04c98af0bda562777066d
clip_51,annotation_51,"Tin jana yuwa haru, jas madhye agadi ko ek jana yuwa le churot samateko cha","Ek jana yuwa churot tandai cha, aru yuwa haru usko cheu ma ubhiyera tala tira herdai chan",Itta ko bhitta ra rangin batti bhayeko bhitra ko party jasto thau,,2026-07-11 05:10:56.296659,4,b4b018af507c45af8ed954951c671ab8
clip_52,annotation_52,ek jana yuwak,khadai,"dhoka,jhari",,2026-06-05 10:05:16.368539,4,f205d27f004f44488383dbb460ac4934
clip_53,annotation_53,ek jana yuwak ra dui ota kukur,kukur sanga baseko,"sadak, ghar, kukur",,2026-06-05 10:25:23.256387,4,1ce641cef5f74030bc6116ae3ef81ba4
clip_54,annotation_54,"Kalo ra sunulo combinations bhayeko cholo, rangeen chhitko guniu, kammar ma piyelo patuka, ra kaadh dekhi jhundiyeko nilo raato shawl lagayeka dheraijana keti haru ko samuha chha.","Geet ko ramilo taal sangai sabai keti harule afno dui haat mathi uthaudai,smooth way ma kammar markaudai samuha ma gariraheka chhan.",Backgound ma kehi manish haru unbiyeko dekhna sakinxa,,2026-06-12 08:32:20.983321,5,9fe54b1c20c340b99273b529eb544aa5
clip_55,annotation_55,Keta harule nilo ra red posak lagayeka chan bhane keti harule rangi changi parampargat guniu-cholo lagayeki chan,Uniharu sabai siryani ko mathillo bhaag ma line lagera keta dancers harule aafno jodi keti kalakar lai boki-raheka,Thulo dhunga ko siryani  ko mathi thulo parampargat gaunle dhancha ka ghar haru ra bichma eutai aakar ko pauwa mandir dekhinchha,,2026-05-29 17:35:37.569105,5,909b80f5f6a24254870fa8d240d2c89b
clip_56,annotation_56,Kta ra kt,Kta ra kt le hug gariraxan,Samundra cha,,2026-06-04 12:06:32.802458,7,7d341e08553a4d668d8aa10243da5387
clip_57,annotation_57,Neplai posak lagako dheraii manis haru,Daya ra baya tira ko keti ra keta ley musal uthayera okhli ma dhaan kutne ra bich ko dui jana jiskidai chhan,Gaunko parampargat ghar ko khamba ma doko jhundako dekhinchha,,2026-05-29 16:33:54.422600,5,83cbf4185d8a44c6bef2c392e28c727d
clip_58,annotation_58,"Khairo moto kapada , ghati ma galbandi bereko ra lamo kapal vako kta",Keti ley kta laii keii vandai garda kta leyy tauko hallai nai vanera isara diyo.,Thulo leu lako dhunga,,2026-06-01 10:57:59.181652,5,b1f2b780aedb42b7bbd0a26b120f41d0
clip_59,annotation_59,Keti ley rato saree and blouse ani keta ley coat pant lagako,Tori bari ko bich dui jana romantic pose didai shooting gareko,Charai tira pahelo tori ko phool haru phuleko vayera drishya eakdam lobh laghdo chha,,2026-06-12 07:16:53.211031,5,df7ab18d65194eedb6011fbbb0f2464e
clip_60,annotation_60,aadhunik dress lagayeki ek jana yuba mahila sindhiko mathillo bhag ma ubhiyeki dekhinchin,afno haath fhailayera nachiraheki chan,gumba jasto dekhine kalaatmak bhawan ko khulla parisar cha jaha euta shingha ko murti ra reling sahitko seto sangamarmar sindhi dekhincha,,2026-06-12 10:19:49.062137,6,ba29b2c191b24be2809a455d2b9c7827
clip_61,annotation_61,ek nepali yuwak ra yuwati,"uvhidai, herdai","makai ko botharu, pipal ko rukh, aakash, nadi",,2026-06-05 10:15:53.566844,4,1e608179ef9f49288a5c3b58706359d5
clip_62,annotation_62,"Rato tiki, kaan ma ghumka, aakha ma gajal, rato cholo ani kapal bateki eauti sundar keti.",Hath ma laligurash xopera nikai sad expression didai,Backgound blur vayeko karan pachhadi khasai kei na dekhiyeni eauta pahadi ko bich ma sabari sadhan gudne bato dekhinchha,,2026-06-12 08:09:19.040622,5,fc56054b98014c9fa61625e39a8e8d35
clip_63,annotation_63,Doko,Haat tauko ma rakhera nacheko,Ghar manche haru basirakhya,,2026-05-30 05:15:32.858460,7,6785e7a43c3d44b0a713edaa3280b0e6
clip_64,annotation_64,euta mahila ra euta purush,nachdai chhan,"ghar, nilo badal lageko aakash",,2026-06-12 10:41:50.399737,4,9556bb7b962c41b0a6fb986b4f9acd55
clip_65,annotation_65,Hotel bhitra kehi manxey haru,Hotel ko sauji lai ek glass local magaudai gareko,"Eauta sano hotel jaha table, fridge dekhna sakinxa",,2026-06-04 18:20:28.937807,5,339ce26468804678a1148851adc57ac3
clip_66,annotation_66,khulla kalo kapal ra adhunik posak lagayeki ek mahila,nachiraheki chin,lumbini ko bishwa santi stupa ko seto sangrachana ra thik pachadi bauddha lipi kundiyeko sunaulo rangko ubhiyeko buddha ko murti sajiyeko,,2026-06-12 10:13:50.704754,6,fbebf9e86d884102a5b1c79b1ea18adc
clip_67,annotation_67,Manche,Kta le kt lai herera haasiraxa,Doko haru cha,,2026-06-03 17:57:25.086977,7,2ccd2a57d0304bc3b29fadcee9e5028c
clip_68,annotation_68,ek jana yuwak,"ufridai, bhagdai","juun lagirako, baadal lageko aakash, rati ko samay, jhari",,2026-06-05 10:23:20.274325,4,b9f867f35f89472f9817093c5b150c1d
clip_69,annotation_69,Eauta rato sadi ani kaan ma thulo jhumka lagako sundar keti,Sundar keti lai dekhera kta gayekar khusi hudai chha,"Tihar ma jasto, paxadi pahelo batti boliraheko chha",,2026-06-02 07:43:39.997981,5,dc68860759c94412afd807ca911f491c
clip_70,annotation_70,ek jana yuwak,"khadai, jara samatdai","dhoka,rukh ko jara",,2026-06-05 10:06:02.660841,4,7b00d3d656584c35ac169d9eaf7dcaf6
clip_71,annotation_71,kehi manish haru ghar ko aaga ma basiraheko ani eauta kta ra eauti keti bato ma dekheko,rato ista coat launi kta ley kham halaudai chha vane nilo blouse ra rato sadi lako keti ley kapal milaudai,rato matoko ghar ko dhoka banda chha,,2026-05-29 09:58:23.389104,5,558f951ab73c4557a428512cf20b6514
clip_72,annotation_72,Rato saree lagako keti ani nilo kapal ra kaan ma surya mukhi phool lagako eauta keto,Keto damphu bajaudai,Tori bari ma tori fuleko,,2026-06-04 12:20:15.567323,5,44e562c9a5d143ad8368ca4af17e3272
clip_73,annotation_73,"Nelo half jacket, full sleeves, pant ani jutta lagako eauta keto",Aru ko baal matlab na gari masta aafno sur ma ramayera nachdai,Itta ley banako ghar jaha dherai kath ko jhayal haru,,2026-06-04 18:17:54.954970,5,ecd8f42bb2f041978df6c5e52c314a22
clip_74,annotation_74,"Sano scooter, seto kukur ani eauta yuba keta",Scooter ko tokari ma kukur rakhera sarai ramayera scooter chalai raheko,Sahar ko eauta sano galli,,2026-06-04 18:28:56.316849,5,d5db109f91b8431393bf57c2b67f6f88
clip_75,annotation_75,Kta ra kt,Kta ra kt haru nachiraxan,Background dancer,,2026-06-04 12:42:24.480576,7,718c94e093b6442d8af952e8f583bc85
clip_76,annotation_76,Baklo luga ani paheko chalako moto boot lagaka manxey haru tal ko kinar ma.,Eauta kta ra keti daura boki tal ko kinar najik hidiraehko anii daura rakhera keti leey tal ma hath dhoko dekhinchha.,Thula hariya thula rukh haru ko aagadi eauta tal,,2026-06-01 11:04:51.921678,5,dbb3b56b7ed64023ad5e6df92e6503dd
clip_77,annotation_77,Frame ma actor ra actress lai casual modern look ma dekhaiyeko chha.,Actress Parewa udiraheko dekhera ramai raheko ani actor paxadi bata hiddai aai raheko,"Pachhadi ko drishya kunai thulo bazzar ko jasto dekhinchha, jaha kapada haru bechna rakheko",,2026-06-12 08:03:55.187696,5,3a921fe18ce24c5cb6c3e4a22fc0ee00
clip_78,annotation_78,"Lamo kapal, rato ranko shirt ani tala nilo jeans lagako eauta yuba.","Thulo dhunga ma adesh lagayeko ek yubak tala gau tira herera, bhabuk hudai geet gai raheko",Charai tira aagla hariyali pahadh ani phed ma eauta sano gau jasto ghar haru dekhiyeko.,,2026-06-12 20:44:28.027794,5,cc4130450f7147d8a679219c2862fb65
clip_79,annotation_79,Sukeko ghas ko chaur ma eauta khairo rangko kurchi rakheko,Kurtha suruwal lagako keti hindai,Rukh ko charai tira rangi changi pataka haru jhundako,,2026-06-04 12:22:29.296873,5,2ec9b3257f62401bb79417944cb80e40
clip_80,annotation_80,Chmakilo western posak lagayeko,Euta sundar keti kapal udaudai paxadi farkeko,Nilo rang ko parda aagadi eauta gadi,,2026-06-04 12:44:48.555932,5,f282c35ef161461a855c1a31834e83e1
clip_81,annotation_81,euta mahila ra euta purush,nachdai chhan,"rato rang ko ghar, nilo aakash",,2026-06-12 10:42:39.876429,4,2aef93b517184554b0d3464d16bcec7f
clip_82,annotation_82,chyatteko luga lagayeko nepali yubak,sutdai,kattu lagayeko ek sano kto sarsaphai gardai,,2026-06-05 09:52:16.252067,4,7521076996534aaaa3e12a55244ef4d4
clip_83,annotation_83,ek jana yuwak,khana khadai,"kotha, luga jhundyaeko",,2026-06-05 10:29:08.060291,4,539330cdfefc4ba9b2b374dd02051a46
clip_84,annotation_84,"Keti harule kalo-sunulo cholo, rangeen chhitko guniu, piyelo patuka, ra nilo/raato saanskritik shawl lagayeka chhan bhane keta harule thada dharka bhayeko modern print outer/shirt ra saeto pant lagayeka chhan","Sabai keta ra keti haru line ma milera, afno haat mathi uthaudai ra kammar markaudai ramilo sanga gariraheka chhan.",Kunai purano ghar wa mandir ko aagan aagadi sabai jana nirtya gardai,,2026-06-12 09:35:44.467116,5,76a44c24010c4d23a5a17479f2289e00
clip_85,annotation_85,Magar posak lagayeka keta haru aagan ma paleti kasera baseko,Damphu ra madal bajayera geet gaudai,Paramparagat ghar ko aagadi thulo aagan,,2026-06-04 12:38:06.338359,5,362f585334ab4ff2b82bf4ecc4ac94f8
clip_86,annotation_86,Keta ra keti kaathle baneko parampargat bisramsthali bhitra chhan,Bisramsthali bhitra eak arka lai romatic way ma heriraheko,"Charai tira adharyo rati ko bela chha, jahan khulla chaur ra pachadi patti chamkila seto paper lanterns (batti haru) baliraheka dekhinchhan.",,2026-06-12 13:19:21.690789,5,cddc97f1643e4e258bab5b18ee7f8a6d
clip_87,annotation_87,Kta ra kt,Kta le kt lai hug gariraxa,Snow,,2026-06-04 12:12:57.415006,7,4568ea3534fc49f68f25bee7fc1b6b45
clip_88,annotation_88,Kath ra dhunga ley baneko purano ghar haru bich ma eauta kacchi bato,Kacchi bato bolero gadi ley manxey bokera jadai,Sudar himal,,2026-06-04 12:48:20.821378,5,d647ad22bc15455eb98970d131dfb1cb
clip_89,annotation_89,नेपाली ढाकाको इस्टकोट र कम्मरमा पटुका बाँधेका एक मुख्य पात्र का रुप मा एक नेपाली युवा छन् भने उनको पछाडि समान पहिरन र ढाका टोपी लगाएका अन्य युवा कलाकारहरू सहायक भूमिकामा देखिन्छन्।,जोसका साथ परम्परागत नेपाली नृत्य गरिरहेका छन्।,ईट्टाका पुराना पर्खालहरू भएको खुल्ला ठाउँ जहाँ धेरै मानिसहरूको भिड उपस्थित छ।,,2026-06-12 09:33:54.157489,6,ed26d4bfb6c343aa940652e413bb0f05
clip_90,annotation_90,Euta mahila ra euta purush.,duitai hat milayera nachdai,"itako bhitta ra dhalako bhui, nilo aakash",,2026-06-12 10:32:28.959876,4,563f47caa8134df89f0ab85cc17676c0
clip_91,annotation_91,Sana sana bachha haru,Baccha haru gang banayera pokemon card kheldai,Ghar ko peti waa kunai basne thau,,2026-06-04 18:14:56.813597,5,7552fe2a42914eeda38a69042912260f
clip_92,annotation_92,Kt,Kti daura bokera hidirache,Rukh haru cha,,2026-06-03 18:03:38.805916,7,81a73db768634da3b25b02077fd3e28a
clip_93,annotation_93,"Nak ma mundri, ghati ma kantha mala ra ghalek lagaki anii rato gala vayeko eauta sundar keti","Sundar keti ley jiskidaii, anuhar ma muskan didai , hath ma kucho uthayeki",Kath ley banako eauta dhacha,,2026-06-01 11:16:30.884574,5,55f0422777cf42b08191abbf315b1010
clip_94,annotation_94,Magar dress lagayeka nepali yuba haru,Fanfani nachireheko,Hariyo ghas vayeko maidan ma gham lagiraheko ra pahadh pani dekhiraheko,,2026-06-03 17:11:07.089352,5,b3b0d3d7690e40c088231be5ba75afd2
clip_95,annotation_95,परम्परागत नेपाली गरगहना र रातो चोली-हरियो फर्यामा सजिएकी मुस्कुराइरहेकी युवती र सेतो कमिजमाथि बुट्टे इस्टकोट लगाएको युवक,हर्षित मुद्रामा हातको हाउभाउ मिलाउँदै मौलिक नेपाली लोक नृत्यमा मग्न भइरहेका छन्।,रातको समयमा मधुरो उज्यालोले झल्काएको ग्रामीण नेपाली घरहरू र नाचको आनन्द लिइरहेका दर्शकहरू,,2026-06-04 18:36:59.147762,6,c67a6e3de14c4de9bdbdeaff6bbd1499
clip_96,annotation_96,Cycle,Kt haru nacheko,Hariyo rukh haru,,2026-05-30 05:12:19.423685,7,b2c4a130c70f4d088b61a3393b0b61a5
clip_97,annotation_97,Bagar ma eauta sano sukeko haga lai gadeko ani kehi saree lagako kalakar haru dekhna sakinxa,Khola ko bagar ma nachadai gareko,Aglo pahadi ko tala phed ma eauta sukeko khola ani bagar ma baluwa dekheko,,2026-06-12 07:11:32.748838,5,ce2e98c1e08e476ea6666af292a74e6f
