clip_id,annotation_id,subject,action,background_object,note,submitted_at,user_id,task_id
clip_269,annotation_269,"A beautiful girl wearing Newari dress Haku Patasi (black saree), Misa Lan (cholo), and a red flower on her head.","Sitting on the lawn, facing the camera, giving many expressions and dancing","The background is very blurry in the beginning and ending shots, but the middle shot shows a complete hilly landscape with an open green lawn and a green hill in the background.",,2026-06-12 07:52:32.992759,5,3716ca99b4834d8e9e3280e48f3f2851
clip_270,annotation_270,Camera,The girl holding the camera,"Water, grass, trees",,2026-05-30 05:11:18.296445,7,4e25feb682b242848d0845ed827426e1
clip_271,annotation_271,A dog sitting on the table,"A boy drinking black tea in front of a shop, watching attentively",A city street with many shops and hotels,,2026-06-04 18:08:23.254829,5,ec479b1f5b8e4d6cb97d251daba66813
clip_272,annotation_272,Boy and girl,The boy and girl are dancing.,There is a doko (traditional basket).,,2026-06-04 12:43:07.690440,7,7bf62cc10d824e3c91e15e058bfed528
clip_273,annotation_273,A woman and a man wearing blue jeans and a white shirt,"The woman is walking or dancing ahead, while the man raises his hand gesturing to her.","Covered alley with wooden pillars, brick walls, and concrete floor",,2026-06-12 10:30:11.018598,4,e11702c9ef18438aa77a05af001c5a0b
clip_274,annotation_274,"A young man wearing a yellow shirt, black pants, and a brown cap sitting on the floor, and next to him, a young woman wearing a red and black modern outfit is sitting.","The woman is laughing and gesturing with her hand in the air, while the man sitting on the floor looks at her as if trying to speak.","The edge of a small pond with large green lotus leaves floating, and a red-roofed pagoda-style temple and modern building",,2026-06-12 10:06:23.433035,6,f0d37437b5ed4354afa8864963865fba
clip_275,annotation_275,The girl is standing in a sky-blue modern dress holding a green watering can. There are colorful flowers all around.,"While the girl is watering the flowers, the boy stands watching.","Light greenery on the hill behind, and a human settlement (village) can be seen.",,2026-06-12 12:55:55.191082,5,3a314e7eb7de4833be14ab6e39560d23
clip_276,annotation_276,Boy and girl,The boy and girl are walking together.,There is a forest.,,2026-06-03 18:04:30.836809,7,739c661b0a7349cf982b73aa76f9c6f0
clip_277,annotation_277,Boy and girl,The boy is holding the girl's hand.,Mountains / Hills,,2026-06-04 12:08:40.694713,7,3b11768e9bd1499690d7ad5ff5bde397
clip_278,annotation_278,A man wearing torn clothes,Picking up trash,"Stony road, area under the bridge, bushes, trash",,2026-06-05 09:56:47.916995,4,a96a74e5aa7c469da2d579768fe9755e
clip_279,annotation_279,A girl standing near the pond,The girl taking a photo with the camera,A pond near green grass,,2026-05-29 08:51:12.240291,5,115da308778342078b92e33cd83791cf
clip_280,annotation_280,Villagers wearing thick clothes,People greeting the village elders with a 'Namaste' and walking forward,"In front of a small old house, a steel structure, a cooking pot, and dry firewood kept for burning",,2026-06-04 17:53:11.342455,5,4b50d33cde8a4c12bd7337b56633d0c2
clip_281,annotation_281,Boy,The boy is dancing and pointing/showing to the girl.,Dancers,,2026-06-03 17:58:15.739371,7,218627668f4e4cebb69dc71fcb2dca44
clip_282,annotation_282,Boys wearing Magar traditional dress,Singing while holding a damphu (traditional drum) in hand,House courtyard,,2026-06-04 12:28:10.268799,5,c185f749ee534b2181bf37214359320b
clip_283,annotation_283,There are traditional clay pots on the balcony floor.,A boy playfully following a girl wearing a Nepali traditional outfit,Traditional wood and stone structure where straw and pumpkin are hanging,,2026-05-29 18:12:09.512067,5,92c12f7319d240e0b8cbaab72860401d
clip_284,annotation_284,A man wearing a thick brown coat on top of a wooden house,"A man is nailing a wooden roof. While doing so, his attention shifts to a beautiful girl and he accidentally hits his own hand with the hammer.",It looks very cold and foggy.,,2026-05-29 19:17:59.812272,5,752795ae36e94e56bee77050b4b8e2c4
clip_285,annotation_285,Some people are sitting on the porch of the house and some are standing.,A boy and a girl dancing with their hands on their chests,"Around a large courtyard, corn and small oil lamps (tuki) are hanging on the house walls.",,2026-05-29 10:29:58.231441,5,ce37b6ce3a604fdb9aecac2875096b68
clip_286,annotation_286,Man / Person,There are people.,There are houses.,,2026-06-04 12:47:03.412126,7,b6a8b58064a04d069fc239f658697a10
clip_287,annotation_287,A man wearing Newari attire and a red muffler,Singing and dancing,"Women wearing Newari attire, men in dhaka topi playing sarangi and madal, and bundles of straw",,2026-06-12 11:13:39.223896,4,b5c1d0fa3503442f87517e8446a68db2
clip_288,annotation_288,A modern girl wearing short clothes,Dancing while facing the camera,"Roofed with red bricks above, and supported by many white pillars",,2026-06-12 10:05:42.102747,5,75896b418e624dae9bad51b2df5b1f6e
clip_289,annotation_289,Boy and girl,The boy and girl dancing while holding hands,There is a doko basket and background dancers.,,2026-06-03 17:59:18.925621,7,138d029c3fe147ad9dc6f144364d1a0c
clip_290,annotation_290,"A beautiful girl wearing a blue floral patterned cholo, green bangles, a sirbandi on her head, and a kantha necklace around her neck.","The actress is sitting in front of the camera, acting according to the exact mood of the song.","This video is shot inside an indoor studio set, with a very bright and plain blue wall in the background.",,2026-06-12 07:26:12.030853,5,54bec2e16f624de98db02140ab79ccde
clip_291,annotation_291,"Old houses (roofed with stone, mud, wood, and tin)",Bidding farewell by presenting a Khada scarf,Large snow-covered mountains and high hills,,2026-06-04 17:57:36.750179,5,03b07804aa584acb974b194fc20f2fdd
clip_292,annotation_292,A boy wearing blue jeans and a white full-sleeve shirt standing on the edge of a hill,"Seeing the beautiful scenery, the boy spreads his arms and puts them on his head.",Beautiful high green hills are seen covered in fog.,,2026-06-12 20:39:11.631672,5,c49755f06bf144afa6ea60653f53122c
clip_293,annotation_293,A young man,"Gulping down a shot of alcohol, the boy makes a face.",A small local tavern/bhatti,,2026-06-04 18:25:36.470990,5,aaa38871ba824ede99223bb004f020ed
clip_294,annotation_294,A Nepali young man and woman,"Putting a flower on the head, laughing","Bushes, sky",,2026-06-05 10:19:32.850678,4,015b9206d0f740f7b67b3ebc0885178f
clip_295,annotation_295,"People are gathered, preparing for a festival.",People are seen dancing in a circle.,Green grass seen on the lawn,,2026-06-02 15:35:34.849838,5,21509ef0339a4e0a874bac7cd08e8312
clip_296,annotation_296,Book,The boy is turning the pages of the book.,Wall,,2026-05-30 05:20:51.815773,7,b591be5633954056922a7cb5e48bb346
clip_297,annotation_297,Boy,The boy is walking.,Snow,,2026-06-04 12:12:12.254441,7,ecd2eacfea3545779f55e9dfba8a084a
clip_298,annotation_298,Tall hills,The scene is changing.,Clouds above the snow-clad mountains,,2026-06-04 17:55:11.175011,5,cc2db378a1034e72b189d1e91af4a763
clip_299,annotation_299,A young man wearing a blue shirt over a white shirt with a bandana tied on his head,"A blue butterfly flies and sits on the young man's hand, and then he blows softly to make it fly away.","A view shot from a high place. A tall hill is behind, and some human settlements (houses) can be seen on the hill.",,2026-06-12 12:48:27.293903,5,559f396f34014cab8563db2e0cb32577
clip_300,annotation_300,A modern girl barefoot on a brick platform in front of a stupa,Dancing,Pacchhdi eauta seto stupa chha. Stupa ko mathi ra bich ma sunaula rang ko murti ani gajur chaa. Stupa chadhna ko lagi dherai sidhi haru chhan.,,2026-06-12 10:09:29.157360,5,3f3ebc3638b142f2a6f782ff39b7de52
clip_301,annotation_301,Boys and girls wearing different colored outfits.,Boys and girls are dancing while waving their hands.,"In the background, the house pillar is decorated with yellow flowers.",,2026-06-02 08:03:25.835580,5,f3a9a61cde034e16b8ce37caf4ab9a3b
clip_302,annotation_302,The girl wearing a green saree looks very beautiful.,"The girl holds the boy's hand, pulls him, and both are seen dancing.","In the background, marigold garlands like Tihar are hanging, and yellow lights are shining.",,2026-06-02 07:53:15.614201,5,be34aac1f81c4db5bcfed6ec5c7e5058
clip_303,annotation_303,A square TV kept on a table and a girl inside it,A girl sitting inside the TV talking about the Gen-Z movement,A black wall,,2026-06-14 15:20:47.523304,1,0920ff34ef0d4c678c868571dd789b13
clip_304,annotation_304,The girl is wearing a casual modern dress like a green sleeveless top and a colorful skirt. She is also wearing a beaded cultural necklace.,"Standing by the fence, looking at the camera, laughing happily, fixing her hair, and blushing while swaying to the rhythm of the song.","During the night, mostly white round paper lanterns are seen glowing in the foreground and background.",,2026-06-12 13:04:44.544259,5,a9af1737a18b451dacd255eedbcc1f41
clip_305,annotation_305,"Many people wearing traditional Nepali attire (daura surwal, waistcoat, dhaka topi, and gunyo-cholo)","People are seen carrying doko baskets, winnowing with supo, and arranging straw.","Traditional village window and stone-mud house, with a doko basket and corn hanging on the balcony, and green hills and a cornfield in the upper part.",,2026-05-29 16:25:57.153986,5,ece87d1bc4584417a8e7f2f48848afd0
clip_306,annotation_306,"A handsome boy wearing a bright blue chuba, black pants, glasses, and a Kipat (traditional belt) tied around his waist.","Energetically lip-syncing and dancing, touching his chest with his hand and pointing towards the mountain","The scene shows an old house made of stone and mud with its ruined roof, where some Buddhist prayer flags are tied. In the background, there is an open sky with bare hills and white clouds.",,2026-06-12 16:18:48.523553,5,ebcecae8cca04c98af0bda562777066d
clip_307,annotation_307,"Three young men, among whom the one in front is holding a cigarette","One young man is smoking a cigarette, while other young men stand next to him looking down.",An indoor party-like place with brick walls and colorful lights,,2026-07-11 05:10:56.296659,4,b4b018af507c45af8ed954951c671ab8
clip_308,annotation_308,A young man,Eating,"Door, bushes",,2026-06-05 10:05:16.368539,4,f205d27f004f44488383dbb460ac4934
clip_309,annotation_309,A young man and two dogs,Sitting with dogs,"Street, house, dog",,2026-06-05 10:25:23.256387,4,1ce641cef5f74030bc6116ae3ef81ba4
clip_310,annotation_310,"There is a group of many girls wearing a black and gold combination cholo, colorful print gunyo, yellow waistband, and a blue-red shawl hanging from their shoulders.","Along with the pleasant rhythm of the song, all the girls are dancing in a group, raising their hands and swaying their waists smoothly.",Some people can be seen standing in the background.,,2026-06-12 08:32:20.983321,5,9fe54b1c20c340b99273b529eb544aa5
clip_311,annotation_311,"Boys are wearing blue and red outfits, while girls are wearing colorful traditional gunyo-cholo.","They are all lined up at the top of the stairs, with the male dancers carrying their female partners.","Above the large stone staircase, large traditional village-style houses and a uniform-sized rest-house/temple are visible in the middle.",,2026-05-29 17:35:37.569105,5,909b80f5f6a24254870fa8d240d2c89b
clip_312,annotation_312,Boy and girl,The boy and girl are hugging.,There is an ocean/sea.,,2026-06-04 12:06:32.802458,7,7d341e08553a4d668d8aa10243da5387
clip_313,annotation_313,Many people wearing Nepali traditional dress,"The girl and boy on the left and right raise pestles to pound paddy in the mortar, while the two in the middle tease each other.",A doko basket is seen hanging from a pillar of a traditional village house.,,2026-05-29 16:33:54.422600,5,83cbf4185d8a44c6bef2c392e28c727d
clip_314,annotation_314,"A boy wearing thick brown clothes, a muffler wrapped around his neck, and having long hair","While the girl was saying something to the boy, the boy shook his head gesturing 'no'.",A large moss-covered stone,,2026-06-01 10:57:59.181652,5,b1f2b780aedb42b7bbd0a26b120f41d0
clip_315,annotation_315,"The girl is wearing a red saree and blouse, and the boy is wearing a coat and pants.",The two posing romantically in the mustard field during the shoot,"Yellow mustard flowers are blooming all around, making the view extremely captivating.",,2026-06-12 07:16:53.211031,5,df7ab18d65194eedb6011fbbb0f2464e
clip_316,annotation_316,A young woman wearing a modern dress is seen standing at the top of the stairs.,She is dancing with her arms spread.,"An open courtyard of an artistic monastery-like building is seen, featuring a lion statue and white marble steps with railings.",,2026-06-12 10:19:49.062137,6,ba29b2c191b24be2809a455d2b9c7827
clip_317,annotation_317,ek nepali yuwak ra yuwati,"uvhidai, herdai","makai ko botharu, pipal ko rukh, aakash, nadi",,2026-06-05 10:15:53.566844,4,1e608179ef9f49288a5c3b58706359d5
clip_318,annotation_318,"Rato tiki, kaan ma ghumka, aakha ma gajal, rato cholo ani kapal bateki eauti sundar keti.",Hath ma laligurash xopera nikai sad expression didai,Backgound blur vayeko karan pachhadi khasai kei na dekhiyeni eauta pahadi ko bich ma sabari sadhan gudne bato dekhinchha,,2026-06-12 08:09:19.040622,5,fc56054b98014c9fa61625e39a8e8d35
clip_319,annotation_319,Doko,Haat tauko ma rakhera nacheko,Ghar manche haru basirakhya,,2026-05-30 05:15:32.858460,7,6785e7a43c3d44b0a713edaa3280b0e6
clip_320,annotation_320,euta mahila ra euta purush,nachdai chhan,"ghar, nilo badal lageko aakash",,2026-06-12 10:41:50.399737,4,9556bb7b962c41b0a6fb986b4f9acd55
clip_321,annotation_321,Hotel bhitra kehi manxey haru,Hotel ko sauji lai ek glass local magaudai gareko,"Eauta sano hotel jaha table, fridge dekhna sakinxa",,2026-06-04 18:20:28.937807,5,339ce26468804678a1148851adc57ac3
clip_322,annotation_322,khulla kalo kapal ra adhunik posak lagayeki ek mahila,nachiraheki chin,lumbini ko bishwa santi stupa ko seto sangrachana ra thik pachadi bauddha lipi kundiyeko sunaulo rangko ubhiyeko buddha ko murti sajiyeko,,2026-06-12 10:13:50.704754,6,fbebf9e86d884102a5b1c79b1ea18adc
clip_323,annotation_323,Man / Person,Kta le kt lai herera haasiraxa,Doko haru cha,,2026-06-03 17:57:25.086977,7,2ccd2a57d0304bc3b29fadcee9e5028c
clip_324,annotation_324,A young man,"ufridai, bhagdai","juun lagirako, baadal lageko aakash, rati ko samay, jhari",,2026-06-05 10:23:20.274325,4,b9f867f35f89472f9817093c5b150c1d
clip_325,annotation_325,Eauta rato sadi ani kaan ma thulo jhumka lagako sundar keti,Sundar keti lai dekhera kta gayekar khusi hudai chha,"Tihar ma jasto, paxadi pahelo batti boliraheko chha",,2026-06-02 07:43:39.997981,5,dc68860759c94412afd807ca911f491c
clip_326,annotation_326,A young man,"khadai, jara samatdai","dhoka,rukh ko jara",,2026-06-05 10:06:02.660841,4,7b00d3d656584c35ac169d9eaf7dcaf6
clip_327,annotation_327,kehi manish haru ghar ko aaga ma basiraheko ani eauta kta ra eauti keti bato ma dekheko,rato ista coat launi kta ley kham halaudai chha vane nilo blouse ra rato sadi lako keti ley kapal milaudai,rato matoko ghar ko dhoka banda chha,,2026-05-29 09:58:23.389104,5,558f951ab73c4557a428512cf20b6514
clip_328,annotation_328,Rato saree lagako keti ani nilo kapal ra kaan ma surya mukhi phool lagako eauta keto,Keto damphu bajaudai,Tori bari ma tori fuleko,,2026-06-04 12:20:15.567323,5,44e562c9a5d143ad8368ca4af17e3272
clip_329,annotation_329,"Nelo half jacket, full sleeves, pant ani jutta lagako eauta keto",Aru ko baal matlab na gari masta aafno sur ma ramayera nachdai,Itta ley banako ghar jaha dherai kath ko jhayal haru,,2026-06-04 18:17:54.954970,5,ecd8f42bb2f041978df6c5e52c314a22
clip_330,annotation_330,"Sano scooter, seto kukur ani eauta yuba keta",Scooter ko tokari ma kukur rakhera sarai ramayera scooter chalai raheko,Sahar ko eauta sano galli,,2026-06-04 18:28:56.316849,5,d5db109f91b8431393bf57c2b67f6f88
clip_331,annotation_331,Boy and girl,Kta ra kt haru nachiraxan,Background dancers,,2026-06-04 12:42:24.480576,7,718c94e093b6442d8af952e8f583bc85
clip_332,annotation_332,Baklo luga ani paheko chalako moto boot lagaka manxey haru tal ko kinar ma.,Eauta kta ra keti daura boki tal ko kinar najik hidiraehko anii daura rakhera keti leey tal ma hath dhoko dekhinchha.,Thula hariya thula rukh haru ko aagadi eauta tal,,2026-06-01 11:04:51.921678,5,dbb3b56b7ed64023ad5e6df92e6503dd
clip_333,annotation_333,Frame ma actor ra actress lai casual modern look ma dekhaiyeko chha.,Actress Parewa udiraheko dekhera ramai raheko ani actor paxadi bata hiddai aai raheko,"Pachhadi ko drishya kunai thulo bazzar ko jasto dekhinchha, jaha kapada haru bechna rakheko",,2026-06-12 08:03:55.187696,5,3a921fe18ce24c5cb6c3e4a22fc0ee00
clip_334,annotation_334,"Lamo kapal, rato ranko shirt ani tala nilo jeans lagako eauta yuba.","Thulo dhunga ma adesh lagayeko ek yubak tala gau tira herera, bhabuk hudai geet gai raheko",Charai tira aagla hariyali pahadh ani phed ma eauta sano gau jasto ghar haru dekhiyeko.,,2026-06-12 20:44:28.027794,5,cc4130450f7147d8a679219c2862fb65
clip_335,annotation_335,Sukeko ghas ko chaur ma eauta khairo rangko kurchi rakheko,Kurtha suruwal lagako keti hindai,Rukh ko charai tira rangi changi pataka haru jhundako,,2026-06-04 12:22:29.296873,5,2ec9b3257f62401bb79417944cb80e40
clip_336,annotation_336,Chmakilo western posak lagayeko,Euta sundar keti kapal udaudai paxadi farkeko,Nilo rang ko parda aagadi eauta gadi,,2026-06-04 12:44:48.555932,5,f282c35ef161461a855c1a31834e83e1
clip_337,annotation_337,euta mahila ra euta purush,nachdai chhan,"rato rang ko ghar, nilo aakash",,2026-06-12 10:42:39.876429,4,2aef93b517184554b0d3464d16bcec7f
clip_338,annotation_338,chyatteko luga lagayeko nepali yubak,sutdai,kattu lagayeko ek sano kto sarsaphai gardai,,2026-06-05 09:52:16.252067,4,7521076996534aaaa3e12a55244ef4d4
clip_339,annotation_339,A young man,khana khadai,"kotha, luga jhundyaeko",,2026-06-05 10:29:08.060291,4,539330cdfefc4ba9b2b374dd02051a46
clip_340,annotation_340,"Keti harule kalo-sunulo cholo, rangeen chhitko guniu, piyelo patuka, ra nilo/raato saanskritik shawl lagayeka chhan bhane keta harule thada dharka bhayeko modern print outer/shirt ra saeto pant lagayeka chhan","Sabai keta ra keti haru line ma milera, afno haat mathi uthaudai ra kammar markaudai ramilo sanga gariraheka chhan.",Kunai purano ghar wa mandir ko aagan aagadi sabai jana nirtya gardai,,2026-06-12 09:35:44.467116,5,76a44c24010c4d23a5a17479f2289e00
clip_341,annotation_341,Magar posak lagayeka keta haru aagan ma paleti kasera baseko,Damphu ra madal bajayera geet gaudai,Paramparagat ghar ko aagadi thulo aagan,,2026-06-04 12:38:06.338359,5,362f585334ab4ff2b82bf4ecc4ac94f8
clip_342,annotation_342,Keta ra keti kaathle baneko parampargat bisramsthali bhitra chhan,Bisramsthali bhitra eak arka lai romatic way ma heriraheko,"Charai tira adharyo rati ko bela chha, jahan khulla chaur ra pachadi patti chamkila seto paper lanterns (batti haru) baliraheka dekhinchhan.",,2026-06-12 13:19:21.690789,5,cddc97f1643e4e258bab5b18ee7f8a6d
clip_343,annotation_343,Boy and girl,Kta le kt lai hug gariraxa,Snow,,2026-06-04 12:12:57.415006,7,4568ea3534fc49f68f25bee7fc1b6b45
clip_344,annotation_344,Kath ra dhunga ley baneko purano ghar haru bich ma eauta kacchi bato,Kacchi bato bolero gadi ley manxey bokera jadai,Sudar himal,,2026-06-04 12:48:20.821378,5,d647ad22bc15455eb98970d131dfb1cb
clip_345,annotation_345,"A Nepali youth is the lead character, wearing a traditional Nepali Dhaka waistcoat and a sash tied around his waist, while other young artists in matching outfits and Dhaka topis are seen in supporting roles behind him.",They are energetically performing a traditional Nepali dance.,"An open space with old brick walls, where a large crowd of people is gathered.",,2026-06-12 09:33:54.157489,6,ed26d4bfb6c343aa940652e413bb0f05
clip_346,annotation_346,Euta mahila ra euta purush.,duitai hat milayera nachdai,"itako bhitta ra dhalako bhui, nilo aakash",,2026-06-12 10:32:28.959876,4,563f47caa8134df89f0ab85cc17676c0
clip_347,annotation_347,Sana sana bachha haru,Baccha haru gang banayera pokemon card kheldai,Ghar ko peti waa kunai basne thau,,2026-06-04 18:14:56.813597,5,7552fe2a42914eeda38a69042912260f
clip_348,annotation_348,Girl,Kti daura bokera hidirache,Rukh haru cha,,2026-06-03 18:03:38.805916,7,81a73db768634da3b25b02077fd3e28a
clip_349,annotation_349,"Nak ma mundri, ghati ma kantha mala ra ghalek lagaki anii rato gala vayeko eauta sundar keti","Sundar keti ley jiskidaii, anuhar ma muskan didai , hath ma kucho uthayeki",Kath ley banako eauta dhacha,,2026-06-01 11:16:30.884574,5,55f0422777cf42b08191abbf315b1010
clip_350,annotation_350,Magar dress lagayeka nepali yuba haru,Fanfani nachireheko,Hariyo ghas vayeko maidan ma gham lagiraheko ra pahadh pani dekhiraheko,,2026-06-03 17:11:07.089352,5,b3b0d3d7690e40c088231be5ba75afd2
clip_351,annotation_351,"A smiling young woman adorned in traditional Nepali ornaments, a red cholo, and a green fariya, alongside a young man wearing a patterned waistcoat over a white shirt.",They are joyfully performing a traditional Nepali folk dance with coordinated hand gestures.,"Rustic Nepali houses illuminated by soft lighting at night, and an audience enjoying the dance.",,2026-06-04 18:36:59.147762,6,c67a6e3de14c4de9bdbdeaff6bbd1499
clip_352,annotation_352,Cycle,Girls dancing,Hariyo rukh haru,,2026-05-30 05:12:19.423685,7,b2c4a130c70f4d088b61a3393b0b61a5
clip_353,annotation_353,Bagar ma eauta sano sukeko haga lai gadeko ani kehi saree lagako kalakar haru dekhna sakinxa,Khola ko bagar ma nachadai gareko,Aglo pahadi ko tala phed ma eauta sukeko khola ani bagar ma baluwa dekheko,,2026-06-12 07:11:32.748838,5,ce2e98c1e08e476ea6666af292a74e6f
clip_354,annotation_354,Pahadi luga lagayeko dui jana manish haru,Eauta sundar mahila dhunga mathi basera sano bakhro lai mas masaudi chiin vane eauta kta ubiyera latthi chalaudai guff handai chha,Thulo leu lako dhunga and paxai baan dekhinchha,,2026-05-29 19:41:48.012408,5,9acbf24d22c249e0b78efa75bb7e2fbf
clip_355,annotation_355,Ek jana dadhi bhayeko yuwa kalo luga ra seto scarf lagayera agadi ubhiyeko cha,Yuwa le mukh ko najik churot samatera tandai cha.,Rati ko samaya bahira ko party jasto thau ma dori ma jhundiyeka batti ra rangin pataka haru dekhiyeka chan.,,2026-07-11 05:12:18.250147,4,10c77c33e9a246b489952e3fbba25672
clip_356,annotation_356,"Sabai manis haru ley eauta rato, nilo ani kalo rang ko posak lagako chaan vane bich ko manxey ley kalo rato ani fika hariyo posak lagako",Sabai manis haru shooting ko lagi camera tira farkera nachdai chhan,Gaunle dhanchako parampargat ghar ko aagan ra pachadi patti kathko khamba haru dekhincha,,2026-05-29 16:41:45.296526,5,16313657abc54c489c495cfe0b952cd9
clip_357,annotation_357,Girl,Kt hidera geet gairaxe,Rukh haru cha,,2026-06-04 12:10:05.789566,7,fb4b1eae54e141cf947f66dc64542d57
clip_358,annotation_358,"Dari, kapal fuleko eauta keta manxey",Kammar ma hath rakhi gahiro sochma,purano movie cassettes ra posters bhayeko cassette shop athawa studio,,2026-06-04 18:12:48.126690,5,c5f3a1e5c6f34a6a9adbdf897fb77e72
clip_359,annotation_359,Boy and girl,Kta ra kt nachiraxan khutta uchalera,Byd lekhya xa,,2026-06-04 12:42:00.199444,7,7b9d2797ac9d4949a54ca1891b3fc0fe
clip_360,annotation_360,Euta bike,Kt le bike chalairacha ani tesko pachadi kta baseko cha,Rangibi Rangi chata Thulo gate,,2026-05-30 05:08:26.424253,7,33e3da53f85a49d496564b159b001ec5
clip_361,annotation_361,ek nepali mahila,uvhera herdai,"pahad, badal, rukh, jharpaat",,2026-06-05 10:08:31.230621,4,52f574a565724712af23706ff0ffa3e4
clip_362,annotation_362,Sabai jana ley nepali posak lagayeko vane bich ko keta ley modern posak ( jeans ra boot) lagako dekhinchha,Sabai jana eauta dance step garera geet sanga hath khutta ko taal milako dekhinchha,"Pachadi patti bishaal ra harya pahaadi danda haru chhan, jahan euta sano basti chha",,2026-06-12 09:56:45.407051,5,985348f747d140f5a29b501b350060de
clip_363,annotation_363,Eauta kapal dari fuleko keta,Keta afulai aaina aagadi dekhera aafno balyakal dekhdai,"Ghar bhitra ko scene jaha aaina, jutta ko rack and dhoka dekhiyeko",,2026-06-04 18:01:40.085051,5,f55be94b8a984aec912f3bd85a563d1c
clip_364,annotation_364,"Sidhai mathi eauta keta ra keti lai dekhna sakinxa. Keti sey sano kapada lagako dekhnixa vane keta ley pant, jutta shirt and tauko ma hath lagako",Dubai  jana Tauko tasayera mathi sidhi bata jhardai gareko anii kehi dance steps haru gardai,Pachhadi patti chata jasto akar vayeko itta ra cement ley banako bhautik purbadhar haru dekhinxa,,2026-06-12 10:02:39.595739,5,295362a40d43404a9ad860f464ea1bf5
clip_365,annotation_365,Keti haru ley rato ra pahelo choli ko sath sathai nepali gahana lagako dekhna sakxam,Keti haru nachda nachdai kta haru pani sanga nachna aaudai gareko dekinchha,Purano paramparagat gau ko ghar ko cheu ma eauta thulo rukh ani badal ley aakash dhakeko dekhinchha,,2026-05-29 16:50:03.238725,5,192daba6c0b448988695a3cdf2e569bb
clip_366,annotation_366,Boy and girl,Nachiraxan,Wall cha ani background dancer basiraxan koi uthera nachirachan,,2026-06-03 17:50:41.597035,7,860a0b53820447b6b2cab552b190f30d
clip_367,annotation_367,A young man,niras bhayera baseko,Dark environment,,2026-06-05 10:20:45.651288,4,3a49919b16c9422089aac0d0ac29f48b
clip_368,annotation_368,Chiso ko karan ley nayalo luga lagako eauti keti,Rato sweater lagako eauti keti ley tokari ma wool bokera hidiraheko,Charai tira hussu ra chiso chha ani eauta kath ko ghar chha,,2026-05-29 19:10:01.982837,5,91e5006d52d24ac1a6121f1e71745ec9
