clip_id,annotation_id,subject_nepali,action_nepali,background_object_nepali,note_nepali,submitted_at,user_id,task_id
clip_13,annotation_13,"Sundar newari kapada Haku Patasi(kalo rang ko saree jasto),Misā Lān (मिसा लाँ) / Cholo ra sir ma eauta rato phool lagaki eauti keti",छौर् मथि बसेर चमेर तिर फ़र्केर धेरै एxप्रेस्सिओन् दिदै अनि नछ्दै गरेको,"सुरु र अन्तिम् को स्होत् मे बच्क्गोरुन्द् एअक्दम् धमिलो देखिन्छ्ह वने बिछ् को स्होत् म पुरै स्पहअदि भु-भअग्, जहन् खुल्ल हर्यो छौर्, र पछदि पत्ति हरियो दद देख्न सकिन्छ्ह.",,2026-06-12 07:52:32.992759,5,3716ca99b4834d8e9e3280e48f3f2851
clip_14,annotation_14,चमेर,क्त् ले चमेर समतेको,पनि घस्स् रुख्,,2026-05-30 05:11:18.296445,7,4e25feb682b242848d0845ed827426e1
clip_15,annotation_15,तब्ले मथि बसेको एऔत कुकुर्,"पसल् अअगदि कलो छिय खै रहेको एऔत केत, धयन् दियेर हेअर्दै",सहर् को बतो जह धेरै पसल् अनि होतेल्,,2026-06-04 18:08:23.254829,5,ec479b1f5b8e4d6cb97d251daba66813
clip_16,annotation_16,क्त र क्त्,क्त र क्त् नछिरxअन्,दोको छ,,2026-06-04 12:43:07.690440,7,7bf62cc10d824e3c91e15e058bfed528
clip_17,annotation_17,एउत महिल र एउत निलो जेअन्स् र सेतो स्हिर्त् लगयेको पुरुस्ह्,"महिल अगदि हिदै wअ नछ्दै गरेकि, पुरुस्ह्ले हअत् उथौदै उन्लै इसर गरेको","कथ्को खम्बहरु भयेको धकियेको गल्छ्हि, इतको  वित्त  र धलको भुइ,",,2026-06-12 10:30:11.018598,4,e11702c9ef18438aa77a05af001c5a0b
clip_18,annotation_18,"पहेलो रन्ग् को स्हिर्त्, कलो पन्त् र खैरो तोपि लगयेक एक् युwअ पुरुस् भुइ म बसिरहेको र छेउ म रतो र कलो रन्ग् को अधुनिक् पोसक् लगयेकि एक् युwअ महिल बसिरहेकि छन्",ति महिल लेय् हस्दै अफ़्नो हअथ् हwअ म उथयेर हौभौ गरिरहेकि छन् व्हनेय् भुइ म बसेक पुरुस् लेय् उनि तिर हेर्दै कुर गर्न खोजिरहेको जस्तो देखिन्छ,थुल हरिय कमल्क पअत् हरु तैरिरहेको एउत स्यनो पोखरि को किनअर् र रतो छनो वयेको प्यगोद बनोत् को मन्दिर् र अधुनिक् भwअन्,,2026-06-12 10:06:23.433035,6,f0d37437b5ed4354afa8864963865fba
clip_19,annotation_19,केति लेय् अकस्हि निलो मोदेर्न् द्रेस्स् म हर्यो wअतेरिन्ग् चन् समतेर उभियेकि छिन्. छरै तिर रन्गि छन्गि फोओल् हरु छ्हन्.,केति फोओल् हरु लै पनि दिदै गरेको बेल केत हेरेर उबियेको छ्ह,पछ्हदि को पहध् म हल्क हरियलि अनि मन्xएय् हरु को बस्ति देखिन्छ्ह.,,2026-06-12 12:55:55.191082,5,3a314e7eb7de4833be14ab6e39560d23
clip_20,annotation_20,क्त र क्त्,क्त र क्त् सन्गै हिदिरxअन्,जुन्ग्ले छ,,2026-06-03 18:04:30.836809,7,739c661b0a7349cf982b73aa76f9c6f0
clip_21,annotation_21,क्त र क्त्,क्त ले क्त् को हअत् समतिरxअ,पहद्,,2026-06-04 12:08:40.694713,7,3b11768e9bd1499690d7ad5ff5bde397
clip_22,annotation_22,छ्यत्तेको लुग लगयेको एक् मन्छ्हे,फ़ोहोर् तिप्दै,"धुन्ग वयेको बतो, पुल्मुनि को xएत्र, झदिबुति, फ़ोहोर्",,2026-06-05 09:56:47.916995,4,a96a74e5aa7c469da2d579768fe9755e
clip_23,annotation_23,पोखरि को छेउ म केति उबियेको,केति लेय् चमेर बत फोतो खिछेको,हरि घस् को नजिक् एऔत पोखरि,,2026-05-29 08:51:12.240291,5,115da308778342078b92e33cd83791cf
clip_24,annotation_24,मोतो लुग लगको गौ घर् क मन्xएय् हरु,मन्xएय् हरु घौ घर् क थुल बद लै नमस्ते गर्दै अअगदि हिदेको,सनो पुरनो घर् को अअगदि स्तेएल् लेय् बनेको र देप्छि र अअगो बल्न रखेको सुकेको दौर,,2026-06-04 17:53:11.342455,5,4b50d33cde8a4c12bd7337b56633d0c2
clip_25,annotation_25,क्त,क्त नछिरxअ अनि क्त् लै देखैरxअ,दन्चेर् हरु,,2026-06-03 17:58:15.739371,7,218627668f4e4cebb69dc71fcb2dca44
clip_26,annotation_26,मगर् पोसक् लगयेक क्त हरु,हथ् म दम्फु लिदै गौदै गरेको,घर् को अअगन्,,2026-06-04 12:28:10.268799,5,c185f749ee534b2181bf37214359320b
clip_27,annotation_27,कौसि को भुइ म परम्परगत् मतो लेय् बनको भद हरु छ्हन्,नेप्लै पोसक् लयेको एऔत क्त् लैइ एउअत क्त लेय् पच्छौदै रमैलो गरि रहेको,परम्परगत् कथ् र धुन्ग को धछ जन परल् अनि फ़र्सि झुन्दको छ्ह,,2026-05-29 18:12:09.512067,5,92c12f7319d240e0b8cbaab72860401d
clip_28,annotation_28,कथ् को घर् मथि एऔत मोतो खैयो रन्ग् को चोअत् लगको एऔत मन्xएय्,एऔत मन्xएय् कथ् को घर् मथि किल्ल थोक्दै छ्ह. किल्ल थोक्दै गर्द उस्को धयन् एऔत सुन्दर् केति तर्फ़ गयेर उस्ले हतौद लेय् अअफ़्नो हथ् म हन्यो,एअक्दमै छिसो वयेर हुस्सु लगेर देखिन्छ,,2026-05-29 19:17:59.812272,5,752795ae36e94e56bee77050b4b8e2c4
clip_29,annotation_29,कोइ मन्xएय् हरु घर् को पेति म बसि रहेको र कोइ वने उबियेको,एक् जन क्त र केति छति म हथ् रखेर नछ्दै,थुलो अअगन् को ओरि परि घर् को भित्तम मकै र तुकि झुन्दको,,2026-05-29 10:29:58.231441,5,ce37b6ce3a604fdb9aecac2875096b68
clip_30,annotation_30,मन्छे,मन्छे हरु xअअन्,घर् हरु छ,,2026-06-04 12:47:03.412126,7,b6a8b58064a04d069fc239f658697a10
clip_31,annotation_31,नेwअरि पहिरन् लगयेको एक् पुरुस्ह् रतो गल्बन्दि लगयेको,गौदै र नछ्दै,"नेwअरि पहिरन् लगयेकि महिल हरु, धक तोपि लगयेक पुरुस्ह् सरन्गि र मदल् बजौदै, परल् को मुथिओ",,2026-06-12 11:13:39.223896,4,b5c1d0fa3503442f87517e8446a68db2
clip_32,annotation_32,एऔतो छोतो लुग लगयेको मोदेर्न् केति,चमेर म फ़र्केर नछ्दैइ गरेकोओ,मथि रतो इत्त लेय् छयेको अनि तेस्ह्लै सुप्पोर्त् गर्न सेतो रन्ग् को धेरै पिल्लर् हरु,,2026-06-12 10:05:42.102747,5,75896b418e624dae9bad51b2df5b1f6e
clip_33,annotation_33,क्त र क्त्,क्त र क्त् ले हअत् समतेर नछेको,दोको अनि बच्क्ग्रोउन्द् दन्चेर् हर् छन्,,2026-06-03 17:59:18.925621,7,138d029c3fe147ad9dc6f144364d1a0c
clip_34,annotation_34,"निलो फोओल् को बुत्त (फ़ुल्बुत्ते) वयेको छोलो, हथ् म हरियो छुर, सिर् म सिर्बन्दि अनि घति म कन्थ लगयेकि एऔति सुन्दर् केति",नयिक चमेर को अगदि बसेर गेएत् को थिक् भवन अनुसर् अच्तिन्ग् गर्दै छ्हिन्,"यो विदेओ एउत इन्दोओर् स्तुदिओ सेत् भित्र खिछियेको छ्ह, जहन् पछदि पत्ति एक्दम् छम्किलो र प्लैन् निलो रन्गको भित्त छ्ह.",,2026-06-12 07:26:12.030853,5,54bec2e16f624de98db02140ab79ccde
clip_35,annotation_35,"पुरनो (धुन्ग, मतो, कथ् अन्द् तिन् लेय् छयेको) घर् हरु",खद लगयेर बिदै गरि रहेको,थुल हेउ परेक हिमल् अनि अग्ल पहध् हरु,,2026-06-04 17:57:36.750179,5,03b07804aa584acb974b194fc20f2fdd
clip_36,annotation_36,तल नेलो जेअन्स् अन्द् सेतो फ़ुल्ल् स्लेएवेस् लगयेको एऔत केतो पहध् को भिर् म उबिदैइ,सुन्दर् द्रिस्ह्य देखेर केतो लेय् हथ् फ़ैलौदै तौको म रखेको,सौन्द्र् अअग्ल हरियलि वयेको पहध् लै कुहिरो लेय् धकेको देखिन्छ्ह,,2026-06-12 20:39:11.631672,5,c49755f06bf144afa6ea60653f53122c
clip_37,annotation_37,एऔत वर्खर् को युब,एक् पच्क् रक्सि घम्प्ये हनेर केतो मुख् बिगर्दै,सनो थौ वयेको भत्ति,,2026-06-04 18:25:36.470990,5,aaa38871ba824ede99223bb004f020ed
clip_38,annotation_38,एक् नेपलि युwअक् र महिल,"फुल् स्हिर् म लगौदै, हस्दै","झरि, अअकस्ह्",,2026-06-05 10:19:32.850678,4,015b9206d0f740f7b67b3ebc0885178f
clip_39,annotation_39,मन्xएय् हरु वेल वxअन् कुनै मोहत्सब् को तयरि,मन्xएय् हरु गोलो घेर बनयेर नछि रहेको देखिन्छ्ह,छौर् म हरियो घस् देखेको,,2026-06-02 15:35:34.849838,5,21509ef0339a4e0a874bac7cd08e8312
clip_40,annotation_40,बोओक्,क्त ले बोओक् को पन पल्तको छ,भित्त,,2026-05-30 05:20:51.815773,7,b591be5633954056922a7cb5e48bb346
clip_41,annotation_41,क्त,क्त हिदिरxअ,स्नोw,,2026-06-04 12:12:12.254441,7,ecd2eacfea3545779f55e9dfba8a084a
clip_42,annotation_42,अग्ल पहध् हरु,थे स्चेने इस् छ्नगिन्ग्,हिमल् को मथि बदल् हरु,,2026-06-04 17:55:11.175011,5,cc2db378a1034e72b189d1e91af4a763
clip_43,annotation_43,निलो स्हिर्त् अन्द् भित्र सेतो स्हिर्त् लगकेओ एऔत युबक् जस्लेय् तौको म रुमल् बधेको,निलो रन्ग्को पुतलि उदेर युबक् को हथ् म बस्ह्xअ अनि युबक् लेय् मुख् बत सनो सुस्केर फ़लेर पुतलि उध्xअ,कुनै अग्लो थौ बत खिछेको विएw. पछ्हदि अग्लो फध् अनि पहध् म केइ मन्xएय् को बस्ति (घर् हरु) देखिन्छ्ह,,2026-06-12 12:48:27.293903,5,559f396f34014cab8563db2e0cb32577
clip_44,annotation_44,स्तुप को अअगदि एऔत इत्त लेय् बनेको प्लत्फ़ोर्म् म खलि खुत्त म एऔत मोदेर्न् केति,नछ्दै गरेको,पच्छ्ह्दि एऔत सेतो स्तुप छ्ह. स्तुप को मथि र बिछ् म सुनौल रन्ग् को मुर्ति अनि गजुर् छअ. स्तुप छध्न को लगि धेरै सिधि हरु छ्हन्.,,2026-06-12 10:09:29.157360,5,3f3ebc3638b142f2a6f782ff39b7de52
clip_45,annotation_45,फ़रक् रन्ग्ग् को पोसक् लगको क्त र केति हरु.,क्त र केति हरु हथ् हल्लौदै नछ्दै छ्हन्.,पxअदि घर् तो थम् लै पहेको फोओल् लेय् सजयेको.,,2026-06-02 08:03:25.835580,5,f3a9a61cde034e16b8ce37caf4ab9a3b
clip_46,annotation_46,हरि फ़ेक रन्को सर्रे लगको केति सरै रम्रि देखेको,"केति लेय् केत को हथ् समतेर, तनेर दुबै जन नछ्दै गरेको देखिन्छ्ह",पxअदि तिहर् को जस्तो सयपत्रि मल झुन्दको अनि पहेको बत्ति बोलि रहेको,,2026-06-02 07:53:15.614201,5,be34aac1f81c4db5bcfed6ec5c7e5058
clip_47,annotation_47,अऔत तब्ले मथि रख को वर्ग अअकर् को  त्व् र तेस् बित्र अऔत क्त्,अऔत क्त् त्यो त्व् बित्र बसर गेन्-श् अअन्धोलन् को बर म वन्दै,अऔत कलो बित्थ,,2026-06-14 15:20:47.523304,1,0920ff34ef0d4c678c868571dd789b13
clip_48,annotation_48,केति लेय् हर्यो रन्गको स्लेएवेलेस्स् तोप् र रन्गेएन् स्किर्त् जस्तो चसुअल् मोदेर्न् द्रेस्स् लगयेकि छिन्. उनिले गेद-गेद भयेको सअन्स्क्रितिक् नेच्क्लचे (मल) पनि लगयेकि छिन्.,"केति लेय् त्यो बअर (फ़ेन्चे) को छेउम उभियेरw, चमेर पत्ति हेरेर रमिलो सन्ग हस्दै, अफ़्नो कपअल् मिलौने र लअज् मन्दै गेएत्को तअल् म झुम्रहेकि देखिन्छ्हिन्.",पुरै रति को बेल अअगदि र पछदि पत्ति धेरै जसो सेतो रन्गक गोलकर् पपेर् लन्तेर्न्स् हरु बलिरहेक देखिन्छ्हन्.,,2026-06-12 13:04:44.544259,5,a9af1737a18b451dacd255eedbcc1f41
clip_49,annotation_49,"नेपलि परम्पर्गत् पोसक् (दौर सुर्wअल्, इस्कोत्, धक तोपि, र गुनिउ-छोलो) लगयेक धेरै मनिस् हरु","मनिस् हरु दोको बोक्दै, सुपो हम्कौदै र परल् मिलौदै देखिन्छ्ह","गौन्को परम्पगत् झयल् र धुन्ग-मतो लेय् बनको घर्, कौसिम दोको र मकै झुन्दको, र मथिल्लो भअग् म हर्यलि दन्द र मकै बरि देखिन्छ",,2026-05-29 16:25:57.153986,5,ece87d1bc4584417a8e7f2f48848afd0
clip_50,annotation_50,"एऔत हन्द्सोमे केत जस्ले छम्किलो निलो रन्गको छुब, कअलो पन्त्, छस्म, र क्मर् म किपत् (त्रदितिओनल् बेल्त्) बधेको छ्हन्.",एनेर्गेतिच् रुप म लिप्-स्य्न्चिन्ग् र दन्चे गर्दै अअफ़्नो हअत्ले छ्हथि म छ्हुने र पहअद् पत्ति इसर गर्दै,"द्रिस्ह्य म धुन्ग र मतोले बनेको पुरनो घर् र तेस्को भत्किएको छ्हत् देखिन्छ्ह, जहन् थोर बुद्धिस्म् को झन्द पनि बधियेको छ्ह. पछदि पत्ति नन्ग पहअद् र सएतो बदल् भयेको खुल्ल अअकस्ह् छ्ह.",,2026-06-12 16:18:48.523553,5,ebcecae8cca04c98af0bda562777066d
clip_51,annotation_51,"तिन् जन युwअ हरु, जस् मध्ये अगदि को एक् जन युwअ ले छुरोत् समतेको छ","एक् जन युwअ छुरोत् तन्दै छ, अरु युwअ हरु उस्को छेउ म उभियेर तल तिर हेर्दै छन्",इत्त को भित्त र रन्गिन् बत्ति भयेको भित्र को पर्त्य् जस्तो थौ,,2026-07-11 05:10:56.296659,4,b4b018af507c45af8ed954951c671ab8
clip_52,annotation_52,एक् जन युwअक्,खदै,"धोक,झरि",,2026-06-05 10:05:16.368539,4,f205d27f004f44488383dbb460ac4934
clip_53,annotation_53,एक् जन युwअक् र दुइ ओत कुकुर्,कुकुर् सन्ग बसेको,"सदक्, घर्, कुकुर्",,2026-06-05 10:25:23.256387,4,1ce641cef5f74030bc6116ae3ef81ba4
clip_54,annotation_54,"कलो र सुनुलो चोम्बिनतिओन्स् भयेको छोलो, रन्गेएन् छ्हित्को गुनिउ, कम्मर् म पियेलो पतुक, र कअध् देखि झुन्दियेको निलो रअतो स्हwल् लगयेक धेरैजन केति हरु को समुह छ्ह.","गेएत् को रमिलो तअल् सन्गै सबै केति हरुले अफ़्नो दुइ हअत् मथि उथौदै,स्मोओथ् wअय् म कम्मर् मर्कौदै समुह म गरिरहेक छ्हन्.",बच्क्गोउन्द् म केहि मनिस्ह् हरु उन्बियेको देख्न सकिन्xअ,,2026-06-12 08:32:20.983321,5,9fe54b1c20c340b99273b529eb544aa5
clip_55,annotation_55,केत हरुले निलो र रेद् पोसक् लगयेक छन् भने केति हरुले रन्गि छन्गि परम्पर्गत् गुनिउ-छोलो लगयेकि छन्,उनिहरु सबै सिर्यनि को मथिल्लो भअग् म लिने लगेर केत दन्चेर्स् हरुले अअफ़्नो जोदि केति कलकर् लै बोकि-रहेक,थुलो धुन्ग को सिर्यनि  को मथि थुलो परम्पर्गत् गौन्ले धन्छ क घर् हरु र बिछ्म एउतै अअकर् को पौwअ मन्दिर् देखिन्छ्ह,,2026-05-29 17:35:37.569105,5,909b80f5f6a24254870fa8d240d2c89b
clip_56,annotation_56,क्त र क्त्,क्त र क्त् ले हुग् गरिरxअन्,समुन्द्र छ,,2026-06-04 12:06:32.802458,7,7d341e08553a4d668d8aa10243da5387
clip_57,annotation_57,नेप्लै पोसक् लगको धेरैइ मनिस् हरु,दय र बय तिर को केति र केत लेय् मुसल् उथयेर ओख्लि म धअन् कुत्ने र बिछ् को दुइ जन जिस्किदै छ्हन्,गौन्को परम्पर्गत् घर् को खम्ब म दोको झुन्दको देखिन्छ्ह,,2026-05-29 16:33:54.422600,5,83cbf4185d8a44c6bef2c392e28c727d
clip_58,annotation_58,"खैरो मोतो कपद , घति म गल्बन्दि बेरेको र लमो कपल् वको क्त",केति लेय् क्त लैइ केइइ वन्दै गर्द क्त लेय्य् तौको हल्लै नै वनेर इसर दियो.,थुलो लेउ लको धुन्ग,,2026-06-01 10:57:59.181652,5,b1f2b780aedb42b7bbd0a26b120f41d0
clip_59,annotation_59,केति लेय् रतो सरेए अन्द् ब्लोउसे अनि केत लेय् चोअत् पन्त् लगको,तोरि बरि को बिछ् दुइ जन रोमन्तिच् पोसे दिदै स्होओतिन्ग् गरेको,छरै तिर पहेलो तोरि को फोओल् हरु फुलेको वयेर द्रिस्ह्य एअक्दम् लोभ् लघ्दो छ्ह,,2026-06-12 07:16:53.211031,5,df7ab18d65194eedb6011fbbb0f2464e
clip_60,annotation_60,अअधुनिक् द्रेस्स् लगयेकि एक् जन युब महिल सिन्धिको मथिल्लो भग् म उभियेकि देखिन्छिन्,अफ़्नो हअथ् फ़्हैलयेर नछिरहेकि छन्,गुम्ब जस्तो देखिने कलअत्मक् भwअन् को खुल्ल परिसर् छ जह एउत स्हिन्घ को मुर्ति र रेलिन्ग् सहित्को सेतो सन्गमर्मर् सिन्धि देखिन्छ,,2026-06-12 10:19:49.062137,6,ba29b2c191b24be2809a455d2b9c7827
clip_61,annotation_61,एक् नेपलि युwअक् र युwअति,"उव्हिदै, हेर्दै","मकै को बोथरु, पिपल् को रुख्, अअकस्ह्, नदि",,2026-06-05 10:15:53.566844,4,1e608179ef9f49288a5c3b58706359d5
clip_62,annotation_62,"रतो तिकि, कअन् म घुम्क, अअख म गजल्, रतो छोलो अनि कपल् बतेकि एऔति सुन्दर् केति.",हथ् म ललिगुरस्ह् xओपेर निकै सद् एxप्रेस्सिओन् दिदै,बच्क्गोउन्द् ब्लुर् वयेको करन् पछ्हदि खसै केइ न देखियेनि एऔत पहदि को बिछ् म सबरि सधन् गुद्ने बतो देखिन्छ्ह,,2026-06-12 08:09:19.040622,5,fc56054b98014c9fa61625e39a8e8d35
clip_63,annotation_63,दोको,हअत् तौको म रखेर नछेको,घर् मन्छे हरु बसिरख्य,,2026-05-30 05:15:32.858460,7,6785e7a43c3d44b0a713edaa3280b0e6
clip_64,annotation_64,एउत महिल र एउत पुरुस्ह्,नछ्दै छ्हन्,"घर्, निलो बदल् लगेको अअकस्ह्",,2026-06-12 10:41:50.399737,4,9556bb7b962c41b0a6fb986b4f9acd55
clip_65,annotation_65,होतेल् भित्र केहि मन्xएय् हरु,होतेल् को सौजि लै एक् ग्लस्स् लोचल् मगौदै गरेको,"एऔत सनो होतेल् जह तब्ले, फ़्रिद्गे देख्न सकिन्xअ",,2026-06-04 18:20:28.937807,5,339ce26468804678a1148851adc57ac3
clip_66,annotation_66,खुल्ल कलो कपल् र अधुनिक् पोसक् लगयेकि एक् महिल,नछिरहेकि छिन्,लुम्बिनि को बिस्ह्wअ सन्ति स्तुप को सेतो सन्ग्रछन र थिक् पछदि बौद्ध लिपि कुन्दियेको सुनौलो रन्ग्को उभियेको बुद्ध को मुर्ति सजियेको,,2026-06-12 10:13:50.704754,6,fbebf9e86d884102a5b1c79b1ea18adc
clip_67,annotation_67,मन्छे,क्त ले क्त् लै हेरेर हअसिरxअ,दोको हरु छ,,2026-06-03 17:57:25.086977,7,2ccd2a57d0304bc3b29fadcee9e5028c
clip_68,annotation_68,एक् जन युwअक्,"उफ़्रिदै, भग्दै","जुउन् लगिरको, बअदल् लगेको अअकस्ह्, रति को समय्, झरि",,2026-06-05 10:23:20.274325,4,b9f867f35f89472f9817093c5b150c1d
clip_69,annotation_69,एऔत रतो सदि अनि कअन् म थुलो झुम्क लगको सुन्दर् केति,सुन्दर् केति लै देखेर क्त गयेकर् खुसि हुदै छ्ह,"तिहर् म जस्तो, पxअदि पहेलो बत्ति बोलिरहेको छ्ह",,2026-06-02 07:43:39.997981,5,dc68860759c94412afd807ca911f491c
clip_70,annotation_70,एक् जन युwअक्,"खदै, जर समत्दै","धोक,रुख् को जर",,2026-06-05 10:06:02.660841,4,7b00d3d656584c35ac169d9eaf7dcaf6
clip_71,annotation_71,केहि मनिस्ह् हरु घर् को अअग म बसिरहेको अनि एऔत क्त र एऔति केति बतो म देखेको,रतो इस्त चोअत् लौनि क्त लेय् खम् हलौदै छ्ह वने निलो ब्लोउसे र रतो सदि लको केति लेय् कपल् मिलौदै,रतो मतोको घर् को धोक बन्द छ्ह,,2026-05-29 09:58:23.389104,5,558f951ab73c4557a428512cf20b6514
clip_72,annotation_72,रतो सरेए लगको केति अनि निलो कपल् र कअन् म सुर्य मुखि फोओल् लगको एऔत केतो,केतो दम्फु बजौदै,तोरि बरि म तोरि फ़ुलेको,,2026-06-04 12:20:15.567323,5,44e562c9a5d143ad8368ca4af17e3272
clip_73,annotation_73,"नेलो हल्फ़् जच्केत्, फ़ुल्ल् स्लेएवेस्, पन्त् अनि जुत्त लगको एऔत केतो",अरु को बअल् मत्लब् न गरि मस्त अअफ़्नो सुर् म रमयेर नछ्दै,इत्त लेय् बनको घर् जह धेरै कथ् को झयल् हरु,,2026-06-04 18:17:54.954970,5,ecd8f42bb2f041978df6c5e52c314a22
clip_74,annotation_74,"सनो स्चोओतेर्, सेतो कुकुर् अनि एऔत युब केत",स्चोओतेर् को तोकरि म कुकुर् रखेर सरै रमयेर स्चोओतेर् छलै रहेको,सहर् को एऔत सनो गल्लि,,2026-06-04 18:28:56.316849,5,d5db109f91b8431393bf57c2b67f6f88
clip_75,annotation_75,क्त र क्त्,क्त र क्त् हरु नछिरxअन्,बच्क्ग्रोउन्द् दन्चेर्,,2026-06-04 12:42:24.480576,7,718c94e093b6442d8af952e8f583bc85
clip_76,annotation_76,बक्लो लुग अनि पहेको छलको मोतो बोओत् लगक मन्xएय् हरु तल् को किनर् म.,एऔत क्त र केति दौर बोकि तल् को किनर् नजिक् हिदिरएह्को अनिइ दौर रखेर केति लेएय् तल् म हथ् धोको देखिन्छ्ह.,थुल हरिय थुल रुख् हरु को अअगदि एऔत तल्,,2026-06-01 11:04:51.921678,5,dbb3b56b7ed64023ad5e6df92e6503dd
