id,text
29,"भदौ २३ गते जेन-जि बालबालिकालाई टाउको र छातीमा ताकी-ताकी गोली हानेर मार्न आदेश दिने तत्कालीन सरकारलाई अनुसन्धान र कारबाही नहुने हो? कि ७६ जना जेन-जि बालबालिका मारेकोमा खुशी छ? कि भ्रष्टाचारी हत्यारा एमाले र कांग्रेसको हत्यारा भ्रष्टाचारी नेताहरूलाई छानीछानी ७६ जनालाई मार्दियो भने कारबाही नगरी छोड्दिने हो? के तरबार बोकेर जनता बाहिर निस्कनु पर्ने हो? मान्छे मारेको ठूलो घटना होकि घर जलेको ठूलो घटना हो? २३ गतेको नरसंहारको ढाकछोप गर्न २४ गते एमाले, कांग्रेस, माओवादीको नेता तथा कार्यकर्ताहरु सिंहदरबार, सर्बोच्च अदालत जस्ता राज्यको सम्पत्ति जलाउन निस्केको थियो। राज्यको सम्पत्ति र नेताहरूको घर जल्नमा यो ३ पार्टीकोमा नै हात छ। यो ३ पार्टीमा देखिएको असन्तुष्ट कार्यकर्ताले नै हो मौकामा चौका हानेर आफ्नो पार्टीको नेताहरूको घर जलाएको हो।"
30,"प्रधानमन्त्री र अर्थमन्त्रीले देश कायापलट गर्ने बजेट ल्याउँदै, इतिहासकै सबैभन्दा बढी बजेट आउने।"
31,राम्रो! हामी सचेत जनता हुँ भन्दाभन्दै हामी पनि बिस्तारै झोले बन्दै गइरहेको पत्तै पाइरहेको छैन।
32,यो भिडियो हेर्दा पहिलोपटक कुनै पहाड समुदायको व्यक्तिले आफ्नो मनदेखि नै हामी मधेशीलाई सम्मान गरेको हो जस्तो महसुस भयो। धन्यवाद यस्तो खालको भिडियो बनाउनुभएकोमा।
33,"हामी, मधेशीहरूको रूपमा, हाम्रा मधेशी साथीहरूलाई साथै अन्य नेपाली संस्कृति, परम्परा र जनजातिहरूको लागि एउटा चर्को आवाज लिनुपर्छ। भारत हुँदैन। बस्।"
34,"मधेशी त मधेशी नै हो, केही गर्न सकिदैन यिनीहरूलाई।"
35,यो नेपाल बाहुनको मात्र होर? के हामी मान्छे हैनौ?
36,तेरो बाउ
37,मधेशी हुनुमा गर्व छ।
38,"यो पुरानो नयाँनयाँ सब कुरा हो, कसैको केही काम छैन।"
39,मुस्लिम जाती सबलाई देशनिकाला गर्नुपर्छ।
40,यो घन्टे ग्याङलाई केही भन्नु हुँदैन। मार्दिन्छन्।
41,"मैले कोटेश्वरमा क्याथोलिक स्कुलमा पढेँ र म सनातनी हुनुमा गर्वित छु। कुनै पनि धर्म हिन्दु, बुद्ध र किराँती धर्महरूभन्दा सुन्दर छैन।"
42,आफ्नो धर्म नमास है मनुवाहरू पछि तिम्रै सन्तानले थुक्नेछन्।
43,मुजी बाहुन
44,"धर्मले मतलब हुनुहुँदैन—चाहे कोही हिन्दु होस् वा कुनै अन्य धर्ममा विश्वास गर्छ, यस्ता घटनाहरूमा कडा कारबाही दिनैपर्छ।"
45,लाज का पोका हरु!!
46,म हिन्दु हुँ यसमा मलाई गर्व लाग्छ। जय नेपाल।
47,"जनताको सेवा गर्न गएका हैनौ, तलबभत्ता लिन बन्द गर उसोभए। आखिर सबै करोडौका मालिक छौ त।"
48,पुरानो दललाई गाली गरेर उदाएको खराने ग्याङका सांसदहरु झन् बाँदर लखट्ने झैँ मात्रै छन्। तमासा पहिलाभन्दा ज्यादा देखिँदै छ। जे होस् भत्ता सत्ता पचाउ देशलाई अझै खोक्रो बनाउ। भोट हाल्ने हामी भेडा जनता छँदै छौँ।
49,अब जुन दिन काम हुन्छ त्यही दिन मात्र भत्ता पाउने कानुन बनाउनुपर्छ। नभए नेपाली जनताले तिरेको कर खेर जान्छ।
